Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Units Net,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,newtaz,Total GSF (Commercial),MIPS,CIE,MED,PDR,RET,VISIT,Net GSF (Commercial),CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,CASENO,BPAPPLNO,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,AFFORDABLE,AFFORDABLENET
3788039,345 BRANNAN ST,East SoMa,BP Filed,10/27/08,0,0,"New construction approx. 69,540-gsf, 4-story, 50' height office building on existing parking lot, with 58-space ground floor parking and street frontage retail space.","ERECT A OFFICE, RESTAURANT & PARKING 4 STORIES BUILDING.",Mixed Use,MUO,694,"53,030","49,500",,,,"3,530",,"53,030",,,"49,500",,"3,530",,2007.0385,200810275193,9/18/08,10/27/08,50-X,MUO,18-Sep-08,-122.392906,37.780971,,
254080,1001 CALIFORNIA ST,Northeast,BP Filed,9/25/08,15,2,,"CONVERT AND RENOVATE THE EXTG PARTIAL BASEMENT, 1ST AND 2ND FLOOR LEVEL COMMERCIAL SPACE INTO 2 RESI",Residential,RM-4,761,0,,,,,,,0,,,,,,,,200809252623,,9/25/08,,RM-4,25-Sep-08,-122.410883,37.791748,,
3726075,574 NATOMA ST,East SoMa,BP Filed,9/25/08,10,10,"Demolish existing 1,875 sqft, 19'-0"" single-story warehouse. Proposed 6,525 sqft, 4-story multi-unit residence with 2 off-street parking spaces.",TO DEMOLISH A VACANT STORAGE,Residential,RED,669,0,,,,,,,"-1,875",0,0,0,"-1,875",0,0,2008.0795,200809252699,9/25/08,9/25/08,,RED,25-Sep-08,-122.409466,37.778944,,
69011,2626 LARKIN ST,Northeast,BP Filed,9/26/08,2,1,"Construction of a new 4-story, 2-unit residential building.",TO ERECT A NEW FOUR STORY TWO FAMILY DWELLING UNIT.,Residential,RH-3,849,0,,,,,,,0,,,,,,,2009.0907,200809262740,9/28/09,9/26/08,,RH-3,26-Sep-08,-122.421117,37.802094,,
1609021F,700 36TH AV,Richmond,BP Filed,9/26/08,6,6,,TO ERECT 6 DWELLING UNIT WITH FOUR STORY NEW BLDG.(COMMERCIAL AND RESIDENTIAL),Mixed Use,NC-2,257,"2,000",,,,,"2,000",,"2,000",,,,,"2,000",,,200809262781,,9/26/08,,NC-2,26-Sep-08,-122.496055,37.775575,,
832025,300 OCTAVIA ST,Market Octavia,BP Filed,10/1/08,16,16,,TO ERECT 16 DWELLING UNIT WITH 5 STORIES NEW BLDG(CONDO AND RETAIL),Mixed Use,NCT,259,0,,,,,,,0,,,,,,,,200810013158,,10/1/08,,HAYES NCT,1-Oct-08,-122.423957,37.774903,,
832026,360 OCTAVIA ST,Market Octavia,BP Filed,10/1/08,16,16,Shadow Analysis,TO ERECT 16 DWELLING UNITS WITH 5 STORIES NEW BLDG(CONDO AND RETAIL),Mixed Use,NCT,259,"1,000",,,,,"1,000",,"1,000",,,,,"1,000",,2008.0428,200810013162,,10/1/08,,HAYES NCT,1-Oct-08,-122.424008,37.77545,,
6793011,1794 SAN JOSE AV,"South Central, Other",BP Filed,10/1/08,2,2,Construction of two dwelling units requesting a rear yard variance and exemption from parking requirements from the Planning Commission.,COMPLETE REMODEL OF GROUND FLOOR DENTAL OFFICES. ADDITION TO NEW SECOND FLOOR TO INCLUDE TWO NEW RES,Mixed Use,NC-1,911,0,,,,,,,0,,,,,,,2008.1341,200810013092,,10/1/08,,NC-1,1-Oct-08,-122.44004,37.729145,,
126026,1039 GREEN ST,Northeast,BP Filed,10/16/08,2,-1,,MERGE 3 UNIT RESIDENCE INTO 2 UNIT RESIDENCE. NEW 4 STORY SIDEYARD ADDITION. REMODEL EACH FLOOR TOP ,Residential,RH-2,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200810164303,,10/16/08,40-X,RH-2,16-Oct-08,-122.416237,37.798471,,
2821021,1240 TWIN PEAKS BL,Inner Sunset,BP Filed,10/22/08,1,1,"Proposed to escavate and ugrade an existing unimproved portion of the public right-of-way and construct : driveways,retaining walls, sidewalk improvements,landscaping.",ERECT 3 STORY SINGLE FAMILY DWELLING.,Residential,RH-1,151,0,,,,,,,0,,,,,,,2009.016,200810224853,,10/22/08,,RH-1,22-Oct-08,-122.450232,37.746403,,
2821022,1230 TWIN PEAKS BL,Inner Sunset,BP Filed,10/22/08,1,1,,ERECT A THREE STORY SINGLE FAMILY DWELLING.,Residential,RH-1,151,0,,,,,,,0,,,,,,,,200810224855,,10/22/08,,RH-1,22-Oct-08,-122.450135,37.746442,,
2861011,160 SAN MARCOS AV,Inner Sunset,BP Filed,10/31/08,1,1,To construct a three-story over garage single-family dwelling on a vacant lot.,"ERECT A 3-STORIES, SINGLE FAMILY RESIDENCE WITH 1 BASEMENT.",Residential,RH-1(D),481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0085,200810315629,,10/31/08,40-X,RH-1(D),31-Oct-08,-122.465326,37.747021,,
155052,5 CYRUS PL,Northeast,BP Filed,11/10/08,2,1,,REMODEL & ADDITION-HORIZONTAL ADDITION AT REAR. VERTICAL ADDITION OF ONE STORY ABOVE (E) ROOF. EXPAN,Residential,RH-3,351,0,,,,,,,0,,,,,,,,200811106167,,11/10/08,,RH-3,10-Nov-08,-122.417191,37.796369,,
6611003,2104 CASTRO ST,Central,BP Filed,11/19/08,2,1,,"RENOVATION/ADDITION TO A SINGLE FAMILY HOME. WORK WILL CREATE A 2ND DWELLING UNIT, BUILDING ENVELOPE",Residential,RH-2,461,0,,,,,,,0,,,,,,,,200811196948,,11/19/08,,RH-2,19-Nov-08,-122.433557,37.74477,,
4064007,448 PENNSYLVANIA AV,Showpl/Potrero,BP Filed,12/1/08,2,1,Demolish single family dwelling and construct new two-family dwelling,CONSTRUCT A 4 STORIES SINGLE FAMILY DWELLING.,Residential,RH-2,305,0,,,,,,,0,,,,,,,2008.1379,200812017550,12/18/08,12/1/08,,RH-2,1-Dec-08,-122.393605,37.760849,,
5654021,219 PRENTISS ST,Bernal Heights,BP Filed,12/10/08,1,1,New construction of a single family dwelling.  Tiny lot.  Open space and rear yard variance.,CONSTRUCTION OF THREE STORIES SINGLE FAMILY DWELLING.,Residential,RH-1,305,0,,,,,,,0,,,,,,,2009.0308,200812108239,4/16/09,12/10/08,,RH-1,10-Dec-08,-122.411909,37.740079,,
2845005,70 CRESTLINE DR,Central,BP Filed,12/17/08,5,5,,ERECT FOUR STORY FIVE UNITS RESIDENTIAL APARTMENT.,Residential,RM-1,305,0,,,,,,,0,,,,,,,,200812178722,,12/17/08,,RM-1,17-Dec-08,-122.446163,37.751268,,
6619022,239 Valley Street,Central,BP Filed,12/22/08,2,1,,ADD ONE MORE  UNIT IN EXTG GARAGE AREA. ADD ONE DECK TO EXTG 1ST FLOOR. ADD ONE BEDROOM AND ONE BATH,Residential,RM-1,113,0,,,,,,,0,,,,,,,,200812228987,,12/22/08,40-X,RH-2,22-Dec-08,-122.427634,37.744318,,
77004,30 EDITH ST,Northeast,BP Filed,12/31/08,3,2,,CONVERT ONE (1) UNIT TO THREE (3) UNIT CONDOS & ADD TWO (2) NEW STORIES. REMODEL (E) BLDG INCLUDING ,Residential,RH-3,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200812319407,,12/31/08,40-X,RH-3,31-Dec-08,-122.408231,37.802986,,
6233005,322 ARLETA AV,"South Central, Other",BP Filed,12/31/08,2,1,"Project review: 318 Arleta Ave. - Conversion of existing 2-story, 2-unit residence into a single-family residence. Construct 2 2-story homes adjacent to existing building.",Multiple Permits,Residential,RH-1,305,0,,,,,,,0,,,,,,,,200812319401,,12/31/08,,RH-1,31-Dec-08,-122.409439,37.714764,,
1265009,338 CARL ST,Inner Sunset,BP Filed,1/15/09,3,1,Parking Variance to add a 3rd unit,legalize existing residential unit @ ground floor. See variance Application #2008.1377 under review.,Residential,RH-3,751,0,,,,,,,0,,,,,,,2008.1377,200901150303,,1/15/09,,RH-3,15-Jan-09,-122.455184,37.765247,,
1411022,212 23RD AV,Richmond,BP Filed,3/17/09,2,1,Alteration and remodel of existing residnetial structure.,ADD 3 FT REAR ADDTIONAL SPACE FOR MASTER BEDROOM ON 3RD FLOOR. ADD 29 SQ. FT. TO KITCHEN SPACE ON 2N,Residential,RH-2,249,0,,,,,,,0,,,,,,,2009.0051,200903174286,1/21/09,3/17/09,,RH-2,21-Jan-09,-122.48267,37.783606,,
6473040,5735 MISSION ST,"South Central, Other",BP Filed,9/2/09,20,20,Residential Care facility,"ADD TO (E) 2 STORY BUILDING CONVERTING IT TO A 3 STORY SENIOR CARE HOME, 1ST FLOOR HAS: MULTIPURPOSE",Mixed Use,NC-2,436,"5,240",,"5,240",,,,,"5,240","5,240",,,,,,2009.0057,200909026074,1/22/09,9/2/09,,NC-2,22-Jan-09,-122.448989,37.709939,,
1086006,253 PARKER AV,Richmond,BP Filed,1/22/09,3,1,"Vertical rear addition to add 3rd floor flat, extend the building deeper into rearyard and covert basement into 3 car garage.","REAR AND 4TH FLOOR ADDITON.  3RD UNIT AT 4TH FL WITH DECKS.  GR FL ADDITION OF 3 CAR GARAGE, WORK RO",Residential,RM-1,290,0,,,,,,,0,,,,,,,2009.0909,200901220624,9/28/09,1/22/09,,RM-1,22-Jan-09,-122.454155,37.78083,,
3581012,466 SANCHEZ ST,Central,BP Filed,1/23/09,2,1,,"CHANGE SINGLE FAMILY DWELLING TO TWO FAMILY DWELLING, ADD THIRD STORY, EXTEND TO REAR, RECONFIGURATI",Residential,RH-3,518,0,,,,,,,0,,,,,,,,200901230745,,1/23/09,,RH-3,23-Jan-09,-122.430789,37.761635,,
3752054,170 CLARA ST,East SoMa,BP Filed,2/2/09,1,1,"Change of use to residential, interior remodel and replace deck.","LEVEL 1: NO WORK. LEVEL 2: ADD KITCHEN, NEW BEDROOM CLOSET. LEVEL 3:ADD BEDROOM, BATH, EXTERIOR DECK",Mixed Use,MUR,585,0,,,,,,,"-3,080",,,,"-3,080",,,2008.0662,200902021241,,2/2/09,,MUR,2-Feb-09,-122.401752,37.780133,,
3011047,154 MIRALOMA DR,Inner Sunset,BP Filed,2/4/09,1,1,,TO ERECT SINGLE FAMILY WITH 3 STORY NEW BLDG,Residential,RH-1(D),460,0,,,,,,,0,,,,,,,,200902041396,,2/4/09,,RH-1(D),4-Feb-09,-122.461397,37.736899,,
3589026,161 SAN CARLOS ST,Mission,BP Filed,2/4/09,3,1,,"CONVERT 2 UNITS BLDG TO 3 UNITS BLDG, REMOVE STAIRCASE JOINING UPSTAIRS AND DOWNSTAIRS, PUT IN KITCH",Residential,RTO-M,624,0,,,,,,,0,,,,,,,,200902041380,,2/4/09,,RTO-Mission,4-Feb-09,-122.419831,37.760853,,
2086007A,1966 GREAT HY,Outer Sunset,BP Filed,4/10/09,2,2,NEW TWO-UNIT RESIDENTIAL STRUCTURE. VARIANCE FOR FRONT SETBACK.,"ERECT A 4-STORIES, 2 FAMILY DWELLING UNITS BUILDING.",Residential,RH-2,359,0,,,,,,,0,,,,,,,2009.0102,200904106077,2/5/09,4/10/09,,RH-2,5-Feb-09,-122.507876,37.749787,,
185020,1492 JACKSON ST,Northeast,BP Filed,2/5/09,3,1,,"ADD 4TH FLOOR. EXPAND PORCH AREA, ENCLOSE REAR STAIR. STAIR TOWER ABOVE 4TH FL. ADD EFFICIENCY UNIT ",Residential,RM-1,197,0,,,,,,,0,,,,,,,,200902051426,,2/5/09,,RM-1,5-Feb-09,-122.419529,37.794516,,
3625040,421 ALVARADO ST,Central,BP Filed,2/6/09,2,1,,Add a residential unit at the rear of an existing single family residence.,Residential,RH-2,477,0,,,,,,,0,,,,,,,,200902061524,,2/6/09,,RH-2,6-Feb-09,-122.430452,37.753764,,
2046040A,227 NORIEGA ST,Inner Sunset,BP Filed,2/12/09,2,1,,REMODELING (E) FIRST AND SECOND FLOOR AND EXTENDING THESE 2 FLOORS OUT TOWARDS REAR YARD. 1ST FL. TO,Residential,RH-2,389,0,,,,,,,0,,,,,,,,200902122009,,2/12/09,,RH-2,12-Feb-09,-122.465996,37.754563,,
73020,835 LOMBARD ST,Northeast,BP Filed,2/18/09,3,1,,Convert 2-unit bldg. to 3-unit bldg. w/o enlarging bldg. Add 1-car parking space @ front driveway ar,Residential,RM-1,149,0,,,,,,,0,,,,,,,,200902182284,,2/18/09,,RM-1,18-Feb-09,-122.415264,37.802404,,
4272014,1376 FLORIDA ST,Mission,BP Filed,3/27/09,2,1,"Addition/alteration to existing 3-story, single-family residence.","3 STORY SIDE & REAR ADDITION, CONVERT TO 2 UNITS BY ADDING 2 NEW BEDROOMS, 3 BATHROOMS, 2 KITCHENS, ",Residential,RH-2,640,0,,,,,,,0,,,,,,,2009.0124,200903274981,2/19/09,3/27/09,,RH-2,19-Feb-09,-122.409956,37.74999,,
1376014,167 16TH AV,Richmond,BP Filed,2/26/09,2,1,,REAR HORIZONTAL AND VERTICAL ADDITION. INTERIOR RENOVATION OF E HOUSE. CREATION OF NEW IN LAW UNIT O,Residential,RH-2,245,0,,,,,,,0,,,,,,,,200902262930,,2/26/09,,RH-2,26-Feb-09,-122.475583,37.784984,,
1451032,354 20TH AV,Richmond,BP Filed,3/2/09,2,1,Add a second unit to an existing single family residence by constructing horizontal and vertical additions.,"HORIZONTAL & VERTICAL ADDITION TO BUILDING, FROM TWO STORIES TO FOUR STORIES, AND SINGLE FAMILY TO T",Residential,RM-1,249,0,,,,,,,0,,,,,,,2009.0711,200903023137,7/28/09,3/2/09,,RM-1,2-Mar-09,-122.479279,37.781248,,
4172041,1171 TENNESSEE ST,Central Waterfront,BP Filed,3/10/09,3,1,,CHANGE OF OCCUPANCY FROM COMMERCIAL OFFICE TO RESIDENTIAL,Mixed Use,NCT-2,741,0,,,,,,,0,,,,,,,,200903103767,,3/10/09,,NCT-2,10-Mar-09,-122.388979,37.756851,,
5576001,280 BAY SHORE BL,"BVHP Area A,B",BP Filed,3/11/09,0,0,,ERECT A 1 STORY BIOFUEL PRODUCTION & SALES BUILDING.,Industrial,M-1,730,"6,000",,,,"5,000","1,000",,"6,000",,,,"5,000","1,000",,,200903113911,,3/11/09,,M-1,11-Mar-09,-122.404931,37.743577,,
5972042,1118 BURROWS ST,"South Central, Other",BP Filed,3/12/09,1,1,,Vacant lot; new single family residence,Residential,RH-1,735,0,,,,,,,0,,,,,,,,200903123981,,3/12/09,,RH-1,12-Mar-09,-122.415311,37.72633,,
3537093,467 DUBOCE AV,Market Octavia,BP Filed,3/12/09,2,1,,"CONVERT SINGLE FAMILY HOME TO 2 DWELLING UNITS. ADD KITCHEN & OCCUPANCY SEPARATION WALL, ADD ONE WIN",Residential,RTO,515,0,,,,,,,0,,,,,,,,200903124021,,3/12/09,,RTO,12-Mar-09,-122.43063,37.769233,,
2040001,1701 09TH AV,Inner Sunset,BP Filed,4/6/09,6,6,"Demo existing commercial building, subdivide lot into 3 lots and construct three 2-unit residential buildings.",Multiple Permits,Residential,RH-2,513,0,,,,,,,"4,595",,,,,"4,595",,2009.0129,200904065665,,4/6/09,40-X,RH-2,6-Apr-09,-122.465946,37.756362,,
1029095,2901 CALIFORNIA ST,Western Addition,BP Filed,7/2/09,0,0,"Appeal of Case # 2007.0128C, to demolish 3-residential units and construct new assembly space for the Drew School.","ADDITION OF APPROXIMATELY 14,800 ASSEMBLY HALL AND THEATRE AND CLASSMROOM TO THE EXISTING 26,500 HIG",Residential,RM-1,211,"41,307",,"41,307",,,,,"14,800","14,800",,,,,,2009.0549,200907021862,,7/2/09,,RM-1,2-Jul-09,-122.44236,37.787513,,
596031,1533 PACIFIC AV,Northeast,BP Filed,7/20/09,3,1,Vertical addition/alteration of 1 residential unit to an existing 2-unit residential building.,Conversion of three level duplex to new four level residential triplex. Deliniation of 5-car spaces ,Mixed Use,NC-2,197,0,,,,,,,0,,,,,,,2009.0908,200907203013,9/28/09,7/20/09,,PACIFIC,20-Jul-09,-122.42052,37.794887,,
4287022,1239 CONNECTICUT ST,Other S Bayshore,BP Filed,8/7/09,0,0,,New construction of a two story commercial storage building.,Industrial,PDR-2,483,"2,175",0,0,0,0,0,0,"2,175",0,0,0,0,0,0,,200908074405,,8/7/09,65-J,PDR-2,7-Aug-09,-122.396188,37.750596,,
1548026,430 BALBOA ST,Richmond,BP Filed,9/14/09,2,1,,"One story rear addition on 3rd floor. Add 1 new dweilling unit, incl. 2 bathrooms and 2 bedrooms.  I",Mixed Use,NC-2,285,0,,,,,,,0,,,,,,,,200909146762,,9/14/09,,NC-2,14-Sep-09,-122.463535,37.777503,,
4991277,833-881 Jamestown,"BVHP Area A,B",CONSTRUCTION,9/17/07,198,198,EE  Subdivide 30 acres into 271 lots & build a maximum of 520 units in a phased project.,BLDG #10 - ERECT A FOUR STORY THRITY SIX UNIT RESIDENTIAL BLDG,Commercial,C-2,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.076,9924080S,2/19/91,11/13/99,40-X,RH-2,19-Feb-91,-122.386789,37.711415,,
4287016,1250-1260 Missouri,Other S Bayshore,CONSTRUCTION,1/28/09,0,0,"Project revision, 12/21/99:  Construction of a 50-ft. high, three-story-over-basement, approx. 53,000-gsf  building containing office or studios of design professionals and/or retail space for bulky merchandise such as furniture on a currently vacant, 13,",ERECT A COMMERCIAL BUSINESS LIGHT INDUSTRIA. 4 STORIES.,Industrial,PDR-2,483,"11,250",0,0,0,"11,250",0,0,"11,250",0,0,0,0,0,0,1998.664,9820407S,8/10/98,10/7/98,65-J,PDR-2,10-Aug-98,-122.395458,37.750135,,
3568057,439 GUERRERO ST,Mission,CONSTRUCTION,10/18/06,3,3,,CONVERT BUILD. INTO THREE RESIDENTIAL UNITS,Residential,RTO-M,221,0,0,0,0,0,0,0,"-5,940","-5,940",0,0,0,0,0,,9917899,,8/26/99,40-X,RTO-Mission,26-Aug-99,-122.423888,37.764119,,
3077009,29 SAN ANDREAS WY,"Ingleside, Other",CONSTRUCTION,2/20/09,1,1,,ERECT A TWO STORY SINGLE FAMILY DWELLING,Residential,RH-1(D),91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200004046373,,4/4/00,40-X,RH-1(D),4-Apr-00,-122.463641,37.734017,,
4044030,2198 03RD ST,Central Waterfront,CONSTRUCTION,7/20/07,24,24,"C for residential units in M-2 district
Q - 21 UNIT NEW CONDO (3 COMMERCIAL UNITS)",TO ERECT 24 DWELLING UNITS (4 STORIES)  WITH COMMERCIAL,Mixed Use,UMU,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.0184,200005028846,2/21/02,5/2/00,50-X,M-2,2-May-00,-122.388916,37.761902,,
6534024,1245 DOLORES ST,Central,CONSTRUCTION,11/30/06,1,1,,TO ERECT 3 DWELLING UNIT WITH 4 STORY NEW BLDG,Residential,RH-3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200007074553,,7/7/00,40-X,RH-3,7-Jul-00,-122.424732,37.749343,,
5730001,200 PUTNAM ST,Bernal Heights,CONSTRUCTION,8/5/09,1,1,,ERECT A FOUR STORY SINGLE FAMILY DWELLING BUILDING.,Residential,RH-1,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200008258930,,8/25/00,40-X,RH-1,25-Aug-00,-122.411154,37.736812,,
2819036,11 CASTENADA AV,Inner Sunset,CONSTRUCTION,9/5/08,1,1,,"ERECT A NEW FOUR STORY, ONE UNIT DWELLING",Residential,RH-1(D),503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200104277839,,4/27/01,40-X,RH-1(D),27-Apr-01,-122.461955,37.750871,,
7155020,16 ORIZABA AV,"South Central, Other",CONSTRUCTION,12/18/08,1,1,,ERECT A TWO STORY SINGLE FAMILY DWELLING,Residential,RH-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200109188537,,9/18/01,40-X,RH-1,18-Sep-01,-122.46246,37.709713,,
5473015,3209 SAN BRUNO AV,"South Central, Other",CONSTRUCTION,6/25/09,8,8,,TO ERECT 3 STORY 2 DWELLING RESIDENCE,Residential,RM-1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200201096579,,1/9/02,40-X,RM-1,9-Jan-02,-122.400817,37.721284,,
2799013,950 CORBETT AV,Central,CONSTRUCTION,3/13/07,3,3,3 New Unit Condominium,TO ERECT 4 STORY 3 DWELLING RESIDENCE,Residential,RM-1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0641,200201106632,,1/10/02,40-X,RM-1,10-Jan-02,-122.443645,37.751994,,
3518007,252 09TH ST,WSoMa,CONSTRUCTION,4/22/09,2,2,Shadow Study for a new mixed-use building,ERECT A FIVE STORY COML BLDG WITH 2 RESIDENTIAL UNITS,Industrial,SLR,595,"3,750",0,0,0,0,"3,750",0,"3,750",0,0,0,0,"3,750",0,2002.082,200203151582,7/18/02,3/15/02,50-X,SLR,15-Mar-02,-122.412427,37.774212,,
1066028,3150 GEARY BL,Richmond,CONSTRUCTION,9/17/07,8,8,"The proposed project involves the demolition of existing 2,850 gsf restaurant and construction of a 13,900 gsf residential building containing 7 dwelling units, 2,270 gsf of retail space and 7 off-street parking spaces.",ERECT A 4 STORIES 7 UNITS RESIDENTIAL BLDG WITH COML,Mixed Use,NC-3,686,580,0,0,0,0,580,0,580,0,0,0,0,580,0,2003.0263,200207171660,9/25/03,7/17/02,40-X,NC-3,17-Jul-02,-122.452704,37.781987,,
1069005,23 WOOD ST,Richmond,CONSTRUCTION,11/14/06,1,1,"Demolish a two-story building and construct a new four-story building in an RH-2 (Residential, House, Two-Family) District and a 40-X Height and Bulk District.",TO ERECT 4 STORIES OF 2 DWELLING UNITS,Residential,RH-3,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0084,200207252319,,7/25/02,40-X,RH-2,25-Jul-02,-122.448884,37.783923,,
5279033,1675 JERROLD AV,Other S Bayshore,CONSTRUCTION,7/30/07,0,0,,ERECT 4 STORY WAREHOUSE & OFFICE,Industrial,M-1,407,"9,980","4,990",0,0,"4,990",0,0,"9,980",0,0,"4,990","4,990",0,0,,200208022937,,8/2/02,65-J,M-1,2-Aug-02,-122.390794,37.739412,,
1086022,42 BEAUMONT AV,Richmond,CONSTRUCTION,12/21/06,2,2,Variance to rear yard,ERECT A NEW FOUR STORY TWO UNIT RESIDENTIAL BLDG,Residential,RH-2,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0866,200211010552,,11/1/02,40-X,RH-2,1-Nov-02,-122.454984,37.780851,,
0129013A,860 VALLEJO ST,Northeast,CONSTRUCTION,2/2/09,2,2,Off-street parking Variance sought -- applicant seeks to demolish one existing required parking space (serving an existing dwelling unit that is to be retained) and to construct a new 2-unit residential building w/ only two spaces thereby resulting in one,TO ERECT 3 STORIES OF 2 FAMILY DWELLING UNITS,Residential,RM-2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.115,200411240118,11/13/02,11/24/04,40-X,RM-2,13-Nov-02,-122.411435,37.798385,,
4217036,2130 24TH ST,Showpl/Potrero,CONSTRUCTION,4/13/06,1,1,"two-unit new condo conversion, new construction","ERECT A THREE STORY, TWO UNIT RESIDENTIAL DWELLING",Residential,RH-2,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0126,200212062942,,12/6/02,40-X,RH-2,6-Dec-02,-122.400911,37.753477,,
4228010,1301 Indiana St.,Central Waterfront,CONSTRUCTION,12/19/07,81,71,"The proposed project involves the demolition of the existing 14,800 gsf warehouse and construction of a 5 story 166,590 gsf residential building, containing up to 81 dwelling units, 5,000 gsf of retail space and 164 off-street parking space.  PUD exceptio",ERECT FIVE STORY RESIDENTIAL & RETAIL & WAREHOUSE,Industrial,PDR-1-G,535,"5,000",0,0,0,0,"5,000",0,"-9,800",0,0,0,"-14,800","5,000",0,2002.1303,200212244171,1/17/03,12/24/02,50-X,PDR-1-G,24-Dec-02,-122.390975,37.753914,,
145035,567 VALLEJO ST,Northeast,CONSTRUCTION,2/25/09,2,2,,ERECT A 4-STORY 5 FAMILY DWELLING RESIDENTIAL BLDG WITH PARKING,Residential,RM-1,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200302288538,,2/28/03,40-X,RM-1,28-Feb-03,-122.406682,37.798768,,
2654017,300 CORBETT AV,Central,CONSTRUCTION,11/3/06,1,1,"The proposal is to construct one in a pair of side-by-side dwellings on the same lot.  The subject building would front on Corbett Avenue and have three bedrooms, two and one half baths, and two off-street parking spaces.  The existing single-family dwell",TO ERECT A 3 STORY SINGLE FAMILY DWELLING,Residential,RH-2,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.1187,200303109221,,3/10/03,40-X,RH-2,10-Mar-03,-122.444655,37.760431,,
1083002,3575 GEARY BL,Richmond,CONSTRUCTION,8/19/09,150,150,"07/15/2003 Shadow Study Prop K.
The proposed project involves the demolition of the existing 33,000 gsf Coronet Theater and construction of a 6-story 214,037 gsf affordable housing complex including 150 dwelling units, 53,957 gsf of office use, and 58 off",TO ERECT 6 STORY 150 DWELLING/OFFICES/PARKING,Mixed Use,NC-3,288,"53,957","53,957",0,0,0,0,0,"20,957",0,0,"53,957",0,"-33,000",0,2003.041,200702224724,5/20/03,2/22/07,80-A,NC-3,20-May-03,-122.457286,37.781146,,0
1707047,4227 LINCOLN WY,Outer Sunset,CONSTRUCTION,3/25/08,1,1,,VERTICAL AND HORIZONTAL ADDITION,Residential,RH-2,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200306207365,,6/20/03,40-X,RH-2,20-Jun-03,-122.503298,37.764167,,
3702051,1169 MARKET ST,Downtown,CONSTRUCTION,11/9/07,440,440,"The proposed project is to demolish the existing 263,602gsf, 377 unit apartment complex and construction of a 1,500,000gsf three connected residential buildings over a 2-story podium, containing about 1,410 dwelling units, 20,000gsf of ground-floor retail",,Commercial,C-3-G,621,"20,000",0,0,0,0,"20,000",0,"13,540",0,0,0,0,"13,540",0,2002.1179,200711097817,7/15/03,,120-X/150-S/2,C-3-G,15-Jul-03,-122.414016,37.779181,,
5676023,361 ELSIE ST,Bernal Heights,CONSTRUCTION,4/16/08,1,1,Mandatory DR to construct a new 2FD following the demoliton of a SFD.  ,ERECT A 3 STORY 2 UNIT RESIDENTIAL BLDG,Residential,RH-2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0103,200308081581,1/30/04,8/8/03,40-X,RH-2,8-Aug-03,-122.420111,37.738552,,
1458005,431 26TH AV,Richmond,CONSTRUCTION,7/22/09,3,2,"Mandatory Discretionary Review under the Planning Commission's policy requiring review of new residential building in association with residential emoliton, of Building Permit Application no. 2003.09.26.5941, proposing to construct a four story, three uni",ERECT A THREE STORY THREE UNIT RESIDENTIAL BLDG,Residential,RM-1,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005.0914,200309265941,9/22/05,9/26/03,40-X,RM-1,26-Sep-03,-122.486064,37.781312,,
1932012,1671 11TH AV,Inner Sunset,CONSTRUCTION,3/7/06,2,2,,REAR ADDITION -PER PLAN,Residential,RH-2,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200310107163,,10/10/03,40-X,RH-2,10-Oct-03,-122.468152,37.757083,,
3597026,3676 20TH ST,Mission,CONSTRUCTION,8/1/06,1,1,,"ADD STORY TO HOUSE, MAKE 2 UNITS",Residential,RTO-M,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200310167584,,10/16/03,40-X,RTO-Mission,16-Oct-03,-122.422856,37.758537,,
