APN,Entitlement,BESTSTAT,BESTDATE,NAMEADDR,Alias,PLN_CASENO,BP_APPLNO,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,SECTION415,TENURE_TYPE,COST,PROPUSE,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FirstFiled,PLN_DESC,BP_DESC,PLANNER,SPONSOR,SP_CONTACT,SP_CONTACTPH,NEIGHBORHOOD,PLAN_AREA,PLAN_DISTRICT,HEIGHT_DISTRICT,ZONING_SIM,ZONING_DISTRICT,SUPE_DISTRICT,Location
APN 7114002,0,BP FILED,4/12/16,235 CAPITOL AV,,2016-005037PRJ,2.01604E+11,2,2,0,0,,,"$200,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/12/16,,CONVERT (E) VACANT COMMERCIAL SPACE TO 2 UNITS RESIDENTIAL. PROVIDE 2ND STORY WITHIN (E) BLDG ENVELOPE.,TRANNANC,Application Accepted,Application Accepted,Application Accepted,Ocean View,,Ingleside,40-X,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",SUPERVISORIAL DISTRICT 11,"(37.71285695540, -122.45927117800)"
APN 3534043,0,BP FILED,5/3/16,235 CLINTON PK,,,2.01605E+11,3,1,0,0,,,"$11,700.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/3/16,,LEGALIZATION OF (E) UNAUTHORIZED DWELLING UNIT UNDER ORDINANCE NO. 43-14. LEGALIZATION OF (E) STUDIO APARTMENT WITH KITCHEN & FULL BATH.,JIMENEZS,,,,Mission,Market and Octavia,Mission,40-X,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,SUPERVISORIAL DISTRICT 8,"(37.76891253660, -122.42533674100)"
APN 2347004G,1,BP ISSUED,7/11/14,2350 19TH AV,,2007,2.00708E+11,10,10,0,0,Fee Payment,,"$796,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/16/07,"The proposed project would demolish a 300 square foot carport/office shack, subdivide one lot into five new (25'x100') lots, and the construct two units on each lot for a total of ten dwelling units.","TO ERECT 4 STORY, 2 DWELLING UNITS BUILDING.",INISHIMU,Closed,Closed,Closed,Parkside,,Inner Sunset,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 7,"(37.74403844720, -122.47536814300)"
APN 0512026,1,CONSTRUCTION,4/28/16,2353 - 2347 LOMBARD ST,,2009,2.01401E+11,21,21,0,0,Fee Payment,,"$6,180,000.00 ",APARTMENTS,2563,-1837,0,0,0,0,0,0,0,0,2563,-1837,0,0,1/29/14,,"TO ERECT 4 STORIES, NO BASEMENT, 21 UNITS CONDO RESIDENTIAL & RETAIL COMMERCIAL BUILDING.",SLAI,Closed,Closed,Closed,Marina,,Marina,40-X,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 2,"(37.79907540630, -122.43993003800)"
APN 2357003A,0,BP FILED,4/7/15,2355 28TH AV,,,2.01504E+11,2,1,0,0,,,"$20,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/7/15,,LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORDINANCE 43-14.,NKWIATKO,,,,Parkside,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.74344103400, -122.48572161500)"
APN 4145012,1,CONSTRUCTION,3/28/16,2356 BRYANT ST,,,2.01311E+11,3,1,0,0,,,"$110,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/27/13,,2 STORY REAR ADDITION. CONVERT 1ST FLOOR USABLE AREA INTO NEW RESIDENTIAL UNIT & EXPAND INTO GARAGE. EXPAND 2ND FLOOR BEDROOM IN MIDDLE UNIT. CHANGE OF USE FROM R-3 TO R-2. ADD ROOF DECK AT 3RD FLOOR. Sprinkler on separate permit.,JBANALES,,,,Mission,Mission (EN),Mission,40-X,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",SUPERVISORIAL DISTRICT 9,"(37.75664527660, -122.40981559500)"
APN 6508011,0,BP FILED,2/12/16,236 JERSEY ST,,2016-002725PRJ,2.01602E+11,3,1,0,0,,,"$200,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/12/16,,ADD (N) ACCESSORY DWELLING UNIT TO REAR PORTION OF THE GROUND FLOOR. ADD (1) KITCHEN & (1) BATHROOM.,YEUNGMIN,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Noe Valley,,Central,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 8,"(37.75095181710, -122.43048980100)"
APN 7114017,0,BP FILED,6/17/16,236 SADOWA ST,,2016-008787PRJ,2.01606E+11,2,1,0,0,,,"$56,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/17/16,,UNIT LEGALIZATION ORD 43-14. LEGALIZED IN LAW UNIT AT GROUND FLOOR. REMOVE 2' HIGH SOIL AT FRONT YARD. REPLACE (E) FRONT STAIR BY (N) STAIR IN SAME SHAPE & WIDTH.,NKWIATKO,Application Accepted,Application Accepted,Application Accepted,Ocean View,,Ingleside,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.71254108970, -122.46039085400)"
APN 6998033,0,BP FILED,2/26/16,238 BEVERLY ST,,2016-002931PRJ,2.01602E+11,2,1,0,0,,,"$4,800.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/26/16,,"LEGALIZE OF UNIT PER ORD #43-14. 1)PERMIT & CONVERSION OF LAUNDRY RM TO KITCHEN (LEGALIZE KITCHEN), 2)RELOCATE LAUNDRY TO GARAGE & OBTAIN PERMIT, 3)FIX VENT & OBTAIN PERMIT FOR WATER HEATER & INSTALL FURNACE, 4)REMOVE HALF BATH & CONVERT TO STORAGE RM. R",ALEXANDE,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Ocean View,,Ingleside,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.72037668010, -122.47138345400)"
APN 4003006,1,CONSTRUCTION,4/26/16,238 MISSOURI ST,,,2.0131E+11,3,1,0,0,,,"$463,340.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/3/13,,"4TH STORY ADDITION, 2 STORY ADDITION W/ROOF DECK AT REAR YARD, ADDITION OF 3RD UNIT AT 1ST FLR(BASEMENT AREAR), INFILL OF AN (E) LIGH WELL, INFILL ADDITION AT BACK OF (E) STRUCTURE, REPLACEMENT IN KIND OF WINDOWS, SIDING & TRIM AT STREET ELEVATION, REMOD",BBENDIX,,,,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.76336608440, -122.39691503000)"
APN 1419007,1,BP ISSUED,3/31/16,239 14TH AV,,,2.01501E+11,2,1,0,0,,,"$300,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/12/15,,"VERTICAL & HORIZONTAL ADDITION. CONVERT GROUND FLR LIVING SPACE TO A NEW UNIT INCLUDING THREE BEDROOM, TWO BATHROOMS, LIVING ROOM & KITCHEN. CONVERT (E) FAMILY ROOM & (E) BEDROOM AREA TO TWO BEDROOMS, A FULL BATH, & ROOF DECK ON THE SECOND FLR. CONVERT (",MPUTRA,,,,Inner Richmond,,Richmond,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 1,"(37.78358022610, -122.47340613300)"
APN 5890010,1,CONSTRUCTION,5/3/16,239 MAYNARD ST,,2015-011476PRJ,2.01508E+11,2,1,0,0,,,"$10,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/21/15,,"LEGALIZATION OF EXISTING UNAUTHORIZED ""IN LAW"" DWELLING UNIT PER ORDINANCE 43-14",NKWIATKO,Closed,Closed,Closed,Excelsior,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.72966427480, -122.42513669500)"
APN 6170037,0,BP FILED,5/25/16,239 ORDWAY ST,,2016-007919PRJ,2.01605E+11,2,2,0,0,,,"$250,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/25/16,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",SOUTHEAS,Application Accepted,Application Accepted,Application Accepted,Visitacion Valley,,South Central,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.71955879070, -122.40308869600)"
APN 0166003,1,BP APPROVED,6/28/16,240 - 290 PACIFIC AV,720 BATTERY ST,2013,2.01508E+11,33,33,0,0,Fee Payment,,"$21,300,000.00 ",APARTMENTS,2018,625,0,0,0,0,0,0,0,0,2018,625,0,0,11/26/13,"The project site consists of three adjacent lots fronting both Battery Street and Pacific Avenue, which total 11,680 sf. The site is currently improved with surface parking lots and a single-story commercial sturcture. The project would demolish the exis","Site permit: TO ERECT 7 STORIES, 1 BASEMENT, 33 UNITS RESIDENTIAL, RETAIL, PARKING & LOBBY.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **",TCHANG,Closed,Closed,Closed,Financial District,Northeast Waterfront,Northeast,84-E,C-2,COMMUNITY BUSINESS,SUPERVISORIAL DISTRICT 3,"(37.79786972610, -122.40045152400)"
APN 6685006A,0,BP FILED,4/15/15,240 CHENERY ST,,2015-003919PRJ,2.01504E+11,2,1,0,0,,,"$1,500,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/27/15,Repair and renovation with a horizontal addition to an existing non-conforming unit within the rear yard.  Repairs are required due to fire damage.,"FRONT BLDG. ERECT 3-STORY, 1 BASEMENT, TYPE 5, 1 DWELLING UNIT BUILDING.",MBOUDREA,VAR PENDING,VAR PENDING,VAR PENDING,Glen Park,,Central,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 8,"(37.73833989470, -122.42656623700)"
APN 5406018,0,BP FILED,7/14/15,240 WILLIAMS AV,,2015-009720PRJ,2.01507E+11,1,1,0,0,,,"$200,000.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/14/15,,"ERECT 3-STORY, TYPE 5B, SINGLE FAMILY DWELLING BUILDING.",KDURANDE,ON HOLD,ON HOLD,ON HOLD,Bayview,Bayview Hunters Point,South Bayshore,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 10,"(37.73026149280, -122.39777896300)"
APN 2393002,1,BP ISSUED,6/1/16,2405 32ND AV,,,2.01503E+11,1,1,0,0,,,"$800,588.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/17/15,,CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.,JACKSON,,,,Parkside,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.74200295320, -122.48991969400)"
APN 3518020,1,CONSTRUCTION,7/5/16,241 10TH ST,,2014,2.01506E+11,28,28,0,0,,,"$5,500,000.00 ",2.01506E+11,0,-10189,0,0,0,0,0,0,0,-10189,0,0,0,0,5/1/14,"The proposed project is to demolish the existing 10,189 square foot car-rental office building and construct a new 5-story, 55-foot tall, 32-dwelling unit, mixed-use building.  The existing building on the subject 9,000 sf lot was constructed in 1921.  T",ERECT 5 STORIES OF 28 DWELLING UNITS. MIX USE BUILDING.,JBANALES,Closed,Closed,Closed,South of Market,Western SoMa (EN); South of Market,South of Market,55-X,RCD,REGIONAL COMMERCIAL,SUPERVISORIAL DISTRICT 6,"(37.77364986310, -122.41343718100)"
APN 0937028,1,BP FILED,4/3/14,"2419, 2421 & 2435 LOMBARD ST",,2011,2.01404E+11,11,8,0,0,,,"$2,950,000.00 ",APARTMENTS,1012,-3788,0,0,0,0,0,0,0,0,1012,-3788,0,0,4/13/12,"Merge 3 lots and convert it to 4 stories condominium bldg. with 12 units and ground floor commercial.  Demolition of existing bldgs. on 3 lots (including one -1 story commercial/residential house, one - 2 stories bldg. with first floor commercial and sec","ERECT 4-STORY, TYPE 5, 1 BASEMENT, 11 UNITS CONDO WITH COMMERCIAL BUILDING.",ASTARR,Closed,Closed,Closed,Marina,,Marina,40-X,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 2,"(37.79886143110, -122.44150298400)"
APN 4108003F,0,BP FILED,5/8/14,2420 03RD ST,,2013,2.01405E+11,9,9,0,0,,,"$1,000,000.00 ",APARTMENTS,475,475,0,0,0,0,0,0,0,0,475,475,0,0,5/8/14,The proposed project would involve new construction of a 3-story with mezzanine mixed use building with 9 residential units and one commercial unit located at ground level. The project would have no off-street parking and 12 bicycle parking spaces.,"ERECT 3 STORIES , 9 DWELLING UNITS, TYPE 5 BUILDING",JNAVARRE,ON HOLD,ON HOLD,ON HOLD,Potrero Hill,Central Waterfront (EN),South of Market,45-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 10,"(37.75894062450, -122.38872197100)"
APN 2402002A,0,BP FILED,4/9/15,2427 23RD AV,,,2.01504E+11,2,1,0,0,,,"$3,500.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/9/15,,"LEGALIZED GROUND FLOOR 2ND FLOOR, ADD KITCHEN. LEGALIZATION OF DWELLING UNITS INSTALLED W/O A PERMIT",,,,,Parkside,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.74235857510, -122.48027216900)"
APN 0935024,1,BP APPROVED,3/8/16,2429 CHESTNUT ST,,,2.01309E+11,4,2,0,0,,,"$134,900.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/6/13,,CONVERT UNIT 2429 FROM 1 UNIT INTO 2 UNITS. NO CHANGE TO UNIT 2431.,AKIRBY,,,,Marina,,Marina,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 2,"(37.79962450210, -122.44338105200)"
APN 2402002C,0,BP FILED,12/23/15,2433 23RD AV,,,2.01512E+11,2,1,0,0,,,"$3,100.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/15,,LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14,CLARKECO,,,,Parkside,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.74222146770, -122.48026256000)"
APN 2364047,0,BP FILED,12/22/14,2433 SANTIAGO ST,,,2.01412E+11,2,1,0,0,,,"$20,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/22/14,,UNIT LEGALIZE ORDINANCE 43-14. LEGALIZE (E) KITCHEN & ADD (N) LIVING ROOM AT GROUND FLOOR PER PLAN TO CREATE (N) UNIT.,NKWIATKO,,,,Parkside,,Outer Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 4,"(37.74389034690, -122.49352881500)"
APN 3965021,0,BP FILED,12/31/15,2435 - 2445 16TH ST,2435 16TH ST,2014,2.01512E+11,53,53,6,6,On-site BMR Project,Ownership,"$11,000,000.00 ",APARTMENTS,7399,-2598,0,0,0,0,0,0,0,-9997,7399,7399,0,0,8/1/14,DEMOLISH AUTO REPAIR SHOP,TO ERECT 7 STORIES OF 53 DWELLING UNITS (MIX USE BLDG TYPE I CONSTRUCTION),EJACKSON,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Mission (EN),Mission,68-X,UMU,URBAN MIXED USE,SUPERVISORIAL DISTRICT 9,"(37.76532087500, -122.41111997800)"
APN 3518005,0,PL FILED,4/7/16,244 09TH ST,,2015-010668PRJ,,19,19,0,0,,,$0.00 ,,2222,-459,0,0,0,0,0,0,0,0,2222,-459,0,0,4/7/16,Proposed new construction of 5 story over basement building with 19 SRO units and 2 commercial units.,,,,,,South of Market,Western SoMa (EN); South of Market,South of Market,55-X,RCD,REGIONAL COMMERCIAL,SUPERVISORIAL DISTRICT 6,"(37.77423375070, -122.41265490200)"
APN 6637011,0,BP FILED,3/4/16,244 30TH ST,,2016-003315PRJ,2.01603E+11,3,1,0,0,,,"$8,500.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/4/16,,LEGALIZE EXISTING UNAUTHORIZED ACCESSORY DWELLING UNIT PER ORDINANCE 43-14,ALEXANDE,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Noe Valley,,Central,40-X,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",SUPERVISORIAL DISTRICT 8,"(37.74241331720, -122.42535520100)"
APN 3610026,0,PL FILED,8/6/15,2441 MISSION ST,,2015-010069PRJ,,0,0,0,0,,,$0.00 ,,1641,371,0,0,0,0,96,-432,0,0,1545,803,0,0,8/6/15,Internal expansion to an existing Medical Cannabis Dispensary (MCD).,,JSPEIRS,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Mission (EN),Mission,55-X,NCT,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,SUPERVISORIAL DISTRICT 9,"(37.75793853450, -122.41863058500)"
APN 0936014,0,PL FILED,3/25/15,2444 LOMBARD ST,,2014,,53,53,0,0,,,$0.00 ,,4000,-12000,2000,-6000,0,0,0,0,0,0,2000,-6000,0,0,7/30/14,"The proposed project is to demolish the existing building and construct a new mixed-use building consisting of 53 residential units, a basement-level residential parking garage, ground-floor retail space, and commercial parking.  The building would be fo",,DLINDSAY,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Marina,,Marina,40-X,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 2,"(37.79941357340, -122.44205240600)"
APN 2407021,1,CONSTRUCTION,6/7/16,2446 19TH AV,,,2.01506E+11,2,1,0,0,,,"$139,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/15/15,,"(COMPLYING WITH NOV #210538981, LEGALIZE(E)IN LAW UNIT ON THE G/F TO INCLUDE LIGHTINGS, ELECTRICAL OUTLETS & PLUMBING. REMOVE 1 KITCHEN ON THE G/F, REMOVE ALL PLUMBING FIXTURES, PIPES FROM ITS SOURCE, REMOVE KITCHEN RELATED OUTLETS & WIRE FROM ITS SOURCE",CLARKECO,,,,Parkside,,Inner Sunset,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 7,"(37.74216791020, -122.47525900400)"
APN 3737012,1,BP ISSUED,12/10/15,245 01ST ST,,,2.01412E+11,603,603,0,0,,,"$207,680,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/14,,"TO ERECT 56 STORIES TOWER, 2.5 BASEMENT, 9 STORIES ELEMENT HIGH RISE bUILDING, WITH 546 UNITS RESIDENTIAL, RETAIL & PARKING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIED; ROUTE TO DPH **",MSMALL,,,,Financial District,Transbay; Transit Center District,South of Market,50/85/550-TB,TB DTR,TRANSBAY DOWNTOWN RESIDENTIAL,SUPERVISORIAL DISTRICT 6,"(37.78790011200, -122.39459403900)"
APN 3532091,1,CONSTRUCTION,6/1/16,245 VALENCIA ST,,2010,2.01008E+11,0,0,0,0,,,"$6,624,000.00 ",CHURCH,50431,13256,50431,13256,0,0,0,0,0,0,0,0,0,0,8/12/10,The project proposes to construct a new Church at the subject site including a below grade off-street parking structure.,"TO ERECT 2 STORIES, RELIGIOUS WORSHIP BUILDING.",EJACKSON,Closed,Closed,Closed,Mission,Market and Octavia,Mission,50-X,NCT-3,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,SUPERVISORIAL DISTRICT 9,"(37.76877737480, -122.42180637000)"
APN 0546001,0,PL FILED,6/24/16,2465 VAN NESS AV,,2015-014058PRJ,,41,41,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,-2010,0,0,7/11/13,,DEMOLISH GAS STATION,MWOODS,,,,Marina,Van Ness Corridor,Marina,65-A,RC-3,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY",SUPERVISORIAL DISTRICT 2,"(37.79822405010, -122.42430906400)"
APN 7069030,0,BP FILED,11/6/15,247 MONTANA ST,,,2.01511E+11,2,1,0,0,,,"$36,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/6/15,,LEGALIZE SECOND UNIT AS PER SF ORDINANCE 43-14.,YEUNGMIN,,,,Ocean View,,Ingleside,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.71634210620, -122.46079354400)"
APN 0937022,0,BP FILED,12/22/15,2477 LOMBARD ST,,,2.01512E+11,3,1,0,0,,,"$100,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/22/15,,"CHANGE OF OCCUPANCY FROM R-3 TO R-2. (N) GROUND FLOOR 3-BEDROOM ADDITIONAL DWELLING UNIT WITHIN (E) ENVELOPE PART OF SOFT STORY PROGRAM ORD 30-15 SEISMIC PERMIT 201511243532. 1342 SQ FT RENOVATION, 2-BATH, 3-BEDROOM",SAMONSKY,,,,Marina,,Marina,40-X,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",SUPERVISORIAL DISTRICT 2,"(37.79883669950, -122.44211144100)"
APN 1081019,0,PL FILED,6/8/16,2478 GEARY BL,,2016-006164PRJ,,6,5,0,0,,,$0.00 ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/16,Proposed addition to (E) SFH. Exterior alterations and additions. Addition of 2 (N) dwelling units.,,,,,,Western Addition,,Richmond,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 2,"(37.78300424190, -122.44411718800)"
APN 3999002,0,PL FILED,7/16/15,249 PENNSYLVANIA AV,,2014,,59,59,7,7,,,"$2,217,900.00 ",,3426,-15699,0,0,0,0,0,0,3426,-15699,0,0,0,0,8/19/14,Demolition of two (2) existing hardware warehouses and new construction of a 4-story building with 3 stories of residential units and ground floor with residential/commercial spaces.  Proposed parking on ground floor/basement level to provide 44.,,CTOWNES,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,40-X,P,PUBLIC,SUPERVISORIAL DISTRICT 10,"(37.76297137390, -122.39317202400)"
APN 4084018,1,CONSTRUCTION,6/24/16,2495 HARRISON ST,,2011,2.01405E+11,1,1,0,0,,,"$207,000.00 ",1 FAMILY DWELLING,0,-200,0,1200,0,0,0,0,0,0,0,-1400,0,0,5/22/14,Expansion of existing building for use as a community center.,"REAR BUILDING - ERECT 2-STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.",DVU,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,Mission,Mission (EN),Mission,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 9,"(37.75756931170, -122.41205483000)"
APN 3634025,1,BP ISSUED,4/26/16,25 ALVARADO ST,,2014,2.0141E+11,4,1,0,0,,,"$116,700.00 ",1 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/16/14,Variance and Conditional Use requests to legalize an existing dwelling unit within the rear yard.,LEGALIZE EXISTING UNPERMITTED DWELLING UNIT LOCATED ON 2ND FLOOR OF GARAGE STRUCTURE IN THE REAR OF THE PROPERTY.  THE SUBJECT UNIT IS ONE BEDROOM WITH FULL BATH AND KITCHEN(NOTE: THIS PROJECT IS SUBJECT OF VARIANCE AND CONDITIONAL USE APPLICATIONS) NOTE,KDURANDE,Closed,Closed,Closed,Mission,Mission (EN),Mission,40-X,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",SUPERVISORIAL DISTRICT 8,"(37.75419629160, -122.42190476200)"
APN 3502111,1,BP FILED,8/12/14,25 ELGIN PARK ST,,2014,2.01408E+11,12,3,0,0,,,"$350,000.00 ",APARTMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/31/14,"Conditional Use for the unit density.  The project would also require a rear yard variance for the portion of the proposed fourth story, exposure variance for the rear dwelling unit and open space variance for the three new units",ADDITION OF 3 UNITS TO EXISTING BUILDING BY ADDING ONE STORY FROM 3 TO 4 STORIES.  CURRENTLY THE BUILDING HAS 9 UNITS. ENTIRE BUILDING TO BE SPRINKLERED. -TO COMPLY WITH MAHER ORDINANCE - EXTENDED ORDINANCE 155-13 NOT APPLICABLE,DSANCHEZ,Closed,Closed,Closed,Mission,Market and Octavia,Mission,40-X,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,SUPERVISORIAL DISTRICT 8,"(37.77105388710, -122.42311676000)"
APN 7050031,0,BP FILED,4/10/15,25 JOSIAH AV,,,2.01504E+11,2,1,0,0,,,"$350,000.00 ",2 FAMILY DWELLING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/10/15,,LEGALIZATION OF UNIT PER ORDINANCE 43-14. NO CONSTRUCTION WORK TO BE DONE ON THIS UNIT.,,,,,Ocean View,,Ingleside,40-X,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",SUPERVISORIAL DISTRICT 11,"(37.71838886360, -122.45254158200)"
APN 3517034,1,PL APPROVED,6/30/16,250 10TH ST,,2014,,0,0,0,0,,,$0.00 ,,81599,54754,81599,54754,0,0,0,0,0,0,0,0,0,0,5/27/14,The proposed project proposes to improve its existing campus by repurposing the Rectory Building and replacing outdated school buildings with new state-of-the-art buildings.  The project will result in the increase in size of the school to accommodate ap,,RSUCRE,UNDER REVIEW,UNDER REVIEW,UNDER REVIEW,South of Market,Western SoMa (EN); South of Market,South of Market,55-X,WMUG,WSOMA MIXED USE-GENERAL,SUPERVISORIAL DISTRICT 6,"(37.77339574680, -122.41459288200)"
APN 3733008,1,BP ISSUED,9/12/14,250 4TH ST,,2011,2.01306E+11,0,0,0,0,,,"$31,720,000.00 ",TOURIST HOTEL/MOTEL,83865,52665,0,0,0,0,0,-31200,0,0,5865,5865,78000,78000,1/14/11,"The project proposes to demolish an existing three-story office building and construct a hotel building with 215-guest bedrooms that would be 93,460 square-feet, and 119-feet tall.","TO ERECT 12 STORIES, 1 BASEMENT, 208 UNITS HOTEL, COMMERCIAL & RESTAURANT BUILDING.",JPOLING,Closed,Closed,Closed,South of Market,Yerba Buena; Central SoMa; Downtown,South of Market,130-L,C-3-S,DOWNTOWN SUPPORT,SUPERVISORIAL DISTRICT 6,"(37.78236013460, -122.40209599700)"
