Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
4886008,Hunters Point Expy,Candlestick,PL APPROVED,3-Aug-10,10500,"Redevelopment plans, rezoning, projects, and infrastructure for 778-acre site encompassing BVHP Areas B, C, and Shipyard, for Candlestick Point, Hunters Point Shipyard, and India Basin Shoreline, including an estimated 9,000-du, 650,000-sf retail, 2,000,0",,Other,P,881,6120000,5150000,10000,0,0,750000,210000,2007.0946,,11-Jan-10,,OS,P,11-Jan-10,-122.381602,37.711469,2322,,Mixres,-1,PL Approved,5,10237,6120000,10000,0,5150000,0,750000,210000,,4113460,4886,8,,0,P,OS,10,SF Redevelopment Agency,Nicole Franklin,749-2400,Nicole Franklin 749-2400,"San Francisco, CA 94103",One South Van Ness Avenue
4912001,2824 Jennings St,"BVHP Area A,B",BP APPROVED,30-Oct-07,3,,SCOPE OF WORK IS TO MAKE CORRECTIONS REQUIRED ON NOV;COMPLAINT # 200449960 AND TO LEGALIZE (E) 2ND FLOOR RESIDENCES. (E) RESIDENCES WILL BE REMODELED AND WILL BE BROUGHT UP TO CODE & NEW ADA/HANDICAP BATHROOMS WILL BE CONSTRUCTED. NEW ELECTRICAL. 1ST FLOO,Industrial,PDR-2,896,0,0,0,0,0,0,0,,200701111550,,11-Jan-07,40-X,PDR-2,11-Jan-07,-122.392925,37.72255,2323,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,7439,4912,1,,,PDR-2,40-X,10,,,,,,
4912002,2838 Jennings St,"BVHP Area A,B",CONSTRUCTION,16-Nov-07,2,,COMPLY NOV 200449317.CONVERT (E)GRD/FL COMMERCIAL SPACE TO 2 BEDRM APARMENT.CHG LAUNDRY RM FOR THE BLDG. CHG UTILITY RM & A ROOF TOP DECK FOR THE APARTMENT. ALL VIOLATION WILL BE CORRECTED FOR 2/FL UNIT. ALL NEW ELECT & PLUMB FOR NEW LOWER UNIT.,Industrial,,896,0,0,0,0,0,0,0,,200612018992,,1-Dec-06,40-X,PDR-1-B,1-Dec-06,-122.392991,37.722476,2324,,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,7500,4912,2,,,PDR-1-B,40-X,10,,,,,,
4937014,1060 Gilman Av,"BVHP Area A,B",BP REINSTATED,4-Nov-10,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential Zoning Districts,RH-1,890,0,0,0,0,0,0,0,,200610245911,,24-Oct-06,40-X,RH-1,24-Oct-06,-122.389126,37.718953,2329,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,0,0,0,0,0,0,,3400,4937,14,,,RH-1,40-X,10,,,,,,
4976019,750 Jamestown Av,"BVHP Area A,B",CONSTRUCTION,16-Apr-09,1,Construct a new single-family dwelling unit.,TO ERECT ONE DWELLING UNIT WITH  3 STORY SINGLE FAMILY DWELLING,Residential Zoning Districts,RH-1,879,0,0,0,0,0,0,0,2007.0078,200609071583,19-Jan-07,7-Sep-06,40-X,RH-1,7-Sep-06,-122.38935,37.715691,2346,,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,2942,4976,19,,,RH-1,40-X,10,Hills Bradas Consultants,John Hills,510-534-1026,John Hills 510-534-1026,"Oakland, CA 94601",2460 34th Ave. #2
4991277,833-881 Jamestown,Candlestick,CONSTRUCTION,17-Sep-07,198,EE  Subdivide 30 acres into 271 lots & build a maximum of 520 units in a phased project.,BLDG #10 - ERECT A FOUR STORY THRITY SIX UNIT RESIDENTIAL BLDG,Residential Zoning Districts,RH-2,880,0,0,0,0,0,0,0,1991.076,9924080S,19-Feb-91,13-Nov-99,40-X,RH-2,19-Feb-91,-122.386789,37.711415,2359,,Resident,-1,Construction,13,198,0,0,0,0,0,0,0,,1284132,4991,277,,,RH-2,40-X,10,"Director, Department of Public Wor","Director, Department of Public Wor", 554-6920,"Director, Department of Public Wor  554-6920","San Francisco, CA  94102","City Hall, Room 260"
5066B003,2175 Bayshore Bl,VisVal,BP APPROVED,23-Nov-09,4,"construction of new commercial and 4 unit building, demolition of existing buildings",DEMOLISH 1 STORY COMMERCIAL BUILDING.,Neighborhood Commercial Zoning Districts,NC-1,875,750,0,0,0,0,750,0,2006.1111,200611036818,26-Feb-07,3-Nov-06,40-X,NC-1,3-Nov-06,-122.401304,37.712343,2366,,Mixres,-1,BP Approved/Issued/Re-Instated,9,4,-1250,0,0,0,0,-1250,0,,3130,5066B,3,0,0,NC-1,40-X,10,Best Design & Construction,Alex Nie,415-656-3528,Alex Nie 415-656-3528,"Brisbane, CA 94005","100 Old Country Road, Suite 100C"
5258001,1409 Hudson Av,Other S Bayshore,BP ISSUED,4-Dec-07,1,,"TO ERECT 2 STORIES, 1 BASEMENT, SINGLE FAMILY DWELLING BUILDING.",Residential Zoning Districts,RH-1,410,0,0,0,0,0,0,0,,200512150450,,15-Dec-05,40-X,RH-1,15-Dec-05,-122.384954,37.737993,2377,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,3000,5258,1,,,RH-1,40-X,10,,,,,,
5260002,4132 Third Street,Other S Bayshore,BP APPROVED,17-Feb-09,7,,ERECT A NEW 4 STORY RESIDENTIAL & COMMERCIAL BUILDING,Industrial,M-1,489,0,0,0,0,0,0,0,,200707055953,,5-Jul-07,65-J,M-1,5-Jul-07,-122.389089,37.740114,2382,,Resident,-1,BP Approved/Issued/Re-Instated,9,7,0,0,0,0,0,0,0,,5425,5260,2,,,M-1,65-J,10,,,,,,
5323015A,1425 Mendell St,"BVHP Area A,B",BP FILED,3-May-07,0,Demolish existing commercial building and construct a new 5-story commercial office building with retail on the first floor.,"TO DEMOLISH 2 STORIES OFFICE BUILDING. (200705030363)
TO ERECT 5 STORIES OFFICE BUILDING.",Neighborhood Commercial Zoning Districts,NC-3,428,7031,5625,,,,1406,,2007.0331,,24-May-07,,55-X,NC-3,24-May-07,-122.390384,37.734332,2400,,MIPS,0,BP Filed,3,0,3802,,,2396,,1406,,,1875,5323,015A,,,NC-3,55-X,10,Arcsine,Adam Winig,510-444-2410,Adam Winig 510-444-2410,Oakland CA,"414 13th Street, Suite 350"
5327038,1665 Palou Av,"BVHP Area A,B",BP ISSUED,29-Mar-11,2,,ERECT 2 DWELLING UNITS OF 4 STORIES.,Residential Zoning Districts,RH-2,406,0,0,0,0,0,0,0,,200507137493,,13-Jul-05,40-X,RH-2,13-Jul-05,-122.392226,37.734545,2402,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,,2500,5327,38,,,RH-2,40-X,10,,,,,,
5577009,195 Brewster St,Bernal Heights,PL Filed,7-Apr-11,3,Construction of 3 new SFD on vacant lots.,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential Zoning Districts,RH-1,465,0,,,,,,,2011.0357,200609253191,7-Apr-11,25-Sep-06,40-X,RH-1,25-Sep-06,-122.407738,37.743127,2493,,Resident,0,Planning Filed,6,3,0,,,,,,,,1677,5577,9,,,RH-1,40-X,9,Luce Forward,Justin Allamano,916-213-0615,Justin Allamano 916-213-0615,"San Francisco, CA  94117",350 Fillmore Street
5577010,193 Brewster St,Bernal Heights,BP Filed,25-Sep-06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential Zoning Districts,RH-1,465,0,0,0,0,0,0,0,,200609253192,,25-Sep-06,40-X,RH-1,25-Sep-06,-122.407688,37.743156,2494,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,1675,5577,10,,,RH-1,40-X,9,,,,,,
5577011,191 Brewster St,Bernal Heights,PL Approved,28-Oct-09,1,"New 2,811 sqft single-family residence on vacant lot.","TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential Zoning Districts,RH-1,465,0,,,,,,,2009.1018,200609253193,28-Oct-09,25-Sep-06,40-X,RH-1,25-Sep-06,-122.407638,37.743185,2495,,Resident,-1,PL Approved,6,1,0,,,,,,,,1673,5577,11,1,1,RH-1,40-X,9,,Kelton Finney,642.7722x132,Kelton Finney 642.7722x132,San Francisco,2451 Harrison Street
5577013,29 Joy St,Bernal Heights,BP Filed,25-Sep-06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential Zoning Districts,RH-1,465,0,0,0,0,0,0,0,,200609253194,,25-Sep-06,40-X,RH-1,25-Sep-06,-122.406711,37.743604,2497,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,2087,5577,13,,,RH-1,40-X,9,,,,,,
5594014,2801 Oakdale Av,"BVHP Area A,B",BP APPROVED,19-Oct-09,0,,ERECT A 2 STORIES OFFICE BUILDING.,Industrial,PDR-2,484,6000,6000,,,,,,,200804119488,,11-Apr-08,65-J,PDR-2,11-Apr-08,-122.404407,37.742526,2500,,MIPS,-1,BP Approved/Issued/Re-Instated,9,0,6000,,,6000,,,,,3081,5594,14,,,PDR-2,65-J,10,,,,,,
5918029,419 Bowdoin St,"South Central, Other",PL Approved,17-Feb-09,6,Demolition of existing commercial structures and construction of six residential units.,,Residential Zoning Districts,RH-2,70,0,,,,,0,,2008.14,,23-Dec-08,,40-X,RH-2,23-Dec-08,-122.412089,37.7301,2504,,Resident,-1,PL Approved,6,6,-4850,,,,,-4850,,,5653,5918,29,,,RH-2,40-X,9,Town Consulting,Tony  Kim,246-8855,Tony  Kim 246-8855,"San Francisco, CA 94118","100 Clement Street, 3rd Floor"
6531022,353 San Jose Av,Mission,PL Approved,3-May-11,4,Demolish existing single-family dwelling and construct new 4-unit residence.,CONSTRUCTION OF FOUR-STORY FOUR DWELLING UNITS.,Residential Zoning Districts,RM-2,128,0,,,,,,,2009.0173,200712120285,1-Jul-10,12-Dec-07,40-X,RM-2,12-Dec-07,-122.42118,37.749705,2512,,Resident,-1,PL Approved,5,3,0,,,,,,,,2932,6531,22,,,RM-2,40-X,9,GABRIEL Y. NG & ASSOCIATES,Gabriel  Ng,415-682-8060,Gabriel  Ng 415-682-8060,"SAN FRANCISCO , CA 94122","1360 Ninth Avenue, Suite 210"
7535102,1710 Diamond St,Central,BP Filed,16-Jun-11,4,See Demolition Case No. 2006.0974.  New Construction of four single family homes.  The demolition of the existing single-family home is considered under Case No. 2006.0974,ERECT ONE 3-STORY SINGLE FAMILY DWELLING,Residential Zoning Districts,RM-1,462,0,,,,,,,2011.0632,200702063543,16-Jun-11,6-Feb-07,40-X,RM-1,6-Feb-07,-122.435778,37.743704,2518,,Resident,0,BP Filed,6,3,0,,,,,,,,8464,7535,102,,,RM-1,40-X,8,Town Consulting Inc.,Tony Kim,415-246-8855,Tony Kim 415-246-8855,"San Francisco, CA  94118","100 Clement Street, 3rd Floor"
5618020,152 Elsie St,Bernal Heights,BP REINSTATED,20-Feb-09,1,the project proposes the new construction of a single family residence without the required two parking spaces.,ERECT A TWO STORY SINGLE FAMILY DWELING,Residential Zoning Districts,RH-1,116,0,,,,,,,2007.1215,200310066599,18-Oct-07,6-Oct-03,40-X,RH-1,6-Oct-03,-122.418345,37.742132,2531,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,,1750,5618,20,,,RH-1,40-X,9,Shatara Architecture,Suheil Shatara,415 512 7566,Suheil Shatara 415 512 7566,"San Francisco, CA 94107",522 Second Street
5619057,133 Elsie St,Bernal Heights,BP APPROVED,7-Dec-09,1,,ERECT 3 STORY SINGLE FAMILY DWELLING,Residential Zoning Districts,RH-1,447,0,0,0,0,0,0,0,,200603015694,,1-Mar-06,40-X,RH-1,1-Mar-06,-122.417814,37.742368,2533,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,,1750,5619,57,,,RH-1,40-X,9,,,,,,
5627042,495 Chapman St,Bernal Heights,BP Filed,19-Jan-07,1,,TO ERECT 3 STORY SINGLE FAMILY DWELLING,Residential Zoning Districts,RH-1,432,0,0,0,0,0,0,0,,200701192144,,19-Jan-07,40-X,RH-1,19-Jan-07,-122.413081,37.741756,2535,,Resident,0,BP Filed,11,1,0,0,0,0,0,0,0,,1730,5627,42,,,RH-1,40-X,9,,,,,,
5676023,361 Elsie St,Bernal Heights,CONSTRUCTION,31-Mar-10,1,Mandatory DR to construct a new 2FD following the demoliton of a SFD.  ,ERECT A 3 STORY 2 UNIT RESIDENTIAL BLDG,Residential Zoning Districts,RH-2,102,0,0,0,0,0,0,0,2004.0103,200308081581,30-Jan-04,8-Aug-03,40-X,RH-2,8-Aug-03,-122.420111,37.738552,2551,,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,2504,5676,23,,,RH-2,40-X,9,"Elevation Architects, Inc.",Jonathan Pearlman,537-1125x15,Jonathan Pearlman 537-1125x15,"San Francisco, CA  94107",1099 23rd Street Suite 18
5719023,42 Leese St,Bernal Heights,BP Filed,30-Mar-07,3,,ERECT A NEW 4 STORY 3 DWELLING UNITS BUILDING,Neighborhood Commercial Zoning Districts,NC-2,90,0,,,,,,,,200703307666,,30-Mar-07,40-X,NC-2,30-Mar-07,-122.423848,37.736739,2564,,Resident,0,BP Filed,6,3,0,,,,,,,,2234,5719,23,,,NC-2,40-X,9,,,,,,
5744075,347 Crescent Av,Bernal Heights,BP Filed,4-Jun-08,2,,CONSTRUCTION OF NEW 2 UNIT RESIDENTIAL BLDG IN A VACANT LOT,Residential Zoning Districts,RH-2,87,0,,,,,,,,200806043667,,4-Jun-08,40-X,RH-2,4-Jun-08,-122.417761,37.735063,2574,,Resident,0,BP Filed,6,2,0,,,,,,,,2503,5744,75,,,RH-2,40-X,9,,,,,,
5810009,842 Moultrie St,Bernal Heights,BP ISSUED,19-Oct-07,2,Relocation of pre-1900 812 sf cottage. Construct 2252sf sf home with 2 car parking.,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.",Residential Zoning Districts,RH-1,87,0,,,,,,,2006.0572,200601132102,13-Apr-07,13-Jan-06,40-X,RH-1,13-Jan-06,-122.416373,37.73435,2578,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,1710,5810,9,,,RH-1,40-X,9,Veverka Architects,Matthew Laughlin,415 777-3150,Matthew Laughlin 415 777-3150,"San Francisco, CA  94107",645 Harrison Street # 101
5825007,782-786 Andover St,Bernal Heights,BP APPROVED,5-Nov-10,6,Construction of three new two-unit buildings - steep grade on lot requires parking variance for lot 9.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,Residential Zoning Districts,RH-2,87,0,0,0,0,0,0,0,2006.0825,200603025880,10-Jul-06,2-Mar-06,40-X,RH-2,2-Mar-06,-122.417086,37.733671,2591,,Resident,-1,BP Approved/Issued/Re-Instated,9,6,0,0,0,0,0,0,0,,6313,5825,7,4,4,RH-2,40-X,9,,William Walters,887-9716,William Walters 887-9716,"San Francisco, CA 94965",62 Glen Drive
5825008,790 Andover St,Bernal Heights,BP APPROVED,8-Sep-10,2,,ERECT 3 STORIES 2 DWELLING UNITS  BLDG.,Residential Zoning Districts,RH-2,87,0,0,0,0,0,0,0,,200603025881,,2-Mar-06,40-X,RH-2,2-Mar-06,-122.417035,37.733619,2592,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,1781,5825,8,,,RH-2,40-X,9,,,,,,
5825009,794 Andover St,Bernal Heights,BP APPROVED,5-Nov-10,2,Construction of three new two-unit buildings.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,Residential Zoning Districts,RH-2,87,0,0,0,0,0,0,0,2006.0825,200603025880,10-Jul-06,2-Mar-06,40-X,RH-2,2-Mar-06,-122.41701,37.733593,2593,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,,6313,5825,9,,,RH-2,40-X,9,,William Walters,887-9716,William Walters 887-9716,"San Francisco, CA 94965",62 Glen Drive
5826002,104 Bache St,Bernal Heights,BP ISSUED,4-Aug-09,2,Rear yard and parking variance,TO ERECT TWO DWELLING UNIT WITH 3 STORY NEW BLDG,Residential Zoning Districts,RH-2,87,0,,,,,,,2008.0382,200706265226,27-Mar-08,26-Jun-07,40-X,RH-2,26-Jun-07,-122.41763,37.733907,2594,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,,1825,5826,2,,,RH-2,40-X,9,,Jorge Saucedo,415-202-3553,Jorge Saucedo 415-202-3553,"San Francisco, CA 94112",62 Edinburgh Street
5826003,106 Bache St,Bernal Heights,BP Filed,27-Apr-07,2,,"TO ERECT 3 STORIES, 2 FAMILY RESIDENTIAL BUILDING.",Residential Zoning Districts,RH-2,87,0,0,0,0,0,0,0,,200704279893,,27-Apr-07,40-X,RH-2,27-Apr-07,-122.417637,37.733901,2595,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,1819,5826,3,,,RH-2,40-X,9,,,,,,
5826004,118 Bache St,Bernal Heights,PL Filed,31-Dec-07,2,2-story addition on top of existing garage.,Verticle & Horizontial addition to existing garage structure. Existing is a detached garage only. Proposed will include additional parking with two levels of residential above garage.,Residential Zoning Districts,RH-2,87,0,,,,,,,2007.1482,200712130438,31-Dec-07,,40-X,RH-2,31-Dec-07,-122.417679,37.733864,2596,,Resident,0,Planning Filed,2,1,0,,,,,,,,1813,5826,4,,,RH-2,40-X,9,,Edzel Musni,695-0579,Edzel Musni 695-0579,"SAN FRANCISCO, CA 94131",240 RANDALL STREET
5869014,4199 Mission St,"South Central, Other",PL Filed,5-Aug-08,12,"12-unit residential mixed-use, 30,995-gsf total, replacing gas station
",,Neighborhood Commercial Zoning Districts,NC-2,69,2000,,,,,2000,,2007.0463,,16-May-07,,40-X,NC-2,16-May-07,-122.429843,37.730041,2610,,Mixres,0,Planning Filed,5,12,600,,,,,600,,,9988,5869,14,18,8,NC-2,40-X,11,,Ronald J. Mallia,415-307-1525,Ronald J. Mallia 415-307-1525,"San Francisco, CA   94110",740 Valencia Street
5880002,2350 San Bruno Av,"South Central, Other",BP APPROVED,29-Mar-11,2,REAR YARD VARIANCE FOR NEW CONSTRUCTION OF A 2-UNIT BLDG.,DEMOLISH A 1 STORY HARDWARE RETAIL STORE,Residential Zoning Districts,RM-1,92,0,0,0,0,0,0,0,2006.1205,200412010421,28-Sep-06,1-Dec-04,40-X,RM-1,1-Dec-04,-122.406229,37.733184,2612,,Resident,-1,BP Approved/Issued/Re-Instated,9,2,-2250,0,0,0,0,-2250,0,,7169,5880,2,,,RM-1,40-X,9,Best Design & Construction,Alex Nie,415-656-3528,Alex Nie 415-656-3528,"Brisbane, CA 94005","100 Old Country Road, Suite 100C"
5883002,1395 Silver Av,"South Central, Other",BP Filed,9-Aug-07,2,Rear yard variance for stairs,VERTICAL & HORIZONTAL ADDITION OF EXISTING BUILDING AT FRONT AS PER PLAN.,Residential Zoning Districts,RH-2,92,0,,,,,,,2007.1438,200708099236,13-Dec-07,9-Aug-07,40-X,RH-2,9-Aug-07,-122.409078,37.731474,2614,,Resident,0,BP Filed,6,1,0,,,,,,,,3150,5883,2,,,RH-2,40-X,9,Bana Inc.,Ahmad Larizadeh,415.716.9099,Ahmad Larizadeh 415.716.9099,"San Francisco, CA  94118",71 Blake Street
5918026,439 Bowdoin St,"South Central, Other",PL Approved,15-Jan-09,1,"Demolish existing accessory garage, create new lot, and construct new single-family home",,Residential Zoning Districts,RH-1,70,0,,,,,,,2008.0005,,3-Jan-08,,40-X,RH-1,3-Jan-08,-122.412033,37.729966,2620,,Resident,-1,PL Approved,5,1,0,,,,,,,,5464,5918,26,,,RH-1,40-X,9,,,, ,,
5926021,167 Brussels St,"South Central, Other",BP ISSUED,7-Mar-11,1,"Demolish existing dwelling unit located on lots 21 & 22, then build 2 separate dwelling units, one on each lot.",ERECT A 3 STORIES SINGLE FAMILY DWELLING.,Residential Zoning Districts,RH-1,79,0,,,,,,,2007.0574,200807176988,18-Dec-08,17-Jul-08,40-X,RH-1,17-Jul-08,-122.406589,37.730009,2625,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,6000,5926,21,,,RH-1,40-X,9,,Ken Nguyen,415.699.5886,Ken Nguyen 415.699.5886,"San Francisco, CA 94134",730 Girard Street
5943008,268 Madison St,"South Central, Other",BP ISSUED,6-Jun-11,2,"The proposal is to demolish a single-family residence, constructed in 1906, split the lot into two lots @3,000 square feet each, and construct a single-family dwelling on each newly created lot.   This DR is for the new construction of the southern buildi",CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,Residential Zoning Districts,RH-1,61,30000,,,,,30000,,2008.1382,200711077587,3-Feb-09,7-Nov-07,40-X,RH-1,7-Nov-07,-122.422661,37.725758,2631,,Mixres,-1,BP Approved/Issued/Re-Instated,11,1,25000,,,,,25000,,,6000,5943,8,125,25,RH-1,40-X,11,Bana Inc.,Ahmad Larizadeh,415.716.9099,Ahmad Larizadeh 415.716.9099,"San Francisco, CA  94118",71 Blake Street
5992A060,495 Cambridge St,"South Central, Other",BP Filed,22-Dec-10,35,The proposed project would demolish the four two-story buildings and construct 56 dwelling units on 33 newly subdivided lots in a new PUD development. Ten lots would contain single-family homes and 23 lots would contain duplexes. Acces would be provided v,Multiple Permits,Residential Zoning Districts,RH-1,900,0,0,0,0,0,0,0,2006.0587,201012227225,4-May-06,22-Dec-10,40-X,RH-1,4-May-06,-122.417816,37.72543,2648,,Resident,0,BP Filed,4,35,0,0,0,0,0,0,0,,86068,5992A,60,,,RH-1,40-X,9,Shamrock Properties,Peter  Naughton,,Peter  Naughton ,"San Francisco, CA 94116",630 Taraval Street
6022014,395 Athens St,"South Central, Other",CONSTRUCTION,12-Apr-11,2,,ERECT A FOUR STORY TWO UNIT RESIDENTIAL BLDG,Residential Zoning Districts,RH-2,47,0,0,0,0,0,0,0,2006.0401,200312243005,13-Feb-06,24-Dec-03,40-X,RH-2,24-Dec-03,-122.428118,37.721789,2657,,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,,2500,6022,14,,,RH-2,40-X,11,,Lily Chan,681-6325,Lily Chan 681-6325,"S.F., CA  94112",395 Athens St.
6048005,2742 San Bruno Av,"South Central, Other",BP Filed,27-Jun-06,1,Convert Residential to Commercial unit in an NC-2 district.  Mandatory DR,CHANGE RESIDENTIAL TO COMMERCIAL ON GROUNDFLOOR BY REPLACING WINDOW WITH SLIDING ENTRANCE DOOR IN THE FRORNT BUILDING; ADDING AN ACCESS RESTROOM AND REMOVING 21 FT SUB-FLOORING,Neighborhood Commercial Zoning Districts,NC-2,57,1340,0,0,0,0,1340,0,2006.0894,200606275108,27-Jul-06,27-Jun-06,40-X,NC-2,27-Jun-06,-122.403553,37.727066,2667,,Mixres,0,BP Filed,6,-1,1340,0,0,0,0,1340,0,,3081,6048,5,,,NC-2,40-X,10,,,,,,
6048013,2798 San Bruno Av,"South Central, Other",PL Filed,9-Apr-09,3,Demolition of existing commercial building and construct 4-story building with ground floor commercial use and 3 residential units.,,Neighborhood Commercial Zoning Districts,NC-2,57,1492,,,,,1492,,2009.0296,,9-Apr-09,,40-X,NC-2,9-Apr-09,-122.403303,37.726536,2668,,Mixres,0,Planning Filed,6,3,-308,,,,,-308,,,2054,6048,13,,,NC-2,40-X,10,Dickson Consulting Group,John Lau,415 831-7180,John Lau 415 831-7180,"San Francisco, CA  94121","3900 Geary Boulevard, Suite #201"
6087030,405 Lisbon St,"South Central, Other",PL Filed,18-Jul-08,2,Proposed new 3-story building in front of existing main structure.,,Residential Zoning Districts,RH-1,50,0,,,,,,,2008.0857,,18-Jul-08,,40-X,RH-1,18-Jul-08,-122.433612,37.721723,2684,,Resident,0,Planning Filed,2,1,0,,,,,,,,2498,6087,30,,,RH-1,40-X,11,,Carolyn Lin,415-218-7000,Carolyn Lin 415-218-7000,"San Francisco, CA 94134",543 Somerset St.
6154012,853 Goettingen St,"South Central, Other",CONSTRUCTION,4-May-10,1,"2-lot subdivision, alteration of an existing SFD on the resulting 29-ft-wide lot and construction of a new SFD on the 21-ft-wide lot, requiring a CU for the new building.","TO ERECT 1 FAMILY DWELLING (BUILDING ""B"")",Residential Zoning Districts,RH-1,51,0,0,0,0,0,0,0,2006.1087,200606214652,16-Nov-06,21-Jun-06,40-X,RH-1,21-Jun-06,-122.404141,37.72147,2692,,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,,6000,6154,12,,,RH-1,40-X,10,,george mabrey,,george mabrey ,"san francisco, ca 94134",855 Goettingen Street
6168012,71 Bishop St,"South Central, Other",BP ISSUED,31-Dec-09,2,"RESIDENTIAL DEMOLITION, and construction of single family building on each lot - two residential units total.",ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential Zoning Districts,RH-1,30,0,0,0,0,0,0,0,2006.1287,200611036814,19-Oct-06,3-Nov-06,40-X,RH-1,19-Oct-06,-122.404121,37.718302,2698,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,4097,6168,12,,,RH-1,40-X,10,BEST DESIGN & CONSTRUCTION CO,ANGELINA LIANGGARA,415-656-3528,ANGELINA LIANGGARA 415-656-3528,"BRISBANE, CA 94005","100 OLD COUNTY ROAD, 100C"
6168013,67 Bishop St,"South Central, Other",BP ISSUED,31-Dec-09,1,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,Residential Zoning Districts,RH-1,30,0,0,0,0,0,0,0,,200611036809,,3-Nov-06,40-X,RH-1,3-Nov-06,-122.404109,37.71833,2699,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,2049,6168,13,,,RH-1,40-X,10,,,,,,
6176011,23 Sparta St,"South Central, Other",BP ISSUED,4-Jun-10,1,"Erect 3-story Type V, Single-Family Structure in a RH-1/40-X zoning district.",ERECT 3-STORY TYPE-V SINGLE FAMILY STRUCTURE,Residential Zoning Districts,RH-1,30,0,0,0,0,0,0,0,2009.0081,200401063464,16-Jan-09,6-Jan-04,40-X,RH-1,6-Jan-04,-122.40335,37.718079,2702,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,0,0,0,0,0,0,,4159,6176,11,,,RH-1,40-X,10,,,,,,
