Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,building_type_id,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
1265009,338 Carl St,Inner Sunset,CONSTRUCTION,30-Jun-11,14,3,Parking Variance to add a 3rd unit,legalize existing residential unit @ ground floor. See variance Application #2008.1377 under review.,Residential,RH-3,227,0,,,,,,,2008.1377,200901150303,16-Dec-08,15-Jan-09,40-X,RH-3,16-Dec-08,-122.455184,37.765247,3199,Resident,-1,Construction,13,1,0,,,,,,,,3850,1265,9,,,5,Hood Thomas Architects,Mark Thomas,415-517-2778,Mark Thomas 415-517-2778,"S.F., CA  94105",440 Spear Street
1411022,212 23rd Av,Richmond,CONSTRUCTION,21-Dec-11,14,2,Alteration and remodel of existing residnetial structure.,ADD 3 FT REAR ADDTIONAL SPACE FOR MASTER BEDROOM ON 3RD FLOOR. ADD 29 SQ. FT. TO KITCHEN SPACE ON 2N,Residential,RH-2,676,0,,,,,,,2009.0051,200903174286,21-Jan-09,17-Mar-09,40-X,RH-2,21-Jan-09,-122.48267,37.783606,3201,Resident,-1,Construction,13,1,0,,,,,,,,2375,1411,22,,,1,,Martin Bernstein,650-387-1000,Martin Bernstein 650-387-1000,"Palo Alto, CA 94301",617 High Street
1417031,5495 California St,Richmond,CONSTRUCTION,4-Oct-12,9,3,2-story vertical addition to existing 2-story residential/retail building.,"TO ERECT 4 STORIES, 3 UNITS RESIDENTIAL DWELLING.",Mixed Use,NC-1,306,2733,,,,,2733,,2009.0175,201106158161,5-Mar-09,15-Jun-11,40-X,NC-1,5-Mar-09,-122.476281,37.784164,3202,Mixres,-1,Construction,13,1,-264,,,,,-264,,,5124,1417,31,,,1,Dickson Consulting Group,John Lau,415 831-7180,John Lau 415 831-7180,"San Francisco, CA  94121","3900 Geary Boulevard, Suite #201"
2046040A,227 Noriega St,Inner Sunset,BP Filed,12-Feb-09,14,2,,REMODELING (E) FIRST AND SECOND FLOOR AND EXTENDING THESE 2 FLOORS OUT TOWARDS REAR YARD. 1ST FL. TO,Residential,RH-2,514,0,,,,,,,,200902122009,,12-Feb-09,40-X,RH-2,12-Feb-09,-122.465996,37.754563,3205,Resident,0,BP Filed,6,1,0,,,,,,,,2500,2046,040A,,,7,,,,,,
3581012,466 Sanchez St,Central,CONSTRUCTION,16-Oct-12,14,2,,"CHANGE SINGLE FAMILY DWELLING TO TWO FAMILY DWELLING, ADD THIRD STORY, EXTEND TO REAR, RECONFIGURATI",Residential,RH-3,201,0,,,,,,,,200901230745,,23-Jan-09,40-X,RH-3,23-Jan-09,-122.430789,37.761635,3208,Resident,-1,Construction,13,1,0,,,,,,,,2500,3581,12,,,8,,,,,,
3589026,161 San Carlos St,Mission,BP ISSUED,23-Nov-09,14,3,,"CONVERT 2 UNITS BLDG TO 3 UNITS BLDG, REMOVE STAIRCASE JOINING UPSTAIRS AND DOWNSTAIRS, PUT IN KITCH",Residential,RTO,191,0,,,,,,,,200902041380,,4-Feb-09,45-X,RTO-Mission,4-Feb-09,-122.419831,37.760853,3210,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2000,3589,26,,,9,,,,,,
3625040,421 Alvarado St,Central,BP Filed,6-Feb-09,14,2,,Add a residential unit at the rear of an existing single family residence.,Residential,RH-2,147,0,,,,,,,,200902061524,,6-Feb-09,40-X,RH-2,6-Feb-09,-122.430452,37.753764,3211,Resident,0,BP Filed,6,1,0,,,,,,,,2907,3625,40,,,8,,,,,,
5576001,280 Bay Shore Bl,"BVHP Area A,B",BP Filed,11-Mar-09,7,0,,ERECT A 1 STORY BIOFUEL PRODUCTION & SALES BUILDING.,Industrial,PDR-2,465,6000,,,,5000,1000,,,200903113911,,11-Mar-09,40-X,PDR-2,11-Mar-09,-122.404931,37.743577,3215,PDR,0,BP Filed,6,0,6000,,,,5000,1000,,,13198,5576,1,,,10,,,,,,
6014032,4563 Mission St,"South Central, Other",PL Approved,7-Oct-10,14,2,Proposes 2 new units with no parking. ,1) CONSTRUCT ONE NEW 2 BEDROOM UNIT AND REAR DECK TO (E) 2ND STORY. REMODEL (E) 2 BEDROOM UNIT ON 2ND STORY. 2)CONSTRUCT 3RD STORY WITH 1 4 BEDROOM UNIT.,Mixed Use,NC-3,58,0,,,,,,,2009.0875,,17-Sep-09,,40-X,NC-3,17-Sep-09,-122.43423,37.725243,3220,Resident,-1,PL Approved,5,2,0,,,,,,,,2077,6014,32,0,0,11,,Luis Vidalon,415-225-7467,Luis Vidalon 415-225-7467,"San Francisco, CA 94112",4563-4565 Mission Street
6473040,5735 Mission St,"South Central, Other",CONSTRUCTION,17-Sep-12,4,20,Residential Care facility,"ADD TO (E) 2 STORY BUILDING CONVERTING IT TO A 3 STORY SENIOR CARE HOME, 1ST FLOOR HAS: MULTIPURPOSE",Mixed Use,NC-2,873,5240,,5240,,,,,2009.0057,200909026074,22-Jan-09,2-Sep-09,40-X,NC-2,22-Jan-09,-122.448989,37.709939,3221,Mixres,-1,Construction,13,20,5240,5240,,,,,,,5821,6473,40,,,11,Lincoln Lue Associates Architects,Lincoln Lue,415 665-5623,Lincoln Lue 415 665-5623,"San Francisco, CA 94122",1567 33rd Avenue
244001,950 Mason Street,Northeast,PL Filed,11-Feb-09,4,160,"Fairmont Hotel tower/base demo and rebuild to similar bldg envelope, with additional mid-rise, resulting in 160,000-gsf net new, +160 condominiums, -200 hotel rooms, total 965,000-gsf.",,Residential,RM-4,772,310000,,,,,55000,255000,2008.0081,,11-Feb-09,,200-E/320-E,RM-4,11-Feb-09,-122.410723,37.792325,3222,Mixres,0,Planning Filed,2,160,-295000,,,,,5000,-300000,111,113402,244,1,310,147,3,Maritz Wolffe & Co,Heather Turner,310 966-2370,Heather Turner 310 966-2370,"LosAngeles, CA 90025",11828 La Grange Ave
300012,995 Sutter St,Downtown,CONSTRUCTION,31-Jul-12,9,3,Lot split and construction of a 3-unit resindetial building abover retail on the vacant portion of the project site.,TO ERECT 3 UNITS RESIDENCIAL NEW BLDG WITH 5 STORY(GROUND FLOOR COMMERCIAL AND BASEMENT LEVEL PARKIN,Mixed Use,RC-4,319,1492,,,,,1492,,2008.1401,200903184367,7-Jan-09,18-Mar-09,130-E,RC-4,7-Jan-09,-122.416555,37.788075,3223,Mixres,-1,Construction,13,3,1492,,,,,1492,,,5469,300,12,,,3,Kerman/Morris Architects LLP,Toby  Morris,415-749-0302,Toby  Morris 415-749-0302,"San Francisco, CA 94133",69A Water Street
836002,1540 Market St,Market Octavia,PL Filed,27-Feb-09,4,180,"Construction of two buildings: one residential tower building, 400' in height, with 180-du and 50 parking spaces, and one 24-ft wide building, 65' in height, connected by pedestrian bridge at the third floor.  Demo of existing four-story commercial buildi",,Commercial,C-3-G,588,34091,15281,,,,18810,,2009.0159,,27-Feb-09,,400-R2,C-3-G,27-Feb-09,-122.419806,37.774937,3224,Mixres,0,Planning Filed,2,180,-13252,,,-22827,,9575,,72,17308,836,2,50,22,6,,Richard A. & Diane M. Johnson,664-8963,Richard A. & Diane M. Johnson 664-8963,"San Francisco, CA  94127",345 Vicente Street
2086007A,1966 Great Hy,Outer Sunset,BP Filed,10-Apr-09,14,2,NEW TWO-UNIT RESIDENTIAL STRUCTURE. VARIANCE FOR FRONT SETBACK.,"ERECT A 4-STORIES, 2 FAMILY DWELLING UNITS BUILDING.",Residential,RH-2,550,0,,,,,,,2009.0102,200904106077,5-Feb-09,10-Apr-09,40-X,RH-2,5-Feb-09,-122.507876,37.749787,3225,Resident,0,BP Filed,2,2,0,,,,,,,,1715,2086,007A,,,4,,CARMEN ROMAN-MURRAY,415-572-1268,CARMEN ROMAN-MURRAY 415-572-1268,,
694005,1100 Van Ness Ave,Downtown,BP Filed,20-Apr-12,10,,"Demolition of the exisitng Cathedral Hill hotel and office building and construction of a 15 story, 265-foot tall hospital on the entire block bounded by Franklin Street, Post STreet, Van Ness Avenue, and Geary Blvd.
Demolition of 7 existing properties a",TO DEMOLISH 2 STORY RETAIL BUILDING.,Mixed Use,RC-4,699,1243002,277873,900200,0,50182,14747,0,2009.0885,201204208807,10-Jun-10,20-Apr-12,130-V,RC-4,10-Jun-10,-122.421333,37.785753,3243,Mixed,0,BP Filed,5,,702067,900200,0,19831,50182,-55493,-212653,,104203,694,5,,,6,California Pacific Medical Center,Geoffrey Nelson,415-600-7206,Geoffrey Nelson 415-600-7206,"San Francisco, CA 94107","633 Folsom Street, 6th Floor"
2657004,134 Ord St,Central,CONSTRUCTION,5-Oct-12,14,1,,To erect a new single family dwelling,Residential,RH-2,199,0,,,,,,,2009.1124,200907142604,22-Mar-10,14-Jul-09,40-X,RH-2,14-Jul-09,-122.4401327,37.7615761,3244,Resident,-1,Construction,13,1,0,,,,,,,,3808,2657,4,,,8,,John F. Moroney,987-1754,John F. Moroney 987-1754,"San Francisco, CA 94114",Post Office Box 14092
3576001,2100 Mission St,Mission,PL Filed,21-Sep-09,4,29,"Demolition of a one-story commercial building and construction of a mixed-use building comprising 29 residential units, 14 residential parking spaces, a ground-floor commercial space. ",,Mixed Use,Mission Street,205,2643,,,,,2643,,2009.088,,21-Sep-09,,65-B,Mission St NCT,21-Sep-09,-122.419795,37.763228,3245,Mixres,0,Planning Filed,2,29,-4987,,,,,-4987,,,6431,3576,1,15,15,6,Reuben & Junius LLP,John Kevlin,415.567.9000,John Kevlin 415.567.9000,"San Francisco, CA 94104","1 Bush Street, Ste 600"
3610032,500 Capp St,Mission,PL Filed,14-Aug-09,14,2,Preservation and resotration of the exterior of the existing home. Excavate basement into full basement use and construct second unit at the rear of the lot.,,Residential,RTO,176,0,,,,,,,2009.0757,,11-Mar-10,,55-X,RTO-Mission,11-Mar-10,-122.418186,37.758562,3246,Resident,0,Planning Filed,2,1,0,,,,,,,,1875,3610,32,,,9,Jensen Architects,Dean Orr,348-9650 x22,Dean Orr 348-9650 x22,"San Francisco, CA 94103","833 Market St, 7th Floor"
3638018,3120 23rd St,Mission,BP ISSUED,19-Oct-12,14,3,"Vertical addition adding one new dwelling unit, roof deck, and interior changes.",ADD ONE STORY ADDITION TO (E) 3-STORY BUILDING. ADD ONE ADDITIONAL UNIT.  3 STORY HORIZONTAL ADDITION AT REAR.  2 STORY HORIZONTAL ADDITION IN THE FRONT AT 2ND AND 3RD FLOOR  FOR NEW  BAY WINDOWS. NEW ROOF DECK.,Residential,RH-3,170,0,,,,,,,2009.081,200908265600,24-Sep-09,28-Apr-09,40-X,RH-3,28-Apr-09,-122.414768,37.754244,3247,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,1625,3638,18,,,9,,Ashish Gupta,415-203-1686,Ashish Gupta 415-203-1686,San Francisco Ca 94113,240 Castro
3753008,374  5th St,East SoMa,PL Approved,20-Dec-10,4,47,"Rear yard and open space variance to convert 47 tourist hotel rooms to 47 SRO units.  Project is related to 235 O'Farrell St. site, which is proposing conversion of 23 residential hotel rooms to tourist use.  Per Chapter 41 of Admin Code, replacement room",,Mixed Use,MUR,631,0,,,,,,,2009.0765,,15-Sep-10,,85-X,MUR,15-Sep-10,-122.40224,37.779339,3248,Resident,-1,PL Approved,5,47,0,,,,,,,123,5190,3753,8,,,6,Farella Braun + Martel LLP,Ilene Dick,415-954-4958,Ilene Dick 415-954-4958,"San Francisco, CA   94104","235 Montgomery Street, 17th Floor"
5339007,5075 3rd St,"BVHP Area A,B",CONSTRUCTION,26-Sep-12,12,0,"Demo and construction of a new Bayview Branch Library
R-Case: The project proposes to remove existing Bayview Anna E Waden Branch Library and the neighborhing storefront.  The new library will be an approximately 9,000 square feet one-story building with ",New construction of a  one story public library.,Public,P,406,9000,,9000,,,,,2009.0304,200909116627,8-Oct-09,11-Sep-09,40-X,P,11-Sep-09,-122.391583,37.73255,3251,CIE,-1,Construction,13,,9000,9000,,,,,,,10665,5339,7,,,10,Branch Library Improvement Program,Mindy Linetsky,557-4427,Mindy Linetsky 557-4427,"San Francisco, CA 94103-2603",190 Ninth Street
5618011,128 Elsie St,Bernal Heights,BP APPROVED,3-Mar-11,14,1,New single-family residence on a vacant downsloping lot.,"construction of a new single family dwelling, 4-stories.",Residential,RH-1,116,0,,,,,,,2009.0725,200909237457,22-Oct-09,23-Sep-09,40-X,RH-1,23-Sep-09,-122.4179127,37.7425608,3252,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,1750,5618,11,,,9,,Michael Schulte,415.710.5805,Michael Schulte 415.710.5805,"San Francisco, CA 94110",6 Elsie Street
5858024,194 Sweeny St,"South Central, Other",BP Filed,3-Aug-09,14,1,CU for creation of sub std lot and open space Variance.,"New construction  of a three-story, single family house,",Residential,RH-1,92,0,,,,,,,2009.1082,200908033985,21-Jan-10,3-Aug-09,40-X,RH-1,3-Aug-09,-122.409353,37.7327269,3253,Resident,0,BP Filed,6,1,0,,,,,,,,3792,5858,24,,,9,,Angelina Chuong,415.722.9611,Angelina Chuong 415.722.9611,"South San Francisco, CA 94080",2401 Erin Place
6048002,2724 San Bruno Av,"South Central, Other",BP Filed,6-Apr-10,9,3,Addition of a third dwelling unit to an existing two-family dwelling with commercial on the ground floor.,To comply with complaint# 200671317 dated 07/12/2006. Third story vertical addition for new unit (3r,Mixed Use,NC-2,57,2738,,,,,2738,,2009.0754,201004069730,13-Aug-09,6-Apr-10,40-X,NC-2,13-Aug-09,-122.403751,37.7271829,3254,Mixres,0,BP Filed,2,1,0,,,,,0,,,3091,6048,2,,,10,,Tony Cheung,415-933-6699,Tony Cheung 415-933-6699,"San Francisco, CA 94121",585 27th Avenue
6501010,60 Fountain St,Central,BP Filed,16-Jun-09,14,2,Rear yard variance for the construction of a  new single-family building at rear of site. ,"NEW HOUSE @ LOCATION OF EXISTING HOUSE, HOUSE IS 2001 SQ FT. AT REAR, NO WORK TO FRONT UNIT, REBUILD",Residential,RH-2,477,0,,,,,,,2009.0446,200906160568,28-May-09,16-Jun-09,40-X,RH-2,28-May-09,-122.441906,37.749908,3256,Resident,0,BP Filed,6,1,0,,,,,,,,3556,6501,10,,,8,Alan Martinez Architect Inc.,Alan Martinez,415.626.9379,Alan Martinez 415.626.9379,"San Francisco, CA  94103",149 - 9th Street
6727038,533 Laidley St,Central,CONSTRUCTION,27-Aug-12,14,1,,"ERECT 1 DWELLING UNIT, 2 STORIES BLDG.",Residential,RH-1,403,0,,,,,,,,201007015796,,1-Jul-10,40-X,RH-1,1-Jul-10,-122.431232,37.735539,3264,Resident,-1,Construction,13,1,0,,,,,,,,2478,6727,38,,,8,,,,,,
3707052,2 New Montgomery St,TB Combo,PL Filed,4-Dec-07,6,125,"Convert 25 hotel rooms to residential use and construct a new 17-stroy addition for 125 dwelling units. The new proposed project would include 261,072 sq. ft. of residential, 12,823 sq. ft. of retail, 87,000 sq. ft. of parking (189 parking spaces), and 55",,Commercial,C-3-O,742,0,0,0,0,0,0,0,2005.1101,,29-Nov-05,,120-X/300-S,C-3-O,29-Nov-05,-122.40191,37.788432,3270,Resident,0,Planning Filed,,125,0,0,0,0,0,0,0,123,95105,3707,52,189,189,6,Reuben & Junius,James A. Reuben,415 567-9000,James A. Reuben 415 567-9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
453011,977 North Point St,Northeast,BP Filed,23-Mar-11,14,2,,WORK ON (FRONT BLDG)REDUCE SIZE OF REAR PORTION OF (E) RESTAURANT AND RESTORE BACK TO DWELLING UNIT ,Mixed Use,NC-1,836,0,,,,,,,,201103232716,,23-Mar-11,40-X,NC-1,23-Mar-11,-122.423139,37.8050659,3271,Resident,0,BP Filed,6,1,0,,,,,,,23,3438,453,11,,,2,,,,,,
1464014,446 33rd Av,Richmond,BP ISSUED,29-Dec-10,14,2,,VERTICAL & HORIZONTAL ADDITION WITH ADD A 3RD FLOOR WITH FRONT SETBACK & SIDE SETBACKS. ADD UNIT 2 W,Residential,RH-2,675,0,,,,,,,,200911231869,,23-Nov-09,40-X,RH-2,23-Nov-09,-122.493054,37.780738,3278,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,3021,1464,14,,,1,,,,,,
1467020,483 35th Av,Richmond,BP Filed,30-Nov-09,14,3,,LEGALIZE OCCUPANCY OF ILLEGAL UNIT ON GROUND FLOOR FOR OWNER WITH AMBULATORY DIFFICULTIES. REMODEL U,Residential,RH-2,295,0,,,,,,,,200911302251,,30-Nov-09,40-X,RH-2,30-Nov-09,-122.495744,37.779998,3279,Resident,0,BP Filed,6,1,0,,,,,,,,2078,1467,20,,,1,,,,,,
1510025,590 35th Av,Richmond,BP ISSUED,1-Jun-12,14,2,,"HORZONTAL ADDITION AT REAR, 1 STORY VERTICAL ADDITION. CONVERT SINGLE FAMILY TO 2 UNITS. BOTH UNITS ",Residential,RH-2,279,0,,,,,,,,200910280037,,28-Oct-09,40-X,RH-2,28-Oct-09,-122.495041,37.777906,3280,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2375,1510,25,,,1,,,,,,
4145029,915 Florida St,Mission,BP Filed,18-Oct-10,1,2,,"SECONDARY LIVING UNIT ON GROUND FLOOR. 1140 SQFT. ZONED FOR MULTIFAMILY. INCLUDES (N) BEDROOM, (N) B",Residential,RH-2,171,0,,,,,,,,201010183199,,18-Oct-10,40-X,RH-2,18-Oct-10,-122.410183,37.7568569,4302,Resident,0,BP Filed,6,1,0,,,,,,,,0,4145,29,,,9,,,,,,
6503020,461 Hoffman Av,Central,BP ISSUED,20-Jun-12,1,2,Off street parking variance to add a second dwelling unit without providing a required off-street parking space,DEMO EXISTING REAR YARD ADDITION. BUILD NEW REAR YARD ADDITION. ADD 2ND DWELLING UNIT @ GROUND FLOOR,Residential,RH-2,477,0,,,,,,,2010.1098,201012156796,9-Dec-10,15-Dec-10,40-X,RH-2,9-Dec-10,-122.440202,37.7499449,4303,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,6503,20,,,8,450 Architects,Richard Parker,546-0450,Richard Parker 546-0450,"San Francisco, CA  94103",450 Clementina Street
2804041,4141 23rd St,Central,BP ISSUED,23-Jul-12,1,2,,REMODEL FRONT ENTRY STEPS AND GARDEN. ADDITION TO REAR OF RESIDENCE. ADD A LIVING UNIT ON THE GARDEN,Residential,RH-2,142,0,,,,,,,,201112160822,,16-Dec-11,40-X,RH-2,16-Dec-11,-122.4351,37.752597,4397,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,2804,41,,,,,,,,,
3799001,601 Townsend St,Showpl/Potrero,PL Approved,10-May-12,10,,"Conversion of basement level into office (approx. 72,600 sf of 288,458 gsf). Currently, the building possesses 215,858 sf of office use. ",,Mixed Use,UMU,573,288458,288458,,,,,,2011.1147,,13-Oct-11,,68-X,UMU,13-Oct-11,-122.4020173,37.7713728,4398,MIPS,-1,PL Approved,5,0,72600,,,72600,,,,,0,3799,1,,,,"Reuben & Junius, LLP",John Kelvin,415.567.9000,John Kelvin 415.567.9000,"San Francisco, CA 94104","One Bush Street, Ste. 600"
3977001,2001 17th St,Showpl/Potrero,BP Filed,27-Dec-11,1,5,,COMPLY WITH NOV 200879593. LEGALIZE E BUILDING AS 5 ROOM GROUP HOUSING. AS APPROVED BY PLANNING DEPT,Residential,RH-2,543,0,,,,,,,,201112271344,,27-Dec-11,45-X,RH-2,27-Dec-11,-122.4036308,37.764681,4399,Resident,0,BP Filed,6,5,0,,,,,,,,0,3977,1,,,,,,,,,
5328053,1719 Palou Av,"BVHP Area A,B",CONSTRUCTION,19-Jun-12,1,2,,Change of use to add additional dwelling unit at ground floor. To legalize ground floor Apt.,Residential,RH-2,398,0,,,,,,,,201111158896,,15-Nov-11,40-X,RH-2,15-Nov-11,-122.393364,37.735068,4401,Resident,-1,Construction,13,1,0,,,,,,,,0,5328,53,,,,,,,,,
6540021,4372 25th St,Central,BP Filed,12-Dec-11,1,2,,RENOVATE (E) 2-STORY SF RESIDENCE TO INCL A HORIZONTAL & VERTICAL ADDITION AND (N) 2ND UNIT INCL DEM,Residential,RH-2,137,0,,,,,,,,201112120494,,12-Dec-11,40-X,RH-2,12-Dec-11,-122.437739,37.749709,4402,Resident,0,BP Filed,6,1,0,,,,,,,,0,6540,21,,,,,,,,,
26030,827 North Point St,Northeast,BP ISSUED,6-Sep-12,1,3,,ERECT NEW 4-STORY 3 DWELLING UNITS CONDO.,Residential,RH-3,850,0,,,,,,,,201111078462,,7-Nov-11,40-X,RH-3,7-Nov-11,-122.4208909,37.8055904,4403,Resident,-1,BP Approved/Issued/Re-Instated,11,3,0,,,,,,,,0,26,30,,,,,,,,,
642003,1625 Van Ness Av,Marina,PL Filed,4-Oct-11,1,1,"Conditional Use authorization to construct a structure over 50' in height in the Van Ness Special Use District per Planning Code Section 253.2.  Setback 18' from Sacramento Street, the design preserves the existing view corridors and is not visible from t",,Mixed Use,RC-4,770,0,,,,,,,2011.1133,,4-Oct-11,,80-D,RC-4,4-Oct-11,-122.4224817,37.790641,4404,Resident,0,Planning Filed,2,1,0,,,,,,,,0,642,3,,,,,Morton Kirsch,434-1942,Morton Kirsch 434-1942,"San Francisco, CA  94104","235 Montgomery Street, Ste. 1012"
1463005,427 31st Av,Richmond,BP Filed,16-Dec-11,1,2,,"ERECT 4 STORIES, 2 DWELLING UNITS, TYPE 5-B NEW BUILDING.",Residential,RH-2,675,0,,,,,,,,201112160853,,16-Dec-11,40-X,RH-2,16-Dec-11,-122.491594,37.781147,4405,Resident,0,BP Filed,6,2,0,,,,,,,,0,1463,5,,,,,,,,,
2864029A,273 Magellan Av,Inner Sunset,BP ISSUED,25-Jul-12,1,1,,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENT BUILDING.",Residential,RH-1(D),503,0,,,,,,,,201110035952,,3-Oct-11,40-X,RH-1(D),3-Oct-11,-122.460992,37.746607,4406,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,2864,029A,,,,,,,,,
3833002,1006 16th St,Showpl/Potrero,BP ISSUED,7-Sep-12,1,393,,ERECT 6 STORY 393 UNITS RESIDENTIAL & COMMERCIAL BUILDING.,Mixed Use,UMU,651,0,,,,,,,,201112070234,,7-Dec-11,68-X,UMU,7-Dec-11,-122.397182,37.7666899,4408,Resident,-1,BP Approved/Issued/Re-Instated,11,393,0,,,,,,,,0,3833,2,,,,,,,,,
512025,2353 Lombard St,Marina,BP Filed,29-Jul-10,4,21,"Demo of existing 2-story restaurant and construction of a new 4-story mized use building. New building will consist of underground parking, ground floor commercial w/ parking and 3 stories of residential units.","TO ERECT 4 STORIES, TYPE 5, 21 DWELLING UNITS, MIXED USE BUILDING.",Mixed Use,NC-3,815,5364,,,,,5364,,2009.1177,201007297765,29-Dec-09,29-Jul-10,40-X,NC-3,29-Dec-09,-122.440138,37.799036,3287,Mixres,0,BP Filed,2,21,964,,,,,964,,,12964,512,25,41,11,2,Kotas/Pantaleoni Architects,Anthony Pantaleoni,415-495-4051,Anthony Pantaleoni 415-495-4051,"San Francisco, CA  94107",70 Zoe Street - Suite 200
670024,1433 Bush St,Downtown,PL Filed,17-Nov-09,4,26,"Demolition of a one-story building and construction of mixed-use building with 26 residential units, 2,100 square-feet of retail space, and 33 off-street parking spaces. The proposed buidling would be 112-feet in height and 63,130 square-feet, with 15,750",,Mixed Use,RC-4,322,2180,,,,,2180,,2009.1074,,17-Nov-09,,130-V,RC-4,17-Nov-09,-122.42089,37.788535,3288,Mixres,0,Planning Filed,2,26,-4420,,,,,-4420,,,6802,670,24,31,31,3,Joma Architects,Antony Joma,650-532-8200,Antony Joma 650-532-8200,"Menlo Park, CA  94025",545 Palmer Lane
818048,447 Linden St,Market Octavia,BP ISSUED,4-Oct-12,14,2,,"construct new 4-story, 2-unit building.",Residential,RTO,268,0,,,,,,,,200912304034,,30-Dec-09,40-X,RTO,30-Dec-09,-122.425277,37.7759659,3289,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,,3410,818,43,,,5,,,,,,
997004,3310 Clay St,Richmond,CONSTRUCTION,13-Aug-12,14,1,,ERECT A  FOUR STORY SINGLE FAMILY DWELLING.,Residential,RM-1,331,0,,,,,,,,200911020335,,2-Nov-09,40-X,RM-1,2-Nov-09,-122.4473823,37.7890569,3290,Resident,-1,Construction,13,1,0,,,,,,,,2750,997,4,,,2,,,,,,
1260035,35 Lloyd St,Buena Vista,BP REINSTATED,13-Mar-12,14,2,"Vacant lot and new construction of a 4- story, 2-unit residential building with 2 parking spaces.","TO ERECT 4 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-3,238,0,,,,,,,2009.117,201005122282,2-Mar-10,12-May-10,40-X,RH-3,2-Mar-10,-122.435672,37.769646,3291,Resident,-1,BP Approved/Issued/Re-Instated,8,2,0,,,,,,,,2500,1260,35,2,2,8,Gladstone & Associates,Ian OBanion,415-434-9500,Ian OBanion 415-434-9500,"SF, CA 94108","Penthouse, 177 Post Street"
