Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,HEIGHTLIMIT,ZONING,FirstFiled,Longitude,Latitude,ObjectID,TempSelect,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF
5826018,137 PORTER ST,Bernal Heights,CONSTRUCTION,5/7/09,2,"To construct on this vacant lot a new three-story, two-family dwelling in an RH-2 district.","TO ERECT 2 STORIES, 2 UNITS RESIDENTIAL BUILDING.",Residential,RH-2,87,0,0,0,0,0,0,0,2006.0046,2.00509E+11,,9/14/05,40-X,RH-2,14-Sep-05,-122.418081,37.73385,2603,,Resident,-1,Construction,13,2,0
3731126,229 07TH ST,East SoMa,CONSTRUCTION,4/21/10,49,"Demolition of two buildings and construction of an affordable housing project with 49 dwelling units, 47 off-street parking spaces, and appx. 20,000 GSF for an outpatient health clinic.  Conditional use permit per Sec. 890.50(a) and rear yard varaiance mo","TO ERECT 49 RESIDENTIAL, PRIVATE PARKING, SHELL MEDICAL OFFICE",Residential,RED,627,"16,196",0,0,"16,196",0,0,0,2004.0588,2.00509E+11,10/27/05,9/23/05,40-X/50-X,RED,23-Sep-05,-122.408765,37.777674,1869,,Mixres,-1,Construction,13,49,"16,196"
7046025,2569 SAN JOSE AV,"Ingleside, Other",CONSTRUCTION,3/3/10,2,VARIANCE FOR REAR YARD ENCROACHMENT,TO ERECT 3 STORIES 2 RESIDENTIAL UNITS.,Residential,RH-2,28,0,0,0,0,0,0,0,2006.0853,2.00511E+11,7/18/06,11/10/05,40-X,RH-2,10-Nov-05,-122.449077,37.717583,3002,,Resident,-1,Construction,13,2,0
5320024,1850 PALOU AV,Other S Bayshore,CONSTRUCTION,4/8/09,1,,ERECT 1 TYPE-5 NON-RATED RESIDENTIAL BLUILDING,Residential,RH-1,406,0,0,0,0,0,0,0,,2.00511E+11,,11/23/05,40-X,RH-1,23-Nov-05,-122.395818,37.736944,2397,,Resident,-1,Construction,13,1,0
2649044,4123 17TH ST,Central,CONSTRUCTION,4/22/10,3,3 new condominiums,CONVERT (E) HABITABLE SPACE IN BASEMENT INTO 3RD UNIT. CONSTRUCT (N) 2 CAR GARAGE IN BASEMENT. ADD WASHER/DRYER AND HALF BATH TO FIRST AND SECOND LEVEL UNITS. REMOVE (E) SPECIAL RESTRICTIONS. VARIANCE APP. 2005.1159V FOR OPEN SPACE.,Residential,RH-3,202,0,0,0,0,0,0,0,2008.1371,2.00512E+11,,12/22/05,40-X,RH-3,22-Dec-05,-122.437842,37.762252,1281,,Resident,-1,Construction,13,1,0
4991617,101 EXECUTIVE PARK BL,Executive Park,CONSTRUCTION,4/26/10,340,,GRADING,Commercial,C-2,880,0,0,0,0,0,0,0,2003.1113,2.00604E+11,,12/28/05,100-G/140-H/2,C-2,28-Dec-05,-122.394775,37.711286,3269,,Resident,-1,Construction,13,340,"14,000"
5667015,317 CORTLAND AV,Bernal Heights,CONSTRUCTION,4/19/10,2,To allow two dwelling units within an NC District without parking per PC Sec. 161(j); the entire project is to construct a new structure that would include two dwelling units and a commercial space.,Construct a new 3-story buildind comprised of ground floor commercil space with 2 dwelling units,Mixed Use,NC-2,448,0,0,0,0,0,0,0,2006.0056,2.00804E+11,1/12/06,4/18/08,40-X,NC-2,12-Jan-06,-122.418368,37.739369,2549,,Resident,-1,Construction,13,2,0
4010001O,542 KANSAS ST,Showpl/Potrero,CONSTRUCTION,8/3/09,2,The proposal is a horizontal and vertical addition changing a single-family dwelling into a two-family dwelling in zoning district RH-3. The proposal required and was g ranted a Rear Yard Variance for the horizontal addition at a public hearing held on Au,"VERTICAL & HORIZONTAL ADDITION SITE PERMIT FOR CREATING A 2ND DWELLING UNIT ON NEW THIRD STORY, TO BE BUILT, & ADDITION TOWARD THE REAR",Residential,RH-3,543,0,0,0,0,0,0,0,2007.0096,2.00601E+11,,1/30/06,40-X,RH-3,30-Jan-06,-122.403501,37.762875,2087,,Resident,-1,Construction,13,1,0
4009008A,585 KANSAS ST,Showpl/Potrero,CONSTRUCTION,6/17/08,2,Variance for reduced parking requirement,"1/F-REMOVE (E)UNPERMITTED ROOM,CLOSET & FULL BATH IN 1/F GARAGE.INFILL CANTILEVERED 2ND STORY @NORTHEAST,CORNER OF HOUSE.INFILL (E)LIGHTWELL @1ST STORY.ADD A LEGAL UNIT IN FORMER LOCATION OF UNPERMITTED WORK @REAR OF HOUSE 21'X20'=240SF.ADD 1 HR.RATED COR",Residential,RH-3,543,0,0,0,0,0,0,0,2006.014,2.00602E+11,,2/2/06,40-X,RH-3,2-Feb-06,-122.403125,37.76246,2086,,Resident,-1,Construction,13,1,0
6593006,230 DUNCAN ST,Central,CONSTRUCTION,2/5/08,2,NEW CONSTRUCTION FOR A MANDATORY DR FOR A SFR,"ERECT 4 STORIES, 2 DWELLING UNITS, TYPE 5 BUILDING.",Residential,RH-2,123,0,0,0,0,0,0,0,2006.0276,2.00602E+11,2/16/06,2/7/06,40-X,RH-2,7-Feb-06,-122.425453,37.746322,2855,,Resident,-1,Construction,13,1,0
3588005,736 VALENCIA ST,Mission,CONSTRUCTION,1/11/10,8,Staff initiated DR to remove springing conditions.,TO ERECT 8 DWELLING UNITS WITH 4 STORY NEW BUILDING(RESIDENTIAL AND COMMERCIAL),Mixed Use,NCT,204,750,,,,,750,,2008.0274,2.00602E+11,3/3/08,2/8/06,55-X,Valencia St NCT,8-Feb-06,-122.421665,37.761066,1605,,Mixres,-1,Construction,13,8,750
512041,2395 Lombard Street,Marina,CONSTRUCTION,4/6/10,12,The proposal is to demolish the existing automotive commercial building and to construct a 4-story mixed-use building in zoning district NC-3. The project proposes 12 dwelling units over a commercial ground floor and 15 parking spaces within a garage belo,"TO ERECT 4 STORIES, 12 UNITS OF MIXED USE RESIDENTIAL, COMMERCIAL & PARKING.",Mixed Use,NC-3,815,0,,,,0,0,,2007.0959,2.00603E+11,8/22/07,3/15/06,40-X,NC-3,15-Mar-06,-122.44074,37.799107,342,,Resident,-1,Construction,13,12,"5,816"
2695016,590 CASTRO ST,Central,CONSTRUCTION,4/6/10,4,Subdivide the two existing dwelling units on the second and third floors to create a total of four dwelling units. Parking and usable open space would not be provided for the new dwelling units.  Rear yard variance required to infill lightwell to provide ,CONVERT (E) 2 UNITS ON 2ND & 3RD FLFOORS INTO 4 UNITS. NO CHANGE TO GROUNDFLOOR COMMERCIAL USE. PROVIDE PROPERTY LINE WALLS TO (E) REAR STAIR,Mixed Use,NCD,190,0,0,0,0,0,0,0,2005.1056,2.00603E+11,,3/15/06,40-X,CASTRO,15-Mar-06,-122.435048,37.759507,1303,,Resident,-1,Construction,13,2,0
1005025,3043 CLAY ST,Marina,CONSTRUCTION,3/1/10,3,,VERTICAL ADDITON AND ADDIDUM OF 1 RESIDENCIAL UNIT FROM 2 UNITS TO 3/CHANGE IN USE TO R-1,Residential,RH-3,329,0,0,0,0,0,0,0,,2.00604E+11,,4/3/06,40-X,RH-3,3-Apr-06,-122.443182,37.789433,621,,Resident,-1,Construction,13,1,0
6080039,331 LISBON ST,"South Central, Other",CONSTRUCTION,3/26/10,1,"CONSTRUCT NEW SINGLE-FAMILY DWELLING.  FOR DEMO, SEE 2007.0188D.",(FRONT BUILDING) TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING IN FRONT,Residential,RH-1,50,0,0,0,0,0,0,0,2007.0189,2.00605E+11,2/21/07,5/2/06,40-X,RH-1,2-May-06,-122.432699,37.722953,2677,,Resident,-1,Construction,13,1,0
1386015,279 26TH AV,Richmond,CONSTRUCTION,6/22/09,3,,"HORIZONTAL & VERTICAL ADDITION TO (E) BUILDING, ADD ONE MORE UNIT - FROM 2 UNITS TO 3 UNITS.",Residential,RM-1,314,0,0,0,0,0,0,0,,2.00605E+11,,5/9/06,40-X,RM-1,9-May-06,-122.486284,37.784324,638,,Resident,-1,Construction,13,1,0
6592034,389 27TH ST,Central,CONSTRUCTION,10/29/07,2,Renovate and enlarge existing garage at the rear of the property to accommodate a car lift within.,"ADD 3RD FLOOR TO BLDG. RECONFIGURE INTERIOR WALLS, DOORS, AND WINDOWS.",Residential,RH-2,120,0,0,0,0,0,0,0,2007.1145,2.00606E+11,,6/7/06,40-X,RH-2,7-Jun-06,-122.428751,37.74666,2854,,Resident,-1,Construction,13,1,0
1629022,676 16TH AV,Richmond,CONSTRUCTION,5/14/09,2,,"EXTENDING TO REAR OF YARD BY 14' - 4 1/2"" PLUS ADDITION OF 2 STORIES OVER (E) TO CREATE A NEW UNIT.",Residential,RH-2,613,0,0,0,0,0,0,0,,2.00606E+11,,6/13/06,40-X,RH-2,13-Jun-06,-122.474546,37.775406,1018,,Resident,-1,Construction,13,1,0
4102052,585 TEXAS ST,Showpl/Potrero,CONSTRUCTION,7/17/09,2,"Addition to existing 1,087 square foot single-family dwelling, adding one additional unit for a total of 3,000 square feet and 2-units.","NEW 2 CAR GARAGE & STUDIO UNIT 1ST FLOOR, 2 NEW 4 BEDRM RESIDENCES 2ND & 3RD FLS, NEW ROOF DECK",Residential,RH-2,520,0,0,0,0,0,0,0,2006.0689,2.00606E+11,,6/13/06,40-X,RH-2,13-Jun-06,-122.395066,37.759002,2158,,Resident,-1,Construction,13,1,0
6154012,853 GOETTINGEN ST,"South Central, Other",CONSTRUCTION,3/23/10,1,"2-lot subdivision, alteration of an existing SFD on the resulting 29-ft-wide lot and construction of a new SFD on the 21-ft-wide lot, requiring a CU for the new building.","TO ERECT 1 FAMILY DWELLING (BUILDING ""B"")",Residential,RH-1,51,0,0,0,0,0,0,0,2006.1087,2.00606E+11,11/16/06,6/21/06,40-X,RH-1,21-Jun-06,-122.404141,37.72147,2692,,Resident,-1,Construction,13,1,0
1453039,322 22ND AV,Richmond,CONSTRUCTION,12/11/08,3,"The proposal is to add two dwelling units, relocate the garage entry, add window to the front of the building, add a fourth floor, construct a rear addition in zoning district RM-1.","REAR & VERTICAL ADDITION OF 2 UNITS ON 3 FLOORS. REMOVE EXISTING ROOF, INTERIOR PARTITIONS AS SHOWN, REAR ADDITION & 4TH FLOOR ADDITION. 3 UNITS CONDOMINIMUMS ON 3 FLOORS PER PLAN.",Residential,RM-1,677,0,0,0,0,0,0,0,2006.1149,2.00606E+11,,6/29/06,40-X,RM-1,29-Jun-06,-122.481459,37.78163,879,,Resident,-1,Construction,13,2,0
871016,1844 MARKET ST,Market Octavia,CONSTRUCTION,7/17/07,113,"The proposed project is demolition of a 3-story 6,400-gsf office building and construction of a 7-story 140,380-gsf mixed use residential structure in two buildings with shared basement parking, and a podium courtyard, spanning the midblock approaching th","TO ERECT 8 STORIES, 113 DWELLING UNITS OF RESIDENTIAL / RETAIL / PARKING / ASSEMBLY.",Mixed Use,NCT-3,248,"5,100",,,,,"5,100",,2004.0892,2.00607E+11,,7/14/06,85-X,NCT-3,14-Jul-06,-122.424217,37.771347,593,,Mixres,-1,Construction,13,113,"3,033"
839029,261 OCTAVIA ST,Market Octavia,CONSTRUCTION,4/23/10,15,"New contruction of 15 low income units for use by developmentally disabled.  ""C"" for Residential Care Facility for 17 residents in (potential) RH-3 District & height in excess of 40 ft. in a (proposed)(n) ""R"" District.  ""V"" for Off-Street parking and Rear",TO ERECT 5 STORY 15 RESIDENTIAL /SUPPORT SPACES,Mixed Use,NCT,587,0,0,0,0,0,0,0,2006.0799,2.00809E+11,8/9/06,9/30/08,50-X,HAYES NCT,9-Aug-06,-122.424421,37.774554,576,,Resident,-1,Construction,13,15,0
184031,1355 PACIFIC AV,Northeast,CONSTRUCTION,11/24/09,24,Demolition of existing two-story light industrial building. New construction of 24 dwelling units over ground floor parking in a five-story building. ,ERECT A 5 STORY CONDO BUILDING.,Mixed Use,NC-2,345,0,0,0,0,0,0,0,2005.093,2.00608E+11,12/11/06,8/24/06,40-X,PACIFIC,24-Aug-06,-122.417683,37.795405,14,,Resident,-1,Construction,13,24,"-18,632"
5259002,1502 INNES AV,"BVHP Area A,B",CONSTRUCTION,3/18/10,1,The proposal is to construct a new three-story single family dwelling on a vacant lot in Zoning District RH-1. The first and second floors of the proposed dwelling are set back approximately 5.5 from the front property line and the third floor is setback ,"ERECT 3 STORIES, 1 DWELLING UNIT BUILDING.",Residential,RH-1,429,0,0,0,0,0,0,0,2007.0465,2.00608E+11,,8/25/06,40-X,RH-1,25-Aug-06,-122.38709,37.738591,2380,,Resident,-1,Construction,13,1,0
1858004,1515 12TH AV,Inner Sunset,CONSTRUCTION,2/9/10,2,"New construction of a 2-unit, 4-story building with two off-street parking spaces.",TO ERECT A NEW 4 STORY 2 DWELLING UNITS,Residential,RH-2,528,0,,,,,,,2008.1364,2.00608E+11,12/12/08,8/25/06,40-X,RH-2,25-Aug-06,-122.469415,37.759742,1178,,Resident,-1,Construction,13,1,0
3608018,3352 21ST ST,Mission,CONSTRUCTION,11/12/08,3,,REAR YARD & BSMT ADDITION TO (E) 2 DEWLLING UNIT HOUSE. ADDITION OF 1 NEW 1 BEDROOM/1 BATH DWELLLING UNIT @ BSMT REAR YARD.  ADD A NEW 2 CAR GARAGE TO (E) BSMT @ FRONT OF HOUSE. ADD 1 BEDROOM & 1 BATHROOM TO @ (E) DWELLING UNIT. THE RESULTING BUILDING IS ,Residential,RH-3,183,0,0,0,0,0,0,0,2005.0969,2.00608E+11,,8/29/06,40-X,RH-3,29-Aug-06,-122.422279,37.756981,1645,,Resident,-1,Construction,13,1,0
3708056,1 ECKER ST,TB Combo,CONSTRUCTION,5/12/09,51,,CONVERSION OF THE EXISTING OFFICE BUILDING INTO A RESIDENTIAL BUILDING INCLUDE UP TO 51 DWELLING IUNITS AND NO OFF STREET PARKING WILL BE PROVIDED. AND SOME RETAIL SPQCE AT THE GROUND FLOORWILL BE REMANIED.,Commercial,C-3-O,740,"36,000",0,0,0,0,"36,000",0,,2.00608E+11,,8/31/06,500-S,C-3-O,31-Aug-06,-122.399281,37.789974,1757,2,Mixres,-1,Construction,13,51,"-238,920"
4976019,750 JAMESTOWN AV,"BVHP Area A,B",CONSTRUCTION,4/16/09,1,Construct a new single-family dwelling unit.,TO ERECT ONE DWELLING UNIT WITH  3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,879,0,0,0,0,0,0,0,2007.0078,2.00609E+11,1/19/07,9/7/06,40-X,RH-1,7-Sep-06,-122.38935,37.715691,2346,,Resident,-1,Construction,13,1,0
7104049,107 LOBOS ST,"Ingleside, Other",CONSTRUCTION,8/31/09,1,"The proposal is to construct a new one-story over garage and basement, single-family dwelling.","ERECT 3 STORIES, 1 DWELLING UNIT BUILDING.",Residential,RH-1,20,0,0,0,0,0,0,0,2007.1391,2.00611E+11,,11/1/06,40-X,RH-1,1-Nov-06,-122.456568,37.714764,3027,,Resident,-1,Construction,13,1,0
1466034,440 35TH AV,Richmond,CONSTRUCTION,11/23/09,2,New construction of 2-unit building in association with Mandatory Demo DR case no. 2006.1454D,TO ERECT 2 DWELLING UNIT WITH 4 STORY NEW BUILDING,Residential,RH-2,295,0,0,0,0,0,0,0,2006.1517,2.00611E+11,12/19/06,11/30/06,40-X,RH-2,30-Nov-06,-122.495349,37.780705,899,,Resident,-1,Construction,13,1,0
4912002,2838 JENNINGS ST,"BVHP Area A,B",CONSTRUCTION,11/16/07,2,,COMPLY NOV 200449317.CONVERT (E)GRD/FL COMMERCIAL SPACE TO 2 BEDRM APARMENT.CHG LAUNDRY RM FOR THE BLDG. CHG UTILITY RM & A ROOF TOP DECK FOR THE APARTMENT. ALL VIOLATION WILL BE CORRECTED FOR 2/FL UNIT. ALL NEW ELECT & PLUMB FOR NEW LOWER UNIT.,Industrial,PDR-2,896,0,0,0,0,0,0,0,,2.00612E+11,,12/1/06,40-X,PDR-1-B,1-Dec-06,-122.392991,37.722476,2324,,Resident,-1,Construction,13,1,0
1568011D,2400 BALBOA ST,Richmond,CONSTRUCTION,10/13/09,2,,"ADD 2 STORIES TO EXISTING 2 STORY BUILDING WIDEN GARAGE DOOR FOR 2 CARS REMODEL EXISTING GARAGE AND SECOND FLOOR NEW TOWN HOUSE UNIT ON 3RD AND 4TH FLOOR, REPLACE ALL WINDOWS AND HEATING SYSTEMS, NEW REAR STAIRS AND EXTERIOR FINISH MATERIAL TO BE REPLACED",Residential,RH-2,274,0,0,0,0,0,0,0,,2.00612E+11,,12/11/06,40-X,RH-2,11-Dec-06,-122.48456,37.776369,972,,Resident,-1,Construction,13,1,0
3733028,894 FOLSOM ST,WSoMa,CONSTRUCTION,2/8/10,1,The project would extend and convert the 2nd floor of the existing commercial structure to a dwelling unit. ,NEW COMMERICAL SPACE ON GROUND LEVEL. NEW 2ND FLOOR RESIDENTIAL UNIT AND GARAGE. NEW ROOF  STRUCTURE,Industrial,RSD,672,"1,500",,,,,"1,500",,2007.0816,2.00612E+11,8/20/08,12/28/06,40-X/85-B,RSD,28-Dec-06,-122.403252,37.78058,1884,,Mixres,-1,Construction,13,1,"-1,000"
5504001H,3119 HARRISON ST,Bernal Heights,CONSTRUCTION,3/25/10,2,ALLOW A 14-FOOT WIDE PROJECTING BAY AT THE CORNER & REDUCE PARKING REQUIREMENT FROM 7 SPACES TO 6.,ERECT 3 STORIES 2 UNITS BUILDING,Residential,RH-2,125,0,0,0,0,0,0,0,2007.042,2.00701E+11,,1/12/07,40-X,RH-2,12-Jan-07,-122.411274,37.748056,2471,,Resident,-1,Construction,13,2,0
3587059,77 OAKWOOD ST,Central,CONSTRUCTION,1/5/10,2,The project proposes to demolish an existing single-family residence and construct a new two-family residence.  This project falls under the Board of Supervisors' interim controls (File No. 070081) requiring Conditional Use authorization for all residenti,ERECT 4 STORIES OF 2 DWELLING UNITS,Residential,RH-2,204,0,,,,,,,2006.1303,2.00701E+11,4/24/07,1/25/07,40-X,RH-2,25-Jan-07,-122.424732,37.760369,1601,,Resident,-1,Construction,13,1,0
6630043,519 29TH ST,Central,CONSTRUCTION,10/14/09,2,Demolition of existing single family residence (c. 1900) and new construction of a two-family dweling.,ERECT ONE 4 STORIES OF TWO FAMILIES DWELLING,Residential,RH-2,461,0,0,0,0,0,0,0,2007.0343,2.00702E+11,4/11/07,2/26/07,40-X,RH-2,26-Feb-07,-122.431645,37.743261,2884,,Resident,-1,Construction,13,1,0
494009,37 MAGNOLIA ST,Marina,CONSTRUCTION,4/15/10,3,rear yard variance,TO ERECT SINGLE FAMILY DWELLING,Mixed Use,NC-3,380,0,,,,,,,2007.0218,2.00704E+11,3/6/07,4/20/07,40-X,NC-3,6-Mar-07,-122.431835,37.800754,321,,Resident,-1,Construction,13,1,0
26006,2603 Hyde Street,Northeast,CONSTRUCTION,4/12/10,3,"The proposal is to construct a new 3-unit, 4-story building on a vacant lot that is approximately 31' wide by 69' deep in Zoning District RH-3. The new building will be approximately 33' high at the front property line, including the roof parapet. The 4th",ERECT 4 STORIES 3 DWELLING UNITS BLDG.,Residential,RH-3,850,0,,,,,,,2007.0949,2.00703E+11,,3/9/07,40-X,RH-3,9-Mar-07,-122.420256,37.804861,64,,Resident,-1,Construction,13,3,0
3563036,2367 MARKET ST,Central,CONSTRUCTION,8/12/09,0,New construction of 3-story structure on the rear of 2369 Market St. Addition at 2nd floor of an existing 2-story building to comply with handicap accessible requirements.,"Add 2 stories to rear of building, remodel 3rd fl and 2nd Mezzanine for offices, new roofs, skylight",Mixed Use,NCT,560,"8,394",,,,,"8,394",,2007.0072,2.00808E+11,3/9/07,8/22/08,65-B,UPR MARKET,9-Mar-07,-122.43426,37.7631,1550,,Retail/Ent,-1,Construction,13,0,"4,680"
3654024,485 ELIZABETH ST,Central,CONSTRUCTION,4/26/10,2,The project would demolish the existing single family house built pre-1900 and construct a new two-family dwelling.,EXISTING SINGLE FAMILY RESISDENCE ALTERED WITH HORIZONTAL AND VERTICAL EXTENSIONS TO PROVIDE 2 UMIT.,Residential,RH-3,147,0,,,,,,,2007.0314,2.00705E+11,3/14/07,5/18/07,40-X,RH-3,14-Mar-07,-122.431434,37.752129,1726,,Resident,-1,Construction,13,1,0
4098037,690 ARKANSAS ST,Showpl/Potrero,CONSTRUCTION,3/1/10,2,,PROPOSED HORIZONTAL ADDITION TO ACCOMODATE 1 ADDITIONAL UNIT TO EXISTING SINGLE FAMILY RESIDENCE. TO BE KNOWN AS 690-A ARKANSAS STREET WHICH WILL BE NEW CONSTRUCTION. 3-STROY OVER BASEMENT.,Residential,RH-2,607,0,,,,,,,2009.0803,2.00703E+11,,3/15/07,40-X,RH-2,15-Mar-07,-122.398178,37.757648,2149,,Resident,-1,Construction,13,1,0
2349031,2342 21ST AV,Outer Sunset,CONSTRUCTION,3/23/10,2,,HOME REMODEL. EXTEND INTO REAR YARD. CHANGE OF USE FROM SINGLE FAMILY RESIDENCE TO 2 UNITS.,Residential,RH-2,452,0,,,,,,,,2.00704E+11,,4/13/07,40-X,RH-2,13-Apr-07,-122.477737,37.743987,1235,,Resident,-1,Construction,13,1,0
6343026A,641 LISBON ST,"South Central, Other",CONSTRUCTION,12/9/09,1,,TO ERECT 1 DWELLING UNIT WITH 3 STORIES NEW BUILDING,Residential,RH-1,39,0,,,,,,,,2.00705E+11,,5/11/07,40-X,RH-1,11-May-07,-122.436323,37.718153,2764,,Resident,-1,Construction,13,1,0
3612062,769 TREAT AV,Mission,CONSTRUCTION,4/22/10,3,,PROPOSED REPAIR OF FIRE DAMAGE AND PROPOSED HORIZONTAL AND VERTICAL ADDITION TO ACCOMODATE ONE ADDIT,Residential,RH-3,188,0,,,,,,,,2.00705E+11,,5/16/07,40-X,RH-3,16-May-07,-122.413328,37.757916,1656,,Resident,-1,Construction,13,1,0
6934002,539 FAXON AV,"Ingleside, Other",CONSTRUCTION,7/15/09,1,,TO CONVERT (E) AUTO REPAIR TO RETAIL. ADD 1 RESIDENTIAL UNIT ON SECOND AND THIRD FLOOR.,Residential,RH-2,54,0,,,,,,,,2.00705E+11,,5/22/07,40-X,RH-2,22-May-07,-122.460415,37.724102,2956,,Resident,-1,Construction,13,1,0
2716056,170-180 Yukon Street,Central,CONSTRUCTION,3/5/10,2,The proposal is to construct a new two-unit building with two parking spaces on a vacant lot.,"ERECT 2-STORY, 1 BASEMENT AND 2 DWELLING UNITS BUILDING.",Residential,RH-2,196,0,,,,,,,2007.0593,2.00705E+11,6/18/07,5/25/07,40-X,RH-2,25-May-07,-122.442446,37.757282,1324,,Resident,-1,Construction,13,2,0
514002,3157 STEINER ST,Marina,CONSTRUCTION,12/4/09,2,Remodel of existing 2-story single-family house with rear and third floor addition andsecond dwelling unit on first floor.,remodel 2 story house 2w/ rear & third floor addition & 2nd dwelling unit  on 1st floor,Residential,RH-2,816,0,,,,,,,2007.1399,2.00705E+11,4/18/08,5/25/07,40-X,RH-2,25-May-07,-122.437628,37.798465,343,,Resident,-1,Construction,13,1,0
4711118,Hudson Ave and Whitney Young Cir,"BVHP Area A,B",Construction,1/1/09,24,,,Residential,RH-2,411,0,0,0,0,0,0,0,,,6/6/07,6/6/07,160-D,RH-2,6-Jun-07,-122.38136,37.73284,2260,,Resident,-1,Construction,,24,0
3076050,155 TERRACE DR,Inner Sunset,CONSTRUCTION,6/1/09,1,,TO ERECT ONE DWELLING UNIT WITH  2 STORIES NEW BUILDING WITH BASEMENT.,Residential,RH-1(D),420,0,0,0,0,0,0,0,,2.00706E+11,,6/11/07,40-X,RH-1(D),11-Jun-07,-122.46401,37.736702,1423,,Resident,-1,Construction,13,1,0
96001,1209 FILBERT ST,Northeast,CONSTRUCTION,8/7/09,1,,TO ERECT SINGLE FAMILY DWELLING,Residential,RH-3,368,0,,,,,,,,2.00706E+11,,6/12/07,40-X,RH-3,12-Jun-07,-122.419494,37.799966,112,,Resident,-1,Construction,13,1,0
5632016,27 CARVER ST,Bernal Heights,CONSTRUCTION,2/8/10,1,Construct new dwelling unit w/out required front setback and with tandem parking.,TO ERECT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,114,0,,,,,,,2007.0724,2.00807E+11,7/19/07,7/10/08,40-X,RH-1,19-Jul-07,-122.409933,37.742878,2538,,Resident,-1,Construction,13,1,0
4152016,1076 HAMPSHIRE ST,Mission,CONSTRUCTION,12/22/09,2,Demolish existing single-story storage building built in 1922 and construct a 4-story 2-unit building.,ERECT 4 STORIES 2 DWELLING UNITS BLDG.,Residential,RH-2,171,0,,,,0,,,2008.0015,2.00709E+11,1/7/08,9/19/07,40-X,RH-2,19-Sep-07,-122.407686,37.754966,1819,,Resident,-1,Construction,13,1,-920
4148001A,2857 22ND ST,Mission,CONSTRUCTION,3/18/10,2,,SITE PLAN FOR LOWER LEVEL OF 2 SOTRY BLDG. TO INSTALL A NEW RESIDENTIAL UNIT WITH PATIO IN PRESENT W,Residential,RH-3,171,0,,,,,,,,2.00709E+11,,9/24/07,40-X,RH-3,24-Sep-07,-122.411401,37.755804,1815,,Resident,-1,Construction,13,1,0
3647032,3645 23RD ST,Central,CONSTRUCTION,3/29/10,2,"The proposal is for the construction of a new three-story over garage, Two-family dwelling after the demolition of an existing single-family dwelling in an RH-2 district.","ERECT 4 STORIES 2 FAMILY DWELLING UNITS BUILDING, FULLY SPRINKLED. PERMIT TO COMPLY WITH PLANNING RE",Residential,RH-3,144,0,,,,,,,2008.073,2.0071E+11,6/20/08,10/12/07,40-X,RH-3,12-Oct-07,-122.423987,37.753417,1719,,Resident,-1,Construction,13,1,"-2,000"
1601001,701 43RD AV,Richmond,CONSTRUCTION,12/31/08,2,"Off-street parking variance to legalize the addition of one dwelling unit on the ground floor of the one-story, single-family dwelling.  A single off-street parking space will continue to be provided in the existing garage.",LEGALIZE 2ND UNIT. CONVERT EXISTING SFD TO 2 UNIT RESIDENTIAL.  REMODEL GROUND FLOOR FOR NEW KITCHEN,Residential,RH-2,270,0,,,,,,,2007.0652,2.0071E+11,,10/15/07,40-X,RH-2,15-Oct-07,-122.503878,37.775204,989,,Resident,-1,Construction,13,1,0
1101022,2139 OFARRELL,Western Addition,CONSTRUCTION,4/20/10,21,,"Demolish a two story commercial bldg. (200710155391)
New 121 unit affordable housing complex",Residential,RM-3,670,0,,0,,,,,,2.0071E+11,,10/30/07,40-X,RM-3,30-Oct-07,-122.439971,37.782219,724,,Resident,-1,Construction,13,21,"-14,712"
3574090,3151 17TH ST,Mission,CONSTRUCTION,4/20/10,0,,"Demolish and replace existing theater and offices. Increase gross area by 3673 Sq.Ft. Reduce existing theater seating by 16 seats. Preserve existing un-reinforced masonry walls & 17th St. facade.
New mechanical and electrical throughout.",Industrial,PDR-1-G,537,"15,391",,"15,391",,,,,,2.0071E+11,,10/31/07,58-X,PDR-1-G,31-Oct-07,-122.416395,37.763485,1569,,CIE,-1,Construction,13,0,"3,673"
