Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT,SUPDIST,Sponsor Firm,Sponsor Name,CONTACTPHONE,FULLNAME,CONTACTCITY,CONTACTADD
4645002B,818 Innes Av,India Basin,BP REINSTATED,6-Nov-07,3,"The project is the new construction of a mixed use building with 3 residential units over 2,000 square feet of office use, with 3 parking spaces.", ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG WITH COML,Mixed Use,NC-2,446,2000,2000,,,,,,2007.0573,2.00401E+11,7-Feb-08,27-Jan-04,40-X,NC-2,27-Jan-04,-122.374414,37.731417,2250,Mixres,-1,BP Approved/Issued/Re-Instated,8,3,2000,,,2000,,,,4645,002B,3,3,NC-2,40-X,10,Reuben & Junius ,David Silverman,415 567 9000,David Silverman 415 567 9000,"San Francisco, CA  94104","1 Bush Street, Suite 600"
4645017,870 Innes Av,India Basin,BP REINSTATED,5-Feb-08,3,,REMODEL EXTG COMMERCIAL BLD TO CREATE 3 NEW CONDOMINIUM WITH 1 COMMERCIAL SPACE/CONCRETE 1ST LEVEL,Mixed Use,NC-2,446,0,0,0,0,0,0,0,,2.00501E+11,,31-Jan-05,40-X,NC-2,31-Jan-05,-122.375928,37.732279,2251,Resident,-1,BP Approved/Issued/Re-Instated,8,3,-2560,0,0,0,-2560,0,0,4645,17,,,NC-2,40-X,10,,,,,,
4645018,860 Innes Av,India Basin,BP APPROVED,3-Nov-08,4,"Construct a vertical addition to accommodate three DUs, convert ground floor to a three-car garage, and change ground floor use from business to retail in an NC-2 (Small-Scale Neighborhood Commercial) District and a 40-X Height and Bulk District.","ADD 2 NEW FLOORS TO (E) STRUCTURE.RECONFIGURE (E)SPACE W/NEW ADDED SPACE TO CREATE 1 COMM'L SPACE,",Mixed Use,NC-2,446,0,0,0,0,0,0,0,2004.1311,2.00402E+11,6-Dec-04,26-Feb-04,40-X,NC-2,26-Feb-04,-122.375385,37.731973,2252,Resident,-1,BP Approved/Issued/Re-Instated,9,4,-2560,0,0,0,-2560,0,0,4645,18,,,NC-2,40-X,10,,David O'Connor,876-0164,David O'Connor 876-0164,"San Francisco, CA 94118",618 - 5th Avenue
5419005,1636 Armstrong Av,"BVHP Area A,B",CONSTRUCTION,8-Apr-10,0,V FOR OFF-STREET PARKING: NO PARKING PROPOSED FOR THE CONSTRUCTION OF NEW CHURCH,ERECT A 2 STORY CHURCH CENTER.,Industrial,PDR-1,897,7500,0,7500,0,0,0,0,2001.1089,2.00302E+11,15-Nov-01,28-Feb-03,40-X,M-1,15-Nov-01,-122.392636,37.726618,2440,CIE,-1,Construction,13,-1,7500,7500,0,0,0,0,0,5419,5,1,1,M-1,40-X,10,,John Schlenke,468-5110,John Schlenke 468-5110,"San Francisco, CA 94124",1485 Bayshore Blve. 
5438022,2591 San Bruno Av,"South Central, Other",BP Filed,14-Sep-05,3,,VERTICAL EXTENSION. ADD NEW STORY & CONSTRUCT 1 NEW UNIT & EXPAND 1 RESIDENTIAL UNIT.,Mixed Use,NC-2,79,0,0,0,0,0,0,0,,2.00509E+11,,14-Sep-05,40-X,NC-2,14-Sep-05,-122.404049,37.729093,2453,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,5438,22,,,NC-2,40-X,9,,,,,,
5450020,2775 San Bruno Av,"South Central, Other",BP Filed,21-Aug-08,2,,VERTICAL AND HORIZONTAL EXTENSIONS OF THE EXISTING BUILDING. WORK INCLUDES RAISING THE EXISTING BUIL,Mixed Use,NC-2,57,6375,4250,0,0,0,2125,0,,2.00808E+11,,21-Aug-08,40-X,NC-2,21-Aug-08,-122.403104,37.726841,2455,Mixres,0,BP Filed,6,1,6375,0,0,4250,0,2125,0,5450,20,,,NC-2,40-X,10,,,,,,
5457030,2809 San Bruno Av,"South Central, Other",BP ISSUED,5-Nov-10,2,THIRD FLOOR VERTICAL ALTERATION TO RELOCAT GROUND FLOOR DWELLING UNIT TO THIRD FLOOR AND CONVERT GROUND FLOOR TO COMMERCIAL USE.,3RD FLOOR ADDITION FOR DWELLING UNIT RELOCATION. ESTABLISH GROUND FLOOR COMMERCIAL SPACE. GROUND FLO,Mixed Use,NC-2,57,1523,,,,,1523,,2007.1034,2.00705E+11,7-Sep-07,18-May-07,40-X,NC-2,18-May-07,-122.40287,37.726276,2456,Mixres,-1,BP Approved/Issued/Re-Instated,11,0,1523,,,,,1523,,5457,30,,,NC-2,40-X,10,,Van Ly,468-3222,Van Ly 468-3222,San Francisco 94134,8 Brussels Street
5457037,2895 San Bruno Av,"South Central, Other",PL Filed,29-Jul-10,10,"convert gas station to 5 four story mixed use buildings on 11,250 sqft lot. The project would include new construction of a 5 four-story mixed-use buildings with 10 residential units, 4,230 sq.ft. of retail, and 6,748 sq.ft. of office. ",,Mixed Use,NC-2,57,10978,6748,,,,4230,,2010.0627,,29-Jul-10,,40-X,NC-2,29-Jul-10,-122.402519,37.725451,2457,Mixres,0,Planning Filed,14,10,10978,,,6748,,4230,,5457,37,,,NC-2,40-X,10,GABRIEL Y. NG & ASSOCIATES,Gabriel  Ng,415-682-8060,Gabriel  Ng 415-682-8060,"SAN FRANCISCO , CA 94122","1360 Ninth Avenue, Suite 210"
5475007,6534 03rd St,"BVHP Area A,B",BP ISSUED,3-May-07,2,"Construction of  a new three-story, two-unit residential building with a two-car garage. A front yard variance is sought.","ERECT 3 STORIES, 2 DWELLING UNITS BUILDING.",Residential,RM-1,905,0,0,0,0,0,0,0,2005.0858,2.00507E+11,1-Sep-05,6-Jul-05,40-X,RM-1,6-Jul-05,-122.397354,37.719316,2466,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,0,0,0,0,0,0,5475,7,,,RM-1,40-X,10,,Marjorie  Lee,,Marjorie  Lee ,,
5476009,6600 Third Street,"BVHP Area A,B",BP ISSUED,22-Feb-11,73,"100 %  Affordable DUs (42,238 square feet) and 21 off-street parking spaces.  New building would be 40 feet tall.   Demolition of 43 residential hotel rooms and construction of 25 new dwelling units and 55 group housing units.  ","ERECT 73 DWELLING UNITS, 5 STORIES RESIDENTIAL/PARKING BUILDING.",Residential,RM-1,905,0,,,,,,,2008.111,2.01007E+11,2-Apr-09,19-Jul-10,40-X,RM-1,2-Apr-09,-122.397787,37.718831,2467,Resident,-1,BP Approved/Issued/Re-Instated,11,30,0,,,,,,,5476,9,21,-11,RM-1,40-X,10,,Michael Simmons,845-5527,Michael Simmons 845-5527,"San Francisco, CA 94114","2370 Market Street, #458"
5476014,3595 Keith St,"BVHP Area A,B",BP APPROVED,29-Dec-09,1,"Construction of 6 residential units on 4 floors of 40-foot high,  5721 sf building to be constructed on vacant lot.
====
Zoning: RM-1
To construct on this vacant triangular-shaped lot a new three-story-over-garage, six-unit building for seniors with three",ERECT 3 STORIES 1 SINGLE FAMILY BUILDING.,Residential,P,905,0,0,0,0,0,0,0,2005.1054,2.00611E+11,22-Jun-06,30-Nov-06,40-X,RM-1,22-Jun-06,-122.398654,37.719186,2468,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,5476,14,,,RM-1,40-X,10,Gabriel Ng and Associates,Jeremy  Schaub,682-8060x103,Jeremy  Schaub 682-8060x103,"San Francisco,  CA  94122","1360 9th Ave, #210"
5504001H,3119 Harrison St,Bernal Heights,CONSTRUCTION,3-May-11,2,ALLOW A 14-FOOT WIDE PROJECTING BAY AT THE CORNER & REDUCE PARKING REQUIREMENT FROM 7 SPACES TO 6.,ERECT 3 STORIES 2 UNITS BUILDING,Residential,RH-2,125,0,0,0,0,0,0,0,2007.042,2.00701E+11,26-Apr-07,12-Jan-07,40-X,RH-2,12-Jan-07,-122.411274,37.748056,2471,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,5504,001H,,,RH-2,40-X,9,Studio 12 Architecture,Jeffrey Burris,415 503 0212,Jeffrey Burris 415 503 0212,"San Francisco, CA 94103",51 Gilbert Street
5524045,3301 Folsom St,Bernal Heights,BP Filed,6-Mar-08,2,,ADD ONE ADDITIONAL UNIT ON 1ST FLOOR AND BASEMENT. NO EXTERIOR EXPANSION,Residential,RH-2,454,0,,,,,,,,2.00803E+11,,6-Mar-08,40-X,RH-2,6-Mar-08,-122.413265,37.745062,2482,Resident,0,BP Filed,6,1,0,,,,,,,5524,45,,,RH-2,40-X,9,,,,,,
5525018,98 Norwich St,Bernal Heights,BP Filed,5-May-08,1,Variance for parking requirement and proposed structure in rear yard.,ERECT A NEW 3 STORY RESIDENTIAL UNITS WITH GARAGE,Residential,RH-2,454,0,,,,,,,2007.1168,2.00805E+11,11-Oct-07,5-May-08,40-X,RH-2,11-Oct-07,-122.411804,37.745246,2485,Resident,-1,BP Filed,6,1,0,,,,,,,5525,18,,,RH-2,40-X,9,John Lum Architecture,Luke Taylor-Brown,415-558-9550,Luke Taylor-Brown 415-558-9550,"San Francisco, Ca, 94110",3246 17th Street
5577002,384 Holladay Av,Bernal Heights,PL Approved,19-Aug-09,3,Develop single-family dwellings on each lot with two off-street parking spaces each. Downslope Lots.,,Residential,RH-1,465,0,,,,,,,2008.0409,,3-Apr-08,,40-X,RH-1,3-Apr-08,-122.406375,37.743781,2492,Resident,-1,PL Approved,4,3,0,,,,,,,5577,2,,,RH-1,40-X,9,,Kelton Finney,642.7722x132,Kelton Finney 642.7722x132,San Francisco,2451 Harrison Street
5577009,195 Brewster St,Bernal Heights,PL Filed,7-Apr-11,3,Construction of 3 new SFD on vacant lots.,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,,,,,,,2011.0357,2.00609E+11,7-Apr-11,25-Sep-06,40-X,RH-1,25-Sep-06,-122.407738,37.743127,2493,Resident,0,Planning Filed,6,3,0,,,,,,,5577,9,,,RH-1,40-X,9,Luce Forward,Justin Allamano,916-213-0615,Justin Allamano 916-213-0615,"San Francisco, CA  94117",350 Fillmore Street
5577010,193 Brewster St,Bernal Heights,BP Filed,25-Sep-06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,0,0,0,0,0,0,,2.00609E+11,,25-Sep-06,40-X,RH-1,25-Sep-06,-122.407688,37.743156,2494,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,5577,10,,,RH-1,40-X,9,,,,,,
5577011,191 Brewster St,Bernal Heights,PL Approved,28-Oct-09,1,"New 2,811 sqft single-family residence on vacant lot.","TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,,,,,,,2009.1018,2.00609E+11,28-Oct-09,25-Sep-06,40-X,RH-1,25-Sep-06,-122.407638,37.743185,2495,Resident,-1,PL Approved,6,1,0,,,,,,,5577,11,1,1,RH-1,40-X,9,,Kelton Finney,642.7722x132,Kelton Finney 642.7722x132,San Francisco,2451 Harrison Street
5577013,29 Joy St,Bernal Heights,BP Filed,25-Sep-06,1,,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,465,0,0,0,0,0,0,0,,2.00609E+11,,25-Sep-06,40-X,RH-1,25-Sep-06,-122.406711,37.743604,2497,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,5577,13,,,RH-1,40-X,9,,,,,,
5594014,2801 Oakdale Av,"BVHP Area A,B",BP APPROVED,19-Oct-09,0,,ERECT A 2 STORIES OFFICE BUILDING.,Industrial,M-1,484,6000,6000,,,,,,,2.00804E+11,,11-Apr-08,65-J,PDR-2,11-Apr-08,-122.404407,37.742526,2500,MIPS,-1,BP Approved/Issued/Re-Instated,9,0,6000,,,6000,,,,5594,14,,,PDR-2,65-J,10,,,,,,
5918029,419 Bowdoin St,"South Central, Other",PL Approved,17-Feb-09,6,Demolition of existing commercial structures and construction of six residential units.,,Residential,RH-2,70,0,,,,,0,,2008.14,,23-Dec-08,,40-X,RH-2,23-Dec-08,-122.412089,37.7301,2504,Resident,-1,PL Approved,6,6,-4850,,,,,-4850,,5918,29,,,RH-2,40-X,9,Town Consulting,Tony  Kim,246-8855,Tony  Kim 246-8855,"San Francisco, CA 94118","100 Clement Street, 3rd Floor"
6531022,353 San Jose Av,Mission,PL Approved,3-May-11,4,Demolish existing single-family dwelling and construct new 4-unit residence.,CONSTRUCTION OF FOUR-STORY FOUR DWELLING UNITS.,Residential,RM-2,128,0,,,,,,,2009.0173,2.00712E+11,1-Jul-10,12-Dec-07,40-X,RM-2,12-Dec-07,-122.42118,37.749705,2512,Resident,-1,PL Approved,5,3,0,,,,,,,6531,22,,,RM-2,40-X,9,GABRIEL Y. NG & ASSOCIATES,Gabriel  Ng,415-682-8060,Gabriel  Ng 415-682-8060,"SAN FRANCISCO , CA 94122","1360 Ninth Avenue, Suite 210"
7535102,1710 Diamond St,Central,BP Filed,16-Jun-11,4,See Demolition Case No. 2006.0974.  New Construction of four single family homes.  The demolition of the existing single-family home is considered under Case No. 2006.0974,ERECT ONE 3-STORY SINGLE FAMILY DWELLING,Residential,RM-1,462,0,,,,,,,2011.0632,2.00702E+11,16-Jun-11,6-Feb-07,40-X,RM-1,6-Feb-07,-122.435778,37.743704,2518,Resident,0,BP Filed,6,3,0,,,,,,,7535,102,,,RM-1,40-X,8,Town Consulting Inc.,Tony Kim,415-246-8855,Tony Kim 415-246-8855,"San Francisco, CA  94118","100 Clement Street, 3rd Floor"
5618020,152 Elsie St,Bernal Heights,BP REINSTATED,20-Feb-09,1,the project proposes the new construction of a single family residence without the required two parking spaces.,ERECT A TWO STORY SINGLE FAMILY DWELING,Residential,RH-1,116,0,,,,,,,2007.1215,2.0031E+11,18-Oct-07,6-Oct-03,40-X,RH-1,6-Oct-03,-122.418345,37.742132,2531,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,5618,20,,,RH-1,40-X,9,Shatara Architecture,Suheil Shatara,415 512 7566,Suheil Shatara 415 512 7566,"San Francisco, CA 94107",522 Second Street
5619057,133 Elsie St,Bernal Heights,BP APPROVED,7-Dec-09,1,,ERECT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,447,0,0,0,0,0,0,0,,2.00603E+11,,1-Mar-06,40-X,RH-1,1-Mar-06,-122.417814,37.742368,2533,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,0,0,0,0,0,0,5619,57,,,RH-1,40-X,9,,,,,,
5627042,495 Chapman St,Bernal Heights,BP Filed,19-Jan-07,1,,TO ERECT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,432,0,0,0,0,0,0,0,,2.00701E+11,,19-Jan-07,40-X,RH-1,19-Jan-07,-122.413081,37.741756,2535,Resident,0,BP Filed,11,1,0,0,0,0,0,0,0,5627,42,,,RH-1,40-X,9,,,,,,
5654021,219 Prentiss St,Bernal Heights,CONSTRUCTION,24-Feb-11,1,New construction of a single family dwelling.  Tiny lot.  Open space and rear yard variance.,CONSTRUCTION OF THREE STORIES SINGLE FAMILY DWELLING.,Residential,RH-1,433,0,,,,,,,2009.0308,2.00812E+11,16-Apr-09,10-Dec-08,40-X,RH-1,10-Dec-08,-122.411909,37.740079,2542,Resident,-1,Construction,13,1,0,,,,,,,5654,21,,,RH-1,40-X,9,Sia Consulting Corp.,Reza Khoshnevisan,922-0200x108,Reza Khoshnevisan 922-0200x108,"San Francisco, CA 94103",1256 Howard Street
5676023,361 Elsie St,Bernal Heights,CONSTRUCTION,31-Mar-10,1,Mandatory DR to construct a new 2FD following the demoliton of a SFD.  ,ERECT A 3 STORY 2 UNIT RESIDENTIAL BLDG,Residential,RH-2,102,0,0,0,0,0,0,0,2004.0103,2.00308E+11,30-Jan-04,8-Aug-03,40-X,RH-2,8-Aug-03,-122.420111,37.738552,2551,Resident,-1,Construction,13,1,0,0,0,0,0,0,0,5676,23,,,RH-2,40-X,9,"Elevation Architects, Inc.",Jonathan Pearlman,537-1125x15,Jonathan Pearlman 537-1125x15,"San Francisco, CA  94107",1099 23rd Street Suite 18
5677022,324 Cortland Av,Bernal Heights,CONSTRUCTION,15-Jun-11,2,,"DEMOLISH  A TWO STORY OFFICE AND 1 RESIDENTIAL UNIT BUILDING. (200707187161)
ERECT: 1 THREE STORY (BUSINESS AND RESIDENTIAL) STRUCTURE",Mixed Use,RH-2,98,1214,1214,,,,,,,2.00707E+11,,18-Jul-07,40-X,NC-2,18-Jul-07,-122.418379,37.739105,2553,Mixres,-1,Construction,13,1,316,,,316,,,,5677,22,,,NC-2,40-X,9,,,,,,
5719023,42 Leese St,Bernal Heights,BP Filed,30-Mar-07,3,,ERECT A NEW 4 STORY 3 DWELLING UNITS BUILDING,Mixed Use,NC-2,90,0,,,,,,,,2.00703E+11,,30-Mar-07,40-X,NC-2,30-Mar-07,-122.423848,37.736739,2564,Resident,0,BP Filed,6,3,0,,,,,,,5719,23,,,NC-2,40-X,9,,,,,,
5744075,347 Crescent Av,Bernal Heights,BP Filed,4-Jun-08,2,,CONSTRUCTION OF NEW 2 UNIT RESIDENTIAL BLDG IN A VACANT LOT,Residential,RH-2,87,0,,,,,,,,2.00806E+11,,4-Jun-08,40-X,RH-2,4-Jun-08,-122.417761,37.735063,2574,Resident,0,BP Filed,6,2,0,,,,,,,5744,75,,,RH-2,40-X,9,,,,,,
5810009,842 Moultrie St,Bernal Heights,BP ISSUED,19-Oct-07,2,Relocation of pre-1900 812 sf cottage. Construct 2252sf sf home with 2 car parking.,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,87,0,,,,,,,2006.0572,2.00601E+11,13-Apr-07,13-Jan-06,40-X,RH-1,13-Jan-06,-122.416373,37.73435,2578,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,5810,9,,,RH-1,40-X,9,Veverka Architects,Matthew Laughlin,415 777-3150,Matthew Laughlin 415 777-3150,"San Francisco, CA  94107",645 Harrison Street # 101
5825007,782-786 Andover St,Bernal Heights,BP APPROVED,5-Nov-10,6,Construction of three new two-unit buildings - steep grade on lot requires parking variance for lot 9.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,Residential,RH-2,87,0,0,0,0,0,0,0,2006.0825,2.00603E+11,10-Jul-06,2-Mar-06,40-X,RH-2,2-Mar-06,-122.417086,37.733671,2591,Resident,-1,BP Approved/Issued/Re-Instated,9,6,0,0,0,0,0,0,0,5825,7,4,4,RH-2,40-X,9,,William Walters,887-9716,William Walters 887-9716,"San Francisco, CA 94965",62 Glen Drive
5825008,790 Andover St,Bernal Heights,BP APPROVED,8-Sep-10,2,,ERECT 3 STORIES 2 DWELLING UNITS  BLDG.,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00603E+11,,2-Mar-06,40-X,RH-2,2-Mar-06,-122.417035,37.733619,2592,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,5825,8,,,RH-2,40-X,9,,,,,,
5825009,794 Andover St,Bernal Heights,BP APPROVED,5-Nov-10,2,Construction of three new two-unit buildings.  Total project would be six new residential units on three vacant lots.,TO ERECT 3 STORY S FAMILY DWELLING,Residential,RH-2,87,0,0,0,0,0,0,0,2006.0825,2.00603E+11,10-Jul-06,2-Mar-06,40-X,RH-2,2-Mar-06,-122.41701,37.733593,2593,Resident,-1,BP Approved/Issued/Re-Instated,9,2,0,0,0,0,0,0,0,5825,9,,,RH-2,40-X,9,,William Walters,887-9716,William Walters 887-9716,"San Francisco, CA 94965",62 Glen Drive
5826002,104 Bache St,Bernal Heights,BP ISSUED,4-Aug-09,2,Rear yard and parking variance,TO ERECT TWO DWELLING UNIT WITH 3 STORY NEW BLDG,Residential,RH-2,87,0,,,,,,,2008.0382,2.00706E+11,27-Mar-08,26-Jun-07,40-X,RH-2,26-Jun-07,-122.41763,37.733907,2594,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,5826,2,,,RH-2,40-X,9,,Jorge Saucedo,415-202-3553,Jorge Saucedo 415-202-3553,"San Francisco, CA 94112",62 Edinburgh Street
5826003,106 Bache St,Bernal Heights,BP Filed,27-Apr-07,2,,"TO ERECT 3 STORIES, 2 FAMILY RESIDENTIAL BUILDING.",Residential,RH-2,87,0,0,0,0,0,0,0,,2.00704E+11,,27-Apr-07,40-X,RH-2,27-Apr-07,-122.417637,37.733901,2595,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,5826,3,,,RH-2,40-X,9,,,,,,
5826004,118 Bache St,Bernal Heights,PL Filed,31-Dec-07,2,2-story addition on top of existing garage.,Verticle & Horizontial addition to existing garage structure. Existing is a detached garage only. Proposed will include additional parking with two levels of residential above garage.,Residential,RH-2,87,0,,,,,,,2007.1482,2.00712E+11,31-Dec-07,,40-X,RH-2,31-Dec-07,-122.417679,37.733864,2596,Resident,0,Planning Filed,2,1,0,,,,,,,5826,4,,,RH-2,40-X,9,,Edzel Musni,695-0579,Edzel Musni 695-0579,"SAN FRANCISCO, CA 94131",240 RANDALL STREET
5826006,122 Bache St,Bernal Heights,BP Filed,27-Apr-05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS & 1 BASEMENT.,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,27-Apr-05,40-X,RH-2,27-Apr-05,-122.417692,37.733852,2598,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,5826,6,,,RH-2,40-X,9,,,,,,
5826007,124 Bache St,Bernal Heights,BP Filed,27-Apr-05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,27-Apr-05,40-X,RH-2,27-Apr-05,-122.417699,37.733846,2599,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,5826,7,,,RH-2,40-X,9,,,,,,
5826008,126 Bache St,Bernal Heights,BP Filed,27-Apr-05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS.,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,27-Apr-05,40-X,RH-2,27-Apr-05,-122.417706,37.73384,2600,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,5826,8,,,RH-2,40-X,9,,,,,,
5826009,128 Bache St,Bernal Heights,BP Filed,27-Apr-05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,27-Apr-05,40-X,RH-2,27-Apr-05,-122.417713,37.733834,2601,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,5826,9,,,RH-2,40-X,9,,,,,,
5869014,4199 Mission St,"South Central, Other",PL Filed,5-Aug-08,12,"12-unit residential mixed-use, 30,995-gsf total, replacing gas station
",,Mixed Use,NC-2,69,2000,,,,,2000,,2007.0463,,16-May-07,,40-X,NC-2,16-May-07,-122.429843,37.730041,2610,Mixres,0,Planning Filed,5,12,600,,,,,600,,5869,14,18,8,NC-2,40-X,11,,Ronald J. Mallia,415-307-1525,Ronald J. Mallia 415-307-1525,"San Francisco, CA   94110",740 Valencia Street
5880002,2350 San Bruno Av,"South Central, Other",BP APPROVED,29-Mar-11,2,REAR YARD VARIANCE FOR NEW CONSTRUCTION OF A 2-UNIT BLDG.,DEMOLISH A 1 STORY HARDWARE RETAIL STORE,Residential,RM-1,92,0,0,0,0,0,0,0,2006.1205,2.00412E+11,28-Sep-06,1-Dec-04,40-X,RM-1,1-Dec-04,-122.406229,37.733184,2612,Resident,-1,BP Approved/Issued/Re-Instated,9,2,-2250,0,0,0,0,-2250,0,5880,2,,,RM-1,40-X,9,Best Design & Construction,Alex Nie,415-656-3528,Alex Nie 415-656-3528,"Brisbane, CA 94005","100 Old Country Road, Suite 100C"
5883002,1395 Silver Av,"South Central, Other",BP Filed,9-Aug-07,2,Rear yard variance for stairs,VERTICAL & HORIZONTAL ADDITION OF EXISTING BUILDING AT FRONT AS PER PLAN.,Residential,RH-2,92,0,,,,,,,2007.1438,2.00708E+11,13-Dec-07,9-Aug-07,40-X,RH-2,9-Aug-07,-122.409078,37.731474,2614,Resident,0,BP Filed,6,1,0,,,,,,,5883,2,,,RH-2,40-X,9,Bana Inc.,Ahmad Larizadeh,415.716.9099,Ahmad Larizadeh 415.716.9099,"San Francisco, CA  94103",70 - 13th Street
5918026,439 Bowdoin St,"South Central, Other",PL Approved,15-Jan-09,1,"Demolish existing accessory garage, create new lot, and construct new single-family home",,Residential,RH-1,70,0,,,,,,,2008.0005,,3-Jan-08,,40-X,RH-1,3-Jan-08,-122.412033,37.729966,2620,Resident,-1,PL Approved,5,1,0,,,,,,,5918,26,,,RH-1,40-X,9,,,, ,,
5926021,167 Brussels St,"South Central, Other",BP ISSUED,7-Mar-11,1,"Demolish existing dwelling unit located on lots 21 & 22, then build 2 separate dwelling units, one on each lot.",ERECT A 3 STORIES SINGLE FAMILY DWELLING.,Residential,RH-1,79,0,,,,,,,2007.0574,2.00807E+11,18-Dec-08,17-Jul-08,40-X,RH-1,17-Jul-08,-122.406589,37.730009,2625,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,5926,21,,,RH-1,40-X,9,,Ken Nguyen,415.699.5886,Ken Nguyen 415.699.5886,"San Francisco, CA 94134",730 Girard Street
5943008,268 Madison St,"South Central, Other",BP ISSUED,6-Jun-11,2,"The proposal is to demolish a single-family residence, constructed in 1906, split the lot into two lots @3,000 square feet each, and construct a single-family dwelling on each newly created lot.   This DR is for the new construction of the southern buildi",CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,Residential,RH-1,61,30000,,,,,30000,,2008.1382,2.00711E+11,3-Feb-09,7-Nov-07,40-X,RH-1,7-Nov-07,-122.422661,37.725758,2631,Mixres,-1,BP Approved/Issued/Re-Instated,11,1,25000,,,,,25000,,5943,8,125,25,RH-1,40-X,11,Bana Inc.,Ahmad Larizadeh,415.716.9099,Ahmad Larizadeh 415.716.9099,"San Francisco, CA  94103",70 - 13th Street
5992A060,495 Cambridge St,"South Central, Other",BP Filed,22-Dec-10,35,The proposed project would demolish the four two-story buildings and construct 56 dwelling units on 33 newly subdivided lots in a new PUD development. Ten lots would contain single-family homes and 23 lots would contain duplexes. Acces would be provided v,Multiple Permits,Residential,RH-1,900,0,0,0,0,0,0,0,2006.0587,2.01012E+11,4-May-06,22-Dec-10,40-X,RH-1,4-May-06,-122.417816,37.72543,2648,Resident,0,BP Filed,4,35,0,0,0,0,0,0,0,5992A,60,,,RH-1,40-X,9,Shamrock Properties,Peter  Naughton,,Peter  Naughton ,"San Francisco, CA 94116",630 Taraval Street
6022014,395 Athens St,"South Central, Other",CONSTRUCTION,12-Apr-11,2,,ERECT A FOUR STORY TWO UNIT RESIDENTIAL BLDG,Residential,RH-2,47,0,0,0,0,0,0,0,2006.0401,2.00312E+11,13-Feb-06,24-Dec-03,40-X,RH-2,24-Dec-03,-122.428118,37.721789,2657,Resident,-1,Construction,13,2,0,0,0,0,0,0,0,6022,14,,,RH-2,40-X,11,,Lily Chan,681-6325,Lily Chan 681-6325,"S.F., CA  94112",395 Athens St.
