,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y
15831,,70 GOLD MINE DR,7520033,2011-07-26,BP FILED,,,201107261089.0,2011-01-06 08:00:00,2011-07-26,2011-01-06,2011-07-26,BP FILED,"('2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26', '2011-07-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,3.0,37.7440929892,-122.437331
15168,,271 UPPER TER,2628032,2015-03-20,BP FILED,,,201503201418.0,2015-03-20,2015-03-20,2015-03-20,2015-03-20,BP FILED,"('2015-03-20', '2015-03-20', '2015-03-20', '2015-03-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7622313457,-122.44543200000001
6626,,239 MINERVA ST,7092070,2009-07-22,PL APPROVED,,,200601242864,2009-04-09 07:00:00,2009-07-22,2009-04-09,2009-07-22,PL APPROVED,"('2009-07-22', '2009-07-22', '2009-07-22', '2009-07-22', '2009-07-22', '2009-07-22', '2009-07-22', '2009-07-22', '2009-07-22')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2014,Proposed,2.0,1.0,37.715606,-122.46053899999998
14578,,1076 HOWARD ST,3726026,2015-11-17,PL FILED,,,,2015-11-17,2015-11-17,2015-11-17,2015-11-17,PL FILED,"('2015-11-17', '2015-11-17')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,0.0,0.0,37.7786890212,-122.409098
14360,,690 MONTEREY BL,3094055,2015-11-30,CONSTRUCTION,01/01/2016,2015-11-30,201404173519.0,2014-04-17,2015-11-30,2014-04-17,2015-11-30,CONSTRUCTION,"('2015-11-30',)",624.0,"('CONSTRUCTION',)",4,2015,Under Construction,2.0,1.0,37.7318094277,-122.450854368
8472,,795 22ND ST,4172034B,2011-06-23,PL FILED,,,,2011-06-23,2011-06-23,2011-06-23,2011-06-23,PL FILED,"('2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2014,Proposed,2.0,2.0,37.757753,-122.388795
15434,,466 VERNON ST,6994039,2014-07-17,BP FILED,,,201407171522.0,2014-07-17,2014-07-17,2014-07-17,2014-07-17,BP FILED,"('2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17', '2014-07-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.7208822967,-122.46779
15766,,990 GEARY ST,0693014,2015-05-07,PL FILED,,,,2015-05-07,2015-05-07,2015-05-07,2015-05-07,PL FILED,"('2015-05-07', '2015-05-07', '2015-05-07', '2015-05-07')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,65.0,4.0,37.7861870864,-122.419486
8103,,1622 BROADWAY,0570010,2009-03-12,PL APPROVED,,,,2008-07-22 07:00:00,2009-03-12,2008-07-22,2009-03-12,PL APPROVED,"('2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,34.0,34.0,37.7956601,-122.4241557
14884,,1601 CASTRO ST,6554024,2016-02-09,PL FILED,,,,2016-02-09,2016-02-09,2016-02-09,2016-02-09,PL FILED,"('2016-02-09',)",,"('PL FILED',)",1,2016,Proposed,0.0,0.0,37.748771844299995,-122.433558
12243,2014-07-01,450 HAYES STREET,0808039,2015-10-21,CONSTRUCTION,10/01/2015,2015-03-25,201306260573,2012-07-18,2012-07-18,2012-07-18,2015-10-21,CONSTRUCTION,"('2012-07-18', '2012-07-18', '2012-07-18', '2013-06-26', '2013-06-26', '2013-06-26', '2013-06-26', '2014-07-01', '2014-07-18', '2015-03-25', '2015-06-04', '2015-07-01', '2015-10-21')",1170.0,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,41.0,41.0,37.7770361122,-122.423879375
15342,2015-12-10,371 12TH AV,1444015,2016-01-20,BP ISSUED,,,201410027946.0,2014-10-02,2014-10-02,2014-10-02,2016-01-20,BP ISSUED,"('2014-10-02', '2014-10-02', '2014-10-02', '2014-10-02', '2015-12-10', '2016-01-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.781328178,-122.47108
12099,,800 BROTHERHOOD WAY,7331003,2012-09-11,CONSTRUCTION,10/01/2015,2012-09-11,201209119428,2003-07-23 07:00:00,2007-12-10,2003-07-23,2012-09-11,CONSTRUCTION,"('2007-12-10', '2007-12-10', '2007-12-10', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11')",4452.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,196.0,196.0,37.7152862719,-122.475835983
15375,2014-06-13,4103 CESAR CHAVEZ ST,6581060,2016-03-01,CONSTRUCTION,04/01/2016,2015-07-28,201012176969.0,2010-12-17,2010-12-17,2010-12-17,2016-03-01,CONSTRUCTION,"('2010-12-17', '2010-12-17', '2010-12-17', '2010-12-17', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2013-03-05', '2014-06-13', '2014-06-13', '2014-06-13', '2014-06-13', '2015-07-28', '2015-10-08', '2015-10-08', '2016-03-01')",1932.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.747277124200004,-122.431727
12380,,2346 LOMBARD STREET,0489015,2015-09-03,PL APPROVED,,,,2014-08-01,2015-09-03,2014-08-01,2015-09-03,PL APPROVED,"('2015-09-03',)",,"('PL APPROVED',)",3,2015,Proposed,6.0,6.0,37.7996437127,-122.44021853
15447,,48 HARRIET ST,3731102,2008-06-06,BP FILED,,,200806063801.0,2008-06-06,2008-06-06,2008-06-06,2008-06-06,BP FILED,"('2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06', '2008-06-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,4.0,4.0,37.778631181,-122.407127
12206,,2101 & 2155 WEBSTER STREET,0629037,2015-10-30,CONSTRUCTION,10/01/2015,2015-06-08,201311222660,2013-11-22,2015-06-08,2013-11-22,2015-10-30,CONSTRUCTION,"('2015-06-08', '2015-07-27', '2015-10-30')",678.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,76.0,76.0,37.790296049,-122.432771983
15161,,268 CLARA ST,3753075,2015-03-31,BP FILED,,,201503312413.0,2015-03-31,2015-03-31,2015-03-31,2015-03-31,BP FILED,"('2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31', '2015-03-31')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,2.0,1.0,37.778355779,-122.40405700000001
15384,,419 BOWDOIN ST,5918029,2009-02-17,PL APPROVED,,,,2008-12-23 08:00:00,2009-02-17,2008-12-23,2009-02-17,PL APPROVED,"('2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17', '2009-02-17')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,6.0,6.0,37.7300573119,-122.41203
14649,,1228 25TH ST,4227013A,2015-10-28,PL FILED,,,201510281067.0,2005-06-24,2015-06-24,2015-06-24,2015-10-28,PL FILED,"('2015-06-24', '2015-10-28', '2015-10-28')",,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,0.0,0.0,37.752939833,-122.391397
14759,,1455 11TH AV,1842011,2014-07-07,BP FILED,,,201407070583.0,2014-07-07,2014-07-07,2014-07-07,2014-07-07,BP FILED,"('2014-07-07', '2014-07-07', '2014-07-07', '2014-07-07', '2014-07-07', '2014-07-07', '2014-07-07')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7610326757,-122.468577
15179,,276 RIPLEY ST,5550040,2016-01-20,BP FILED,,,201601207494.0,2016-01-20,2016-01-20,2016-01-20,2016-01-20,BP FILED,"('2016-01-20',)",,"('BP FILED',)",1,2016,Proposed,1.0,1.0,37.7440696229,-122.409135
15770,,CHINESE HOSPITAL,0192014,2012-07-12,PL APPROVED,,,,2008-06-26,2012-07-12,2008-06-26,2012-07-12,PL APPROVED,"('2012-07-12', '2012-07-12')",,"('PL APPROVED', 'PL APPROVED')",1,2016,Proposed,0.0,0.0,37.7952136136,-122.40961000000001
15339,,37 RUTLEDGE ST,5557021,2014-12-23,BP FILED,,,201412234391.0,2014-08-21,2014-08-21,2014-08-21,2014-12-23,BP FILED,"('2014-08-21', '2014-08-21', '2014-08-21', '2014-12-23', '2014-12-23', '2014-12-23', '2014-12-23')",,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,37.7450224104,-122.406241
8616,,2418 BALBOA ST,1568012,2014-08-29,CONSTRUCTION,10/01/2014,2014-06-10,201306260603,2013-06-26,2013-06-26,2013-06-26,2014-08-29,CONSTRUCTION,"('2013-06-26', '2013-06-26', '2013-06-26', '2013-06-26', '2014-06-10', '2014-08-29')",462.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,1.0,37.776583,-122.48491999999999
14574,,1060 FOLSOM ST,3731023,2016-02-17,BP FILED,,,201602179843.0,2016-02-17,2016-02-17,2016-02-17,2016-02-17,BP FILED,"('2016-02-17',)",,"('BP FILED',)",1,2016,Proposed,0.0,0.0,37.777593330100004,-122.40716499999999
8324,2011-03-29,2350 SAN BRUNO AV,5880002,2013-01-24,BP ISSUED,,,200412010421,2004-12-01 08:00:00,2011-03-29,2004-12-01,2013-01-24,BP ISSUED,"('2011-03-29', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24', '2013-01-24')",,"('BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2014,Building Permit Approved,2.0,2.0,37.733184,-122.40622900000001
13491,,3140 16TH ST,3555018,2015-05-11,PL FILED,,,,2014-07-10,2015-05-11,2014-07-10,2015-05-11,PL FILED,"('2015-05-11', '2015-05-11', '2015-05-11')",,"('PL FILED', 'PL FILED', 'PL FILED')",4,2015,Proposed,28.0,28.0,37.7651062261,-122.42289112899999
14848,,1526 POWELL STREET,0130025,2015-12-30,BP FILED,,,201512306193.0,2015-12-30,2015-12-30,2015-12-30,2015-12-30,BP FILED,"('2015-12-30',)",,"('BP FILED',)",1,2016,Proposed,0.0,0.0,37.7989376831,-122.41020300000001
13228,2015-01-27,1401 HOWARD STREET,3517035,2015-01-27,BP ISSUED,,,201206213096.0,2011-08-25,2015-01-27,2011-08-25,2015-01-27,BP ISSUED,"('2015-01-27', '2015-01-27', '2015-01-27')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,0.0,0.0,37.773562005100004,-122.414298822
14427,2012-03-29,701 LOMBARD ST,0074001,2014-02-03,CONSTRUCTION,01/01/2016,2013-11-19,201109235397.0,2009-09-01 07:00:00,2012-03-29,2009-09-01,2014-02-03,CONSTRUCTION,"('2012-03-29', '2012-03-29', '2012-03-29', '2012-03-29', '2012-03-29', '2012-03-29', '2012-03-29', '2013-11-19', '2014-02-03', '2014-02-03', '2014-02-03', '2014-02-03', '2014-02-03', '2014-02-03', '2014-02-03', '2014-02-03')",2312.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,0.0,0.0,37.8026191316,-122.41321005799999
8348,,506 OAK ST,0829007,2009-06-25,BP FILED,,,200906251343,2008-03-04 08:00:00,2009-06-25,2008-03-04,2009-06-25,BP FILED,"('2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25', '2009-06-25')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,1.0,1.0,37.774496,-122.42781799999999
14842,,1515 SOUTH VAN NESS AV,6571001,2015-01-28,PL FILED,,,,2014-12-03,2015-01-28,2014-12-03,2015-01-28,PL FILED,"('2015-01-28', '2015-01-28')",,"('PL FILED', 'PL FILED')",1,2016,Proposed,160.0,160.0,37.7490274554,-122.41499499999999
15301,2015-07-08,349 RICHLAND AV,5721077,2015-10-02,BP ISSUED,,,201303293381.0,2013-03-29,2013-03-29,2013-03-29,2015-10-02,BP ISSUED,"('2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2013-03-29', '2015-07-08', '2015-10-02', '2015-10-02', '2015-10-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.7359102555,-122.418448
15093,,2353 - 2347 LOMBARD ST,0512026,2016-03-31,CONSTRUCTION,04/01/2016,2015-05-21,201401297354.0,2014-01-29,2015-05-21,2014-01-29,2016-03-31,CONSTRUCTION,"('2015-05-21', '2015-07-10', '2015-07-10', '2015-12-18', '2016-03-31')",793.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,21.0,21.0,37.7990754063,-122.43993
14675,2016-02-01,1271 19TH AV,1731015,2016-02-01,BP ISSUED,,,201310169408.0,2013-10-16,2013-10-16,2013-10-16,2016-02-01,BP ISSUED,"('2013-10-16', '2013-10-16', '2013-10-16', '2014-08-15', '2014-08-15', '2014-08-15', '2014-08-15', '2014-08-15', '2014-08-15', '2016-02-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,2.0,37.7641077529,-122.477551
8443,2010-12-28,1434 LA PLAYA *,1805037A,2010-12-28,BP REINSTATED,,,201012076277,2010-12-07 08:00:00,2010-12-28,2010-12-07,2010-12-28,BP REINSTATED,"('2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28', '2010-12-28')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",3,2014,Building Permit Approved,2.0,1.0,37.759658,-122.50876699999999
15170,2015-10-22,2930 ANZA ST,1524018A,2015-10-22,BP ISSUED,,,201504244517.0,2015-04-24,2015-04-24,2015-04-24,2015-10-22,BP ISSUED,"('2015-04-24', '2015-10-22', '2015-10-22', '2015-10-22')",,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.7786275328,-122.47988400000001
15595,,650 DIVISADERO ST,1202002B,2014-08-26,PL FILED,,,,2014-08-26,2014-08-26,2014-08-26,2014-08-26,PL FILED,"('2014-08-26', '2014-08-26', '2014-08-26', '2014-08-26', '2014-08-26', '2014-08-26', '2014-08-26')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,9.0,9.0,37.7757418183,-122.43758799999999
13237,,3711 19TH AVE,7303001,2011-05-25,PL APPROVED,,,,2009-12-07 08:00:00,2011-05-25,2009-12-07,2011-05-25,PL APPROVED,"('2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25', '2011-05-25')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,8898.0,5677.0,37.7212200819,-122.483610339
9247,,5739 MISSION ST,6473039,2014-10-09,BP FILED,,,201410098562,2013-04-09,2013-04-09,2014-10-09,2014-10-09,BP FILED,"('2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2013-04-09', '2014-10-09')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED')",4,2014,Proposed,7.0,5.0,37.70977,-122.449078
15680,2015-08-03,811 CAPP ST,3642062,2015-11-20,BP ISSUED,,,201210172213.0,2012-10-17,2012-10-17,2012-10-17,2015-11-20,BP ISSUED,"('2012-10-17', '2015-08-03', '2015-08-21', '2015-11-20', '2015-11-20')",,"('BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,5.0,1.0,37.753691212199996,-122.417165
3134,,1359 45TH AV,1800010A,2008-06-19,CONSTRUCTION,04/01/2013,2008-06-19,200404141320,2004-04-14 07:00:00,2008-06-19,2004-04-14,2008-06-19,CONSTRUCTION,"('2008-06-19', '2008-06-19', '2008-06-19', '2008-06-19', '2008-06-19')",3273.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,2.0,1.0,37.761258000000005,-122.505099
14832,,1500 INNES AV,5259034,2016-01-07,BP FILED,,,201601076586.0,2016-01-07,2016-01-07,2016-01-07,2016-01-07,BP FILED,"('2016-01-07',)",,"('BP FILED',)",1,2016,Proposed,3.0,1.0,37.7386357561,-122.38691499999999
3733,2009-02-20,152 ELSIE ST,5618020,2009-02-20,BP REINSTATED,,,200310066599,2003-10-06 07:00:00,2009-02-20,2003-10-06,2009-02-20,BP REINSTATED,"('2009-02-20', '2009-02-20', '2009-02-20', '2009-02-20', '2009-02-20', '2009-02-20')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",2,2013,Building Permit Approved,1.0,1.0,37.742132,-122.418345
15828,,490 JAMESTOWN AV (BLDG 7),5000001,2015-10-27,BP FILED,,,201510270917.0,2015-10-27,2015-10-27,2015-10-27,2015-10-27,BP FILED,"('2015-10-27',)",,"('BP FILED',)",1,2016,Proposed,0.0,0.0,37.7133440211,-122.385107
15487,2013-04-02,526 UTAH ST,4013007,2013-11-19,BP ISSUED,,,201205220992.0,2012-05-22,2012-05-22,2012-05-22,2013-11-19,BP ISSUED,"('2012-05-22', '2012-05-22', '2012-05-22', '2013-04-02', '2013-04-02', '2013-04-02', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19', '2013-11-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,2.0,1.0,37.7626818851,-122.40656299999999
15605,2015-05-01,66 COOK ST,1067028,2016-02-23,CONSTRUCTION,04/01/2016,2015-07-21,201411171684.0,2014-11-17,2014-11-17,2014-11-17,2016-02-23,CONSTRUCTION,"('2014-11-17', '2015-05-01', '2015-07-21', '2015-10-15', '2015-10-15', '2016-02-23')",501.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7826086869,-122.45197900000001
474,,2000 MCALLISTER ST,1160005,2012-02-17,CONSTRUCTION,04/01/2012,2012-02-17,200705312676,2007-05-31 07:00:00,2012-02-17,2007-05-31 07:00:00,2012-02-17,CONSTRUCTION,"('2012-02-17',)",1766.0,"('CONSTRUCTION',)",1,2012,Under Construction,3.0,2.0,37.777034,-122.445171
14416,,717 BATTERY ST,0165022,2008-12-01,BP FILED,,,200812017534.0,2008-12-01,2008-12-01,2008-12-01,2008-12-01,BP FILED,"('2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,0.0,0.0,37.797881811799996,-122.401284629
15683,,815 TENNESSEE ST,4059001A,2014-05-05,BP FILED,,,201405054911.0,2013-12-06,2014-05-05,2013-12-06,2014-05-05,BP FILED,"('2014-05-05', '2014-05-05')",,"('BP FILED', 'BP FILED')",1,2016,Proposed,69.0,69.0,37.7612283764,-122.389251
13158,,1455 03RD ST,8721033,2015-08-24,BP FILED,,,201508245071.0,2015-08-24,2015-08-24,2015-08-24,2015-08-24,BP FILED,"('2015-08-24',)",,"('BP FILED',)",3,2015,Proposed,0.0,0.0,37.7700599725,-122.388772553
14671,2015-05-13,1267 NOE ST,6553024,2016-02-09,CONSTRUCTION,04/01/2016,2015-10-14,201408295126.0,2014-08-29,2014-08-29,2014-08-29,2016-02-09,CONSTRUCTION,"('2014-08-29', '2014-08-29', '2015-05-13', '2015-05-13', '2015-10-14', '2015-12-22', '2016-02-09')",581.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.748737086599995,-122.431327
15406,2015-02-04,4376 24TH ST,2829010,2016-02-05,CONSTRUCTION,04/01/2016,2015-10-09,201301168071.0,2013-01-16,2013-01-16,2013-01-16,2016-02-05,CONSTRUCTION,"('2013-01-16', '2013-01-16', '2013-01-16', '2013-01-16', '2013-01-16', '2013-01-16', '2013-01-16', '2015-02-04', '2015-02-04', '2015-02-04', '2015-10-09', '2015-10-09', '2016-02-05')",1171.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,37.7511704124,-122.440146
14607,,114 LYON ST,1220020,2016-03-14,BP FILED,,,201603141965.0,2016-03-14,2016-03-14,2016-03-14,2016-03-14,BP FILED,"('2016-03-14',)",,"('BP FILED',)",1,2016,Proposed,2.0,-2.0,37.7721377032,-122.44202299999999
13148,,630-698 BRANNAN STREET,3778004,2015-07-16,PL FILED,,,,2015-07-16,2015-07-16,2015-07-16,2015-07-16,PL FILED,"('2015-07-16',)",,"('PL FILED',)",3,2015,Proposed,0.0,0.0,37.7760987679,-122.400287239
15607,2015-07-21,668 23RD AV,1622025,2016-04-01,CONSTRUCTION,04/01/2016,2016-04-01,201405135633.0,2014-05-13,2014-05-13,2014-05-13,2016-04-01,CONSTRUCTION,"('2014-05-13', '2014-05-13', '2014-05-13', '2014-05-13', '2015-07-21', '2015-07-21', '2016-01-12', '2016-04-01')",689.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,37.7751731983,-122.481902
14883,,1601 - 1677 MARIPOSA STREET / 485 CAROLINA (BLDG 2 OF 2),4005001B,2016-03-01,BP FILED,,,201603010904.0,2012-11-02,2016-03-01,2012-11-02,2016-03-01,BP FILED,"('2016-03-01',)",,"('BP FILED',)",1,2016,Proposed,154.0,154.0,37.7629330742,-122.39899199999999
