,BP_date,address,apn,best_date,best_stat,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,unitsnet,x,y
15778,,MISSION BAY BLOCK 1 (VISITOR),8715004,2015-09-22,BP FILED,,,2015-09-22,2015-09-22,2015-09-22,2015-09-22,BP FILED,"('2015-09-22',)",0.0,"('BP FILED',)",1,2016,Proposed,0.0,37.7750508786,-122.390643
15705,,875 HOWARD ST,3733079,2015-06-23,BP FILED,,,2015-06-23,2015-06-23,2015-06-23,2015-06-23,BP FILED,"('2015-06-23', '2015-06-23', '2015-06-23', '2015-06-23')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,0.0,37.7816809112,-122.40410200000001
14900,,1649 TREAT AV,5543009,2015-10-26,BP FILED,,,2015-10-26,2015-10-26,2015-10-26,2015-10-26,BP FILED,"('2015-10-26', '2015-10-26')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7444322569,-122.412254
13509,2015-03-16,233-237 SHIPLEY ST,3753096,2015-10-30,CONSTRUCTION,2015-10-30,,2014-01-24,2015-03-16,2014-01-24,2015-10-30,CONSTRUCTION,"('2015-03-16', '2015-10-30', '2015-10-30')",228.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,22.0,37.7791316706,-122.40344872899999
15621,,707 BAY SHORE BL,5375059,2015-01-03,PL FILED,,,2015-01-03,2015-01-03,2015-01-03,2015-01-03,PL FILED,"('2015-01-03', '2015-01-03')",0.0,"('PL FILED', 'PL FILED')",1,2016,Proposed,0.0,37.7359706432,-122.406139
9636,,1766 OAKDALE AV,5312018,2014-12-08,CONSTRUCTION,2014-06-18,,2009-11-19 08:00:00,2010-04-16,2009-11-19,2014-12-08,CONSTRUCTION,"('2010-04-16', '2010-04-16', '2010-04-16', '2010-04-16', '2010-04-16', '2010-04-16', '2010-04-16', '2010-04-16', '2010-04-16', '2014-06-18', '2014-09-24', '2014-12-08')",1697.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,1.0,37.736573,-122.39328200000001
15238,,311 EUREKA ST,2750035,2014-08-06,CONSTRUCTION,2013-09-30,,2009-05-04,2013-09-30,2009-05-04,2014-08-06,CONSTRUCTION,"('2013-09-30', '2013-11-27', '2014-02-26', '2014-02-26', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06')",310.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,37.75712335,-122.437602
14795,,25 ALVARADO ST,3634025,2014-10-22,BP FILED,,,2014-10-16,2014-10-22,2014-10-16,2014-10-22,BP FILED,"('2014-10-22', '2014-10-22', '2014-10-22', '2014-10-22', '2014-10-22', '2014-10-22')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.754196291599996,-122.42190500000001
11153,2014-03-18,248 - 252 09TH ST,3518006,2015-02-09,CONSTRUCTION,2014-06-23,,2002-03-15 08:00:00,2009-02-10,2010-03-26,2015-02-09,CONSTRUCTION,"('2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2014-03-18', '2014-06-23', '2014-08-25', '2015-02-09', '2015-02-09', '2015-02-09')",2190.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,15.0,37.7741768194,-122.412583504
15343,2016-03-15,3720 21ST ST,3604016,2016-03-15,BP ISSUED,,,2015-07-03,2015-07-03,2015-07-03,2016-03-15,BP ISSUED,"('2015-07-03', '2015-07-03', '2016-03-15')",256.0,"('BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7565716133,-122.430673
14692,,131 MISSOURI ST,3985024,2016-01-21,CONSTRUCTION,2016-01-21,,2013-06-19,2013-06-19,2013-06-19,2016-01-21,CONSTRUCTION,"('2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2013-06-19', '2016-01-11', '2016-01-21')",946.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",1,2016,Under Construction,9.0,37.7646797618,-122.396413
15543,,5M,3725093,2016-01-04,PL APPROVED,,,2011-07-27,2016-01-04,2011-07-27,2016-01-04,PL APPROVED,"('2016-01-04', '2016-01-04')",0.0,"('PL APPROVED', 'PL APPROVED')",1,2016,Proposed,688.0,37.782153653499996,-122.406601
15170,2015-10-22,2930 ANZA ST,1524018A,2015-10-22,BP ISSUED,,,2015-04-24,2015-04-24,2015-04-24,2015-10-22,BP ISSUED,"('2015-04-24', '2015-10-22', '2015-10-22', '2015-10-22')",181.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7786275328,-122.47988400000001
8490,2012-09-07,1006 16TH ST,3833002,2014-09-30,CONSTRUCTION,2014-09-30,201112070234,2011-12-07,2011-12-07,2011-12-07,2014-09-30,CONSTRUCTION,"('2011-12-07', '2011-12-07', '2012-09-07', '2012-09-07', '2012-09-07', '2012-09-07', '2012-09-07', '2012-09-07', '2012-09-07', '2012-09-07', '2014-09-30')",1028.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",3,2014,Under Construction,393.0,37.766689899999996,-122.397182
1545,,701 GOLDEN GATE AV,768013,2012-07-25,CONSTRUCTION,2012-07-25,2.0061E+11,2006-10-23,2012-07-25,2006-10-23,2012-07-25,CONSTRUCTION,"('2012-07-25',)",0.0,"('CONSTRUCTION',)",3,2012,Under Construction,100.0,-122.422252,37.780685999999996
14412,,2429 CALIFORNIA ST,0654001F,2007-08-23,BP FILED,,,2007-08-23,2007-08-23,2007-08-23,2007-08-23,BP FILED,"('2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23', '2007-08-23')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,0.0,37.7885365897,-122.43430672
5358,,245 HYDE ST,0336017,2008-04-10,PL APPROVED,,,2006-10-16 07:00:00,2008-04-10,2006-10-16,2008-04-10,PL APPROVED,"('2008-04-10', '2008-04-10', '2008-04-10', '2008-04-10', '2008-04-10', '2008-04-10')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2013,Proposed,65.0,37.7831065,-122.41584270000001
12604,,2451 19TH AV,2406037,2014-11-18,CONSTRUCTION,2014-09-29,,2013-04-18,2013-04-18,2013-04-18,2014-11-18,CONSTRUCTION,"('2013-04-18', '2013-04-18', '2013-04-18', '2013-04-18', '2013-04-18', '2014-09-29', '2014-11-18', '2014-11-18', '2014-11-18', '2014-11-18')",579.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,37.7420552662,-122.47595970299999
15193,2014-06-30,2830 22ND ST,4146019,2015-09-22,CONSTRUCTION,2015-09-22,,2012-10-01,2012-10-01,2012-10-01,2015-09-22,CONSTRUCTION,"('2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2014-06-30', '2014-06-30', '2014-06-30', '2014-06-30', '2014-06-30', '2015-09-22', '2015-09-22', '2015-09-22')",1086.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,37.7561367271,-122.410977
7546,2012-05-30,2645 BALBOA ST,1617032B,2012-05-30,BP REINSTATED,,200911191706,2009-11-30,2009-11-30,2009-11-30,2012-05-30,BP REINSTATED,"('2009-11-30', '2009-11-30', '2009-11-30', '2009-11-30', '2009-11-30', '2009-11-30', '2009-11-30', '2009-11-30', '2009-11-30', '2012-05-30')",912.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP REINSTATED')",2,2014,Building Permit Approved,1.0,37.775934899999996,-122.48736799999999
4316,,875 43RD AV,1686016,2013-01-23,CONSTRUCTION,2012-10-09,201205049836,2012-05-04,2012-05-04,2012-05-04,2013-01-23,CONSTRUCTION,"('2012-05-04', '2012-10-09', '2012-11-20', '2013-01-23', '2013-01-23')",264.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,37.77218,-122.50383799999999
11397,,746 CAROLINA ST,4096109,2010-03-22,CONSTRUCTION,2010-03-22,,2005-06-23,2010-03-22,2005-06-23,2010-03-22,CONSTRUCTION,"('2010-03-22',)",0.0,"('CONSTRUCTION',)",2,2015,Under Construction,2.0,37.7591919703,-122.400404044
2652,,300 16TH ST,8722001,2011-12-20,PL FILED,,,2011-12-20,2011-12-20,2011-12-20,2011-12-20,PL FILED,"('2011-12-20', '2011-12-20', '2011-12-20', '2011-12-20')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",4,2012,Proposed,0.0,37.766969,-122.38926399999998
12093,2015-04-01,1201-1225 TENNESSEE STREET,4172022,2015-10-16,CONSTRUCTION,2015-06-04,,2013-04-11,2013-04-11,2013-04-11,2015-10-16,CONSTRUCTION,"('2013-04-11', '2013-04-11', '2013-12-23', '2013-12-23', '2013-12-23', '2013-12-23', '2015-04-01', '2015-06-04', '2015-07-27', '2015-10-16')",918.0,"('PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,259.0,37.7559279741,-122.38860297299999
10638,2015-05-28,148 NOE ST,3540006,2015-05-28,BP ISSUED,,,,2015-05-28,,2015-05-28,BP ISSUED,"('2015-05-28',)",0.0,"('BP ISSUED',)",1,2015,Building Permit Approved,0.0,37.7667601125,-122.433651145
15189,,2815 POLK ST,0478003,2014-07-09,BP FILED,,,2014-07-09,2014-07-09,2014-07-09,2014-07-09,BP FILED,"('2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09', '2014-07-09')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,3.0,37.8027501335,-122.42341
13445,2014-12-24,650 INDIANA ST,4041009,2016-01-15,CONSTRUCTION,2016-01-15,,2013-12-24,2014-12-24,2013-12-24,2016-01-15,CONSTRUCTION,"('2014-12-24', '2016-01-15')",387.0,"('BP ISSUED', 'CONSTRUCTION')",4,2015,Under Construction,51.0,37.7621478304,-122.391861644
14705,,1333 GOUGH ST / 1481 POST ST,0697037,2013-11-13,PL FILED,,,2005-07-15,2013-11-13,2005-07-15,2013-11-13,PL FILED,"('2013-11-13',)",0.0,"('PL FILED',)",1,2016,Proposed,231.0,37.785733810100005,-122.425605
1512,,1080 SUTTER ST,279011,2009-05-28,PL APPROVED,,,2009-04-30,2009-05-28,2009-04-30,2009-05-28,PL APPROVED,"('2009-05-28',)",0.0,"('PL APPROVED',)",3,2012,Proposed,35.0,-122.41807800000001,37.788156
8313,2012-12-11,133 ELSIE ST,5619057,2014-06-26,CONSTRUCTION,2014-06-26,200603015694,2006-03-01,2012-12-11,2006-03-01,2014-06-26,CONSTRUCTION,"('2012-12-11', '2012-12-11', '2012-12-11', '2012-12-11', '2013-12-02', '2013-12-02', '2014-06-26', '2014-06-26')",562.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,37.742368,-122.41781399999999
15385,,42 FARRAGUT AV,7100017,2016-03-04,BP FILED,,,2016-03-04,2016-03-04,2016-03-04,2016-03-04,BP FILED,"('2016-03-04',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7106793665,-122.44988700000002
8703,,700 BROTHERHOOD WY,7332003,2014-06-25,CONSTRUCTION,2013-12-13,201308124103,2013-08-12,2013-08-12,2013-08-12,2014-06-25,CONSTRUCTION,"('2013-08-12', '2013-12-13', '2014-03-27', '2014-06-25', '2014-06-25')",317.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,2.0,37.712632,-122.47258300000001
14772,,1491 FUNSTON AV,1840015,2010-04-02,BP FILED,,,2010-04-02,2010-04-02,2010-04-02,2010-04-02,BP FILED,"('2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02', '2010-04-02')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7603204126,-122.470679
13181,,707 BAY SHORE BLVD,5375059,2015-01-03,PL FILED,,,2015-01-03,2015-01-03,2015-01-03,2015-01-03,PL FILED,"('2015-01-03', '2015-01-03', '2015-01-03')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,0.0,37.7359706424,-122.40613867799999
14875,,1598 BAY ST,0459007,2015-12-17,PL FILED,,,2015-03-13,2015-08-19,2015-03-13,2015-12-17,PL FILED,"('2015-08-19', '2015-12-17', '2015-12-17')",120.0,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,28.0,37.803370670700005,-122.433052
14585,,11 MADDUX AV,5384C013C,2015-05-08,BP FILED,,,2015-05-08,2015-05-08,2015-05-08,2015-05-08,BP FILED,"('2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.734951924899995,-122.397981
15129,2015-02-04,2514 BALBOA ST,1569015,2015-02-04,BP REINSTATED,,,2015-01-28,2015-02-04,2015-01-28,2015-02-04,BP REINSTATED,"('2015-02-04', '2015-02-04', '2015-02-04', '2015-02-04', '2015-02-04')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1,2016,Building Permit Approved,1.0,37.7764810837,-122.485979
13640,,651 DOLORES ST,3598028,2013-12-12,PL APPROVED,,,2006-01-12,2006-01-12,2013-06-21,2013-12-12,PL APPROVED,"('2006-01-12', '2006-01-12', '2006-01-12', '2006-01-12', '2013-06-21', '2013-06-21', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12', '2013-12-12')",2891.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",4,2015,Proposed,4.0,37.758810218600004,-122.425389794
4213,2009-06-09,157 APOLLO ST,5405023,2013-05-10,CONSTRUCTION,2013-04-09,200710105002,2007-10-10 07:00:00,2009-06-09,2007-10-10,2013-05-10,CONSTRUCTION,"('2009-06-09', '2009-06-09', '2009-06-09', '2009-06-09', '2013-04-09', '2013-05-10')",1431.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,37.730762,-122.398665
10348,,81 GLOVER ST,151029,2013-04-22,BP FILED,,,2013-04-22,2013-04-22,,2013-04-22,BP FILED,"('2013-04-22', '2013-04-22')",0.0,"('BP FILED', 'BP FILED')",1,2015,Proposed,1.0,37.7969971602,-122.41651415700001
15361,,3938 17TH ST,3563015B,2015-04-06,BP FILED,,,2015-04-06,2015-04-06,2015-04-06,2015-04-06,BP FILED,"('2015-04-06', '2015-04-06', '2015-04-06', '2015-04-06')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,37.7628339073,-122.43383500000002
14332,2015-06-04,2077 BANCROFT AV,5426030,2015-10-23,CONSTRUCTION,2015-07-13,,2014-05-16,2014-05-16,2014-05-16,2015-10-23,CONSTRUCTION,"('2014-05-16', '2014-05-16', '2014-05-16', '2015-06-04', '2015-07-13', '2015-10-23', '2015-10-23')",525.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,37.7304652069,-122.40191624799999
15020,,2100 MISSION ST,3576001,2014-06-23,BP FILED,,,2009-09-21,2009-09-21,2009-09-21,2014-06-23,BP FILED,"('2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2009-09-21', '2014-06-23')",1736.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED')",1,2016,Proposed,29.0,37.7632279169,-122.419795
14882,2014-12-09,1631 MCALLISTER ST,1179024A,2015-12-24,CONSTRUCTION,2015-05-07,,2013-11-04,2013-11-04,2013-11-04,2015-12-24,CONSTRUCTION,"('2013-11-04', '2014-02-12', '2014-02-12', '2014-02-12', '2014-12-09', '2015-05-07', '2015-06-30', '2015-06-30', '2015-12-24', '2015-12-24')",780.0,"('BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,4.0,37.7774168533,-122.439079
13536,,101 EXECUTIVE PARK BL,4991600,2010-10-25,BP FILED,,,2003-10-23 07:00:00,2010-10-25,2003-10-23,2010-10-25,BP FILED,"('2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25', '2010-10-25')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,12.0,37.7126757546,-122.395446656
14145,,1458 43RD AV,1811031,2015-05-18,CONSTRUCTION,2015-05-18,,2014-11-25,2014-11-25,2014-11-25,2015-05-18,CONSTRUCTION,"('2014-11-25', '2015-05-18', '2015-05-18', '2015-05-18', '2015-05-18')",174.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,37.7594784658,-122.502307309
15729,,923 FOLSOM ST,3753106,2016-03-30,CONSTRUCTION,2016-01-06,,2013-05-23,2016-01-06,2013-05-23,2016-03-30,CONSTRUCTION,"('2016-01-06', '2016-03-30')",84.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,115.0,37.779609303200004,-122.40338100000001
14542,2015-12-17,1000 07TH ST (BLDG 1 OF 3),3808003,2015-12-17,BP ISSUED,,,2014-10-23,2015-12-17,2014-10-23,2015-12-17,BP ISSUED,"('2015-12-17',)",0.0,"('BP ISSUED',)",1,2016,Building Permit Approved,0.0,37.7686867795,-122.399391
7693,2013-05-03,135 YUKON ST,2716033,2013-11-27,CONSTRUCTION,2013-07-12,201203276943,2012-03-27,2012-03-27,2012-03-27,2013-11-27,CONSTRUCTION,"('2012-03-27', '2012-06-11', '2012-06-11', '2012-06-11', '2012-06-11', '2013-05-03', '2013-07-12', '2013-11-27', '2013-11-27', '2013-11-27')",610.0,"('BP FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,1.0,37.757357,-122.442274
15619,2016-04-01,700 36TH AV,1609021F,2016-04-01,BP APPROVED,,,2008-09-26,2008-09-26,2008-09-26,2016-04-01,BP APPROVED,"('2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2008-09-26', '2016-04-01')",2744.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",1,2016,Building Permit Approved,6.0,37.7755402871,-122.49601100000001
14069,,2-6 BONVIEW ST,5613064,2015-05-12,BP FILED,,,2015-05-12,2015-05-12,2015-05-12,2015-05-12,BP FILED,"('2015-05-12', '2015-05-12', '2015-05-12')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",4,2015,Proposed,1.0,37.7449816858,-122.415840893
15316,,354 HEAD ST,7116035,2016-02-02,BP FILED,,,2016-02-02,2016-02-02,2016-02-02,2016-02-02,BP FILED,"('2016-02-02',)",0.0,"('BP FILED',)",1,2016,Proposed,1.0,37.7135229217,-122.46411599999999
14796,,25 BALBOA ST,1643051,2009-01-12,PL APPROVED,,,2009-01-12,2009-01-12,2010-03-02,2009-01-12,PL APPROVED,"('2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12', '2009-01-12')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2016,Proposed,1.0,37.7772083449,-122.459126
15450,2016-02-09,4820 FULTON ST,1667024,2016-02-09,BP ISSUED,,,2015-03-12,2015-03-12,2015-03-12,2016-02-09,BP ISSUED,"('2015-03-12', '2015-03-12', '2015-03-12', '2015-03-12', '2016-02-09')",334.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",1,2016,Building Permit Approved,1.0,37.7728488321,-122.48358700000001
14550,,1010 STANYAN ST,1273017,2015-12-17,BP FILED,,,2015-12-17,2015-12-17,2015-12-17,2015-12-17,BP FILED,"('2015-12-17', '2015-12-17')",0.0,"('BP FILED', 'BP FILED')",1,2016,Proposed,4.0,37.765232478099996,-122.45241999999999
12088,,50 01ST ST,3708006,2014-06-04,PL FILED,,,2006-12-21,2014-06-04,2006-12-21,2014-06-04,PL FILED,"('2014-06-04', '2014-06-04', '2014-06-04', '2014-06-04', '2014-06-04', '2014-06-04')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,292.0,37.7899046877,-122.398320801
15429,,455 SERRANO DR,7335001,2015-10-23,BP FILED,,,2014-09-08,2015-10-23,2014-09-08,2015-10-23,BP FILED,"('2015-10-23',)",0.0,"('BP FILED',)",1,2016,Proposed,248.0,37.7182662591,-122.48090800000001
14688,,1301 16TH STREET,3954016,2013-09-16,PL FILED,,,2013-09-16,2013-09-16,2013-09-16,2013-09-16,PL FILED,"('2013-09-16', '2013-09-16', '2013-09-16', '2013-09-16', '2013-09-16')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,276.0,37.7658451455,-122.40023899999998
8965,,614 KIRKHAM ST,1843019,2006-07-21,BP FILED,,200607217229,2006-07-21,2006-07-21,2006-07-21,2006-07-21,BP FILED,"('2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21', '2006-07-21')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2014,Proposed,1.0,37.760495,-122.46750300000001
6753,,929 BRODERICK ST,1152006,2012-05-15,PL APPROVED,,201112231274,2011-06-07,2011-06-07,2011-06-07,2012-05-15,PL APPROVED,"('2011-06-07', '2012-05-15', '2012-05-15', '2012-05-15', '2012-05-15', '2012-05-15', '2012-05-15', '2012-05-15', '2012-05-15')",343.0,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2014,Proposed,1.0,37.778866,-122.440652
4622,,2751 MISSION ST,3642027,2005-09-09,BP FILED,,200509092450,2005-09-09,2005-09-09,2005-09-09,2005-09-09,BP FILED,"('2005-09-09', '2005-09-09', '2005-09-09')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",3,2013,Proposed,5.0,37.7530685,-122.4183993
14997,,203 COTTER ST,6795A029,2015-07-14,PL FILED,,,2015-07-14,2015-07-14,2015-07-14,2015-07-14,PL FILED,"('2015-07-14', '2015-07-14', '2015-07-14')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",1,2016,Proposed,0.0,37.728756637800004,-122.436361
15248,,32 HERON ST,3755049,2016-02-01,BP FILED,,,2015-10-08,2015-10-08,2015-10-08,2016-02-01,BP FILED,"('2015-10-08', '2016-02-01')",116.0,"('PL FILED', 'BP FILED')",1,2016,Proposed,1.0,37.774566473600004,-122.408873
