,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
26544,2007-06-28,85 ST ELMO WY,3049032,2007-06-28,BP ISSUED,,,200603136523,2005-07-08 00:00:00,2007-06-28,2005-07-08 00:00:00,2007-06-28,BP ISSUED,"('2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28', '2007-06-28')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2010,Building Permit Approved,1.0,1.0,-122.459429,37.731929,RH-1(D),RH-1(D)
2114,2017-07-07,471 COLON AV,3050005,2017-07-07,BP ISSUED,,,201701267990,2017-01-26,2017-01-26,,2017-07-07,BP ISSUED,"('2017-01-26', '2017-07-07')",,"('BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,,,,
21563,,155 TERRACE DR,3076050,2010-10-13,CONSTRUCTION,01/01/2011,2009-06-01,200706113545,2007-06-11,2009-06-01,2007-06-11,2010-10-13,CONSTRUCTION,"('2009-06-01', '2009-06-01', '2009-06-01', '2009-06-01', '2009-06-01', '2010-10-13')",1300.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,1.0,1.0,-122.46401000000002,37.736702,RH-1(D),RH-1(D)
18994,,29 SAN ANDREAS WY,3077009,2009-02-20,CONSTRUCTION,01/01/2010,2009-02-20,200004046373,2000-04-04,2009-02-20,2000-04-04,2009-02-20,CONSTRUCTION,"('2009-02-20', '2009-02-20')",3559.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,1.0,1.0,-122.463641,37.734017,RH-1(D),RH-1(D)
2285,,842 MONTEREY BL,3084008,2017-06-07,BP FILED,,,201706078722,2017-06-07,2017-06-07,,2017-06-07,BP FILED,"('2017-06-07',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,,,,
1156,2017-09-29,349 MANGELS AV,3089065,2017-09-29,BP ISSUED,,,201609268810,2016-09-26,2016-09-26,2016-09-26,2017-09-29,BP ISSUED,"('2016-09-26', '2016-09-26', '2016-09-26', '2017-09-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,,,,
2420,,524 MONTEREY BL,3092033,2016-12-30,BP FILED,,,201612306369,2016-12-30,2016-12-30,2016-12-30,2016-12-30,BP FILED,"('2016-12-30', '2016-12-30', '2016-12-30')",,"('BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,,
2104,,427 JOOST AV,3092059,2017-04-27,BP FILED,,,201704275087,2017-04-27,2017-04-27,,2017-04-27,BP FILED,"('2017-04-27',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,,,,
12073,,690 MONTEREY BL,3094055,2015-11-30,CONSTRUCTION,01/01/2016,2015-11-30,201404173519,2014-04-17,2015-11-30,2014-04-17,2015-11-30,CONSTRUCTION,"('2015-11-30',)",624.0,"('CONSTRUCTION',)",4,2015,Under Construction,2.0,1.0,-122.450854368,37.7318094277,NC-1,NC-1
6121,2015-05-14,690 MONTEREY BLVD,3094055,2015-09-09,CONSTRUCTION,10/01/2015,2015-09-09,201404173519,2014-04-17,2014-04-17,2014-04-17,2015-09-09,CONSTRUCTION,"('2014-04-17', '2014-04-17', '2014-04-17', '2015-05-14', '2015-05-14', '2015-09-09')",532.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",3,2015,Under Construction,2.0,1.0,-122.450854368,37.7318094277,NC-1,NC-1
2075,,1565 PLYMOUTH AV,3108003,2017-06-02,BP FILED,,,201706028238,2017-06-02,2017-06-02,,2017-06-02,BP FILED,"('2017-06-02',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,,,,
2128,,625 MONTEREY BL,3115043,2016-07-08,BP FILED,,,201607081895,2010-05-26,2010-05-26,2010-05-26,2016-07-08,BP FILED,"('2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2016-07-08', '2016-07-08', '2016-07-08', '2016-07-08', '2016-07-08')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,0.0,0.0,,,NC-1,NC-1
6784,2016-06-22,400 HEARST AV,3116006,2016-11-09,CONSTRUCTION,,2016-08-05,201410038023,2014-09-26,2014-09-26,2014-09-26,2016-11-09,CONSTRUCTION,"('2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2015-10-01', '2015-10-01', '2015-10-01', '2016-06-22', '2016-08-05', '2016-11-09', '2016-11-09')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.44681065700001,37.730828770100004,RH-1,RH-1
16387,,410 HEARST AV,3116006A,2014-10-03,BP FILED,,,201410038023,2014-10-03,2014-10-03,2014-10-03,2014-10-03,BP FILED,"('2014-10-03', '2014-10-03', '2014-10-03', '2014-10-03', '2014-10-03', '2014-10-03')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,-122.44698700000001,37.7308624028,RH-1,RH-1
2177,2015-10-22,412 HEARST AV,3116007,2017-09-12,CONSTRUCTION,07/01/2017,2016-09-16,201204138248,2012-04-13,2012-04-13,2012-04-13,2017-09-12,CONSTRUCTION,"('2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2012-04-13', '2015-10-22', '2015-11-30', '2015-11-30', '2015-11-30', '2016-09-16', '2016-09-16', '2017-03-28', '2017-09-12')",1905.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,,,RH-1,RH-1
1958,,300 FOERSTER ST,3116023,2014-09-26,BP FILED,,,201409267403,2014-09-26,2014-09-26,2014-09-26,2014-09-26,BP FILED,"('2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26', '2014-09-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,2.0,1.0,,,RH-1,RH-1
2038,,208 FLOOD AV,3120009,2017-08-01,CONSTRUCTION,2017-08-01,2017-08-01,201704264920,2017-08-01,2017-08-01,,2017-08-01,CONSTRUCTION,"('2017-08-01',)",0.0,"('CONSTRUCTION',)",2,2017,Under Construction,2.0,1.0,,,,
29081,2016-11-03,231 GENNESSEE ST,3123004,2016-11-03,BP ISSUED,,,201606018866,2016-06-01,2016-06-01,2016-06-01,2016-11-03,BP ISSUED,"('2016-06-01', '2016-06-01', '2016-11-03')",,"('BP FILED', 'BP FILED', 'BP ISSUED')",4,2016,Building Permit Approved,2.0,1.0,-122.451414264,37.7303429883,RH-1,RH-1
29446,2015-12-31,442 STAPLES AV,3139013,2016-11-01,CONSTRUCTION,01/01/2017,2016-06-15,201507242419,2015-07-24,2015-07-24,2015-07-24,2016-11-01,CONSTRUCTION,"('2015-07-24', '2015-12-31', '2015-12-31', '2016-06-15', '2016-06-15', '2016-11-01')",527.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,2.0,1.0,-122.451882669,37.7293127979,RH-1,RH-1
2180,,529 FLOOD AV,3139026,2017-04-28,BP FILED,,,201704285148,2017-04-28,2017-04-28,,2017-04-28,BP FILED,"('2017-04-28',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,,,,
1955,2017-04-26,331 CAPISTRANO AV,3146021,2017-04-26,BP ISSUED,,,201408063132,2014-08-06,2014-08-06,2014-08-06,2017-04-26,BP ISSUED,"('2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2014-08-06', '2017-04-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,,,RH-1,RH-1
1297,,4500 MISSION ST,3147001,2017-01-17,BP FILED,,,201701177299,2017-01-17,2017-01-17,,2017-01-17,BP FILED,"('2017-01-17', '2017-01-17')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,7.0,4.0,,,,
9559,,4550 MISSION ST,3148001,2006-07-19,PL FILED,,,,2006-07-19,2006-07-19,2006-07-19,2006-07-19,PL FILED,"('2006-07-19', '2006-07-19', '2006-07-19', '2006-07-19', '2006-07-19', '2006-07-19', '2006-07-19', '2006-07-19')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2011,Proposed,17.0,17.0,-122.43463500000001,37.725128000000005,NC-3,NC-3
29134,2016-05-09,60 NORTON ST,3148014A,2016-12-29,CONSTRUCTION,01/01/2017,2016-12-29,201511021415,2015-11-02,2015-11-02,2015-11-02,2016-12-29,CONSTRUCTION,"('2015-11-02', '2015-11-02', '2016-05-09', '2016-05-09', '2016-12-29')",426.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",4,2016,Under Construction,2.0,1.0,-122.435859646,37.7252993496,RH-1,RH-1
11839,2015-07-03,371 STAPLES AV,3158033,2016-01-11,CONSTRUCTION,01/01/2016,2015-09-08,201410068187,2014-10-06,2014-10-06,2014-10-06,2016-01-11,CONSTRUCTION,"('2014-10-06', '2014-10-06', '2015-07-03', '2015-09-08', '2016-01-11')",452.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,2.0,1.0,-122.450463481,37.7288325477,RH-1,RH-1
2260,2015-12-14,579 MIRAMAR AV,3175003,2015-12-14,BP APPROVED,,,201501226464,2015-01-22,2015-01-22,2015-01-22,2015-12-14,BP APPROVED,"('2015-01-22', '2015-01-22', '2015-01-22', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14', '2015-12-14')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,2.0,1.0,,,,
16971,,50 PHELAN AV,3180001,2014-09-05,CONSTRUCTION,10/01/2014,2014-06-26,201203015201,2009-12-14,2010-01-25,2009-12-14,2014-09-05,CONSTRUCTION,"('2010-01-25', '2010-01-25', '2010-01-25', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2010-07-12', '2014-06-26', '2014-09-05')",1752.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,71.0,71.0,-122.4529158,37.7247045,NC-T,NC-T
2712,2010-06-21,1150 OCEAN AV,3180003,2012-01-27,CONSTRUCTION,01/01/2012,2011-01-19,200910169156,2006-07-25,2009-05-21,2006-07-25,2012-01-27,CONSTRUCTION,"('2009-05-21', '2009-10-16', '2009-10-16', '2010-06-21', '2010-06-21', '2011-01-19', '2011-03-03', '2011-06-16', '2011-09-20', '2012-01-27')",1986.0,"('PL APPROVED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2011,Under Construction,159.0,175.0,-122.45458500000001,37.723727000000004,NC-T,NC-T
14378,,173 MARSTON ST (AKA 324 HAVELOCK ST,3185023,2014-06-23,CONSTRUCTION,07/01/2014,2014-06-23,201008168852,2010-08-17,2010-08-19,2010-08-17,2014-06-23,CONSTRUCTION,"('2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2010-08-19', '2014-06-23')",1414.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'CONSTRUCTION')",2,2014,Under Construction,1.0,1.0,-122.447303,37.726904,RH-1,RH-1
2255,2015-05-20,645 FAXON AV,3191004,2015-05-20,BP ISSUED,,,201408184086,2014-08-18,2014-08-18,2014-08-18,2015-05-20,BP ISSUED,"('2014-08-18', '2014-08-18', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20', '2015-05-20')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,,,RH-1(D),RH-1(D)
1471,2015-03-30,1524 OCEAN AV,3196006,2015-03-30,BP REINSTATED,,,201410148838,2014-10-14,2015-03-30,2014-10-14,2015-03-30,BP REINSTATED,"('2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30', '2015-03-30')",,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",2,2017,Building Permit Approved,3.0,3.0,,,,
3874,2012-12-28,1552 OCEAN AV,3196010,2013-08-08,CONSTRUCTION,01/01/2014,2013-03-05,201211063605,2012-11-06,2012-12-28,2012-11-06,2013-08-08,CONSTRUCTION,"('2012-12-28', '2013-03-05', '2013-03-05', '2013-08-08', '2013-08-08')",421.0,"('BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,0.0,0.0,-122.4590501,37.7245576,NC-T,NC-T
1399,,1532 OCEAN AV,3196028,2014-09-10,BP FILED,,,201409106031,2014-09-10,2014-09-10,2014-09-10,2014-09-10,BP FILED,"('2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10', '2014-09-10')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,9.0,8.0,,,Ocean Avenue NCT,Ocean Avenue NCT
5459,2015-03-19,1446 OCEAN AV,3197010,2015-10-29,CONSTRUCTION,2015-10-29,2015-10-29,200810315636,2008-05-15,2008-10-31,2008-05-15,2015-10-29,CONSTRUCTION,"('2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2008-10-31', '2015-03-19', '2015-03-19', '2015-03-19', '2015-10-29')",2723.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",3,2015,Under Construction,13.0,13.0,-122.457881965,37.7245330008,NCT,NCT
1262,,1490 OCEAN AV,3197010,2017-04-21,CONSTRUCTION,07/01/2017,2015-12-09,200810315636,2008-05-15,2015-12-09,2008-05-15,2017-04-21,CONSTRUCTION,"('2015-12-09', '2016-02-16', '2016-02-16', '2016-08-01', '2016-12-22', '2017-02-09', '2017-04-21')",3334.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,15.0,15.0,,,Ocean Avenue NCT,Ocean Avenue NCT
6207,2015-08-06,1911 SAN JOSE AV,3202032,2015-08-06,BP APPROVED,,,201407242031,2014-07-24,2014-07-24,2014-07-24,2015-08-06,BP APPROVED,"('2014-07-24', '2014-07-24', '2014-07-24', '2014-07-24', '2015-08-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",3,2015,Building Permit Approved,2.0,1.0,-122.44136008299999,37.7265097605,RH-1,RH-1
24417,2010-03-31,248 OCEAN AV,3211009,2012-03-22,CONSTRUCTION,07/01/2012,2012-01-19,200711289148,2007-11-28,2007-11-28,2007-11-28,2012-03-22,CONSTRUCTION,"('2007-11-28', '2007-11-28', '2010-03-31', '2010-03-31', '2010-03-31', '2010-03-31', '2010-03-31', '2010-03-31', '2011-08-25', '2012-01-19', '2012-03-12', '2012-03-22')",1677.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,5.0,4.0,-122.441951,37.723369,NC-1,NC-1
11314,2008-01-25,270 OCEAN AV,3211010A,2015-06-26,CONSTRUCTION,01/01/2016,2015-01-30,200607186852,2006-07-18,2008-01-25,2006-07-18,2015-06-26,CONSTRUCTION,"('2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2008-01-25', '2013-06-20', '2014-04-15', '2014-04-15', '2015-01-30', '2015-04-09', '2015-06-26', '2015-06-26', '2015-06-26')",3454.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,6.0,6.0,-122.442378086,37.7234742977,NC-1,NC-1
2459,,175 JUNIPERO SERRA BL,3250006,2017-01-05,PL FILED,,,,2017-01-05,2017-01-05,,2017-01-05,PL FILED,"('2017-01-05', '2017-01-05')",,"('PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,,,,
15554,,10 APTOS AV,3261002,2012-03-05,BP FILED,,,201203055412,2012-03-05,2012-03-05,2012-03-05,2012-03-05,BP FILED,"('2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05', '2012-03-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,-122.46634099999999,37.731603345399996,RH-1(D),RH-1(D)
1607,,101 KENWOOD WY,3282001,2017-05-25,BP FILED,,,201705257641,2017-05-25,2017-05-25,,2017-05-25,BP FILED,"('2017-05-25',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,,,,
1971,,140 DUBOCE AV,3502024,2014-09-11,PL FILED,,,,2014-09-11,2014-09-11,2014-09-11,2014-09-11,PL FILED,"('2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11', '2014-09-11')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,17.0,2.0,,,RTO,RTO
19001,,1845 MARKET ST,3502043,2006-10-19,BP FILED,,,200610195508,2006-10-19,2006-10-19,2006-10-19,2006-10-19,BP FILED,"('2006-10-19', '2006-10-19')",,"('BP FILED', 'BP FILED')",4,2009,Proposed,2.0,-1.0,-122.424117,37.771071,NCT-3,NCT-3
1309,,198 VALENCIA ST,3502108,2014-08-05,BP FILED,,,201408053094,2014-08-05,2014-08-05,2014-08-05,2014-08-05,BP FILED,"('2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05', '2014-08-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,28.0,28.0,,,NCT-3,NCT-3
20048,,25 ELGIN PARK ST,3502111,2014-08-12,BP FILED,,,201408123622,2011-01-20,2011-01-20,2011-01-20,2014-08-12,BP FILED,"('2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2011-01-20', '2013-09-27', '2013-09-27', '2013-09-27', '2013-09-27', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12', '2014-08-12')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,12.0,3.0,-122.42311676,37.771053888000004,RTO,RTO
1311,2016-12-16,1699 MARKET ST,3504030,2016-12-16,BP ISSUED,,,201406108024,2014-03-28,2014-06-10,2014-03-28,2016-12-16,BP ISSUED,"('2014-06-10', '2014-06-10', '2014-06-10', '2014-06-10', '2014-06-10', '2016-12-16', '2016-12-16', '2016-12-16')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,160.0,160.0,,,,
1077,,1601 - 1637 MARKET ST / 53 COLTON ST,3505001,2015-07-10,PL FILED,,,,2015-07-10,2015-07-10,2015-07-10,2015-07-10,PL FILED,"('2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10', '2015-07-10')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,584.0,584.0,,,,
5210,,1601-1637 MARKET ST / 53 COLTON ST,3505001,2015-07-10,PL FILED,,,,2015-07-10,2015-07-10,2015-07-10,2015-07-10,PL FILED,"('2015-07-10',)",,"('PL FILED',)",3,2015,Proposed,584.0,584.0,-122.420029929,37.7738914645,NCT-3,NCT-3
1073,,30 OTIS ST,3505016,2016-11-28,BP FILED,,,201611283577,2015-09-28,2016-01-11,2015-09-28,2016-11-28,BP FILED,"('2016-01-11', '2016-01-11', '2016-05-10', '2016-05-10', '2016-11-28', '2016-11-28', '2016-11-28')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,404.0,404.0,,,,
1154,,42 OTIS ST,3505020,2017-03-30,BP FILED,,,201703302802,2017-03-30,2017-03-30,,2017-03-30,BP FILED,"('2017-03-30', '2017-03-30')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,25.0,25.0,,,,
27477,,85 BRADY ST,3505022,2008-12-01,CONSTRUCTION,04/01/2012,2008-12-01,200509152957,2005-08-18,2008-12-01,2005-08-18,2008-12-01,CONSTRUCTION,"('2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01', '2008-12-01')",2418.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,7.0,6.0,-122.41981799999999,37.772601,NCT-3,NCT-3
1351,2017-09-07,1500 - 1580 MISSION ST,3506002,2017-09-07,BP APPROVED,,,201606200387,2014-10-23,2015-04-29,2014-10-23,2017-09-07,BP APPROVED,"('2015-04-29', '2015-04-29', '2015-04-29', '2016-06-20', '2016-06-20', '2017-09-07')",,"('PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP APPROVED')",2,2017,Building Permit Approved,540.0,540.0,,,,
